12:47:22.552 [Philosopher-1; Meals=0]: I'm alive!
12:47:43.682 [Philosopher-38; Meals=0]: Release my fork (Fork-6 from Chair-6)
12:47:43.809 [Philosopher-25; Meals=2]: Release my fork (Fork-4 from Chair-4)
12:47:43.843 [Philosopher-20; Meals=1]: Waiting for a nice seat...
12:47:43.947 [Philosopher-42; Meals=0]: Found 2 forks! :D
12:47:44.010 [Philosopher-13; Meals=0]: Release my fork (Fork-7 from Chair-7)
12:47:44.011 [Philosopher-41; Meals=0]: Waiting for 2 forks...
12:47:44.094 [Philosopher-9; Meals=1]: Eating for 1 ms
12:47:44.095 [Philosopher-30; Meals=2]: Found 2 forks! :D
12:47:44.277 [Philosopher-25; Meals=2]: Stand up from seat (Chair-4)
12:47:44.393 [Philosopher-30; Meals=3]: Eating for 1 ms
12:47:44.413 [Philosopher-42; Meals=1]: Eating for 1 ms
12:47:44.479 [Philosopher-41; Meals=0]: Picked up fork (Fork-7 from Chair-7)
12:47:44.479 [Philosopher-9; Meals=1]: Release my fork (Fork-9 from Chair-9)
12:47:44.513 [Philosopher-1; Meals=0]: Picked up fork (Fork-3 from Chair-3)
12:47:44.513 [Philosopher-25; Meals=2]: Mediating for 5 ms
12:47:44.513 [Philosopher-5; Meals=0]: Found a nice seat (Chair-4)
12:47:44.782 [Philosopher-42; Meals=1]: Release my fork (Fork-2 from Chair-2)
12:47:44.783 [Philosopher-30; Meals=3]: Release my fork (Fork-10 from Chair-10)
12:47:44.817 [Philosopher-41; Meals=0]: Release my fork (Fork-7 from Chair-7)
12:47:44.817 [Philosopher-9; Meals=1]: Release my fork (Fork-8 from Chair-8)
12:47:44.996 [Philosopher-5; Meals=0]: Waiting for 2 forks...
12:47:45.001 [Philosopher-25; Meals=2]: Waiting for a nice seat...
12:47:45.030 [Philosopher-42; Meals=1]: Release my fork (Fork-1 from Chair-1)
12:47:45.091 [Philosopher-1; Meals=0]: Picked up fork (Fork-2 from Chair-2)
12:47:45.136 [Philosopher-5; Meals=0]: Picked up fork (Fork-4 from Chair-4)
12:47:45.147 [Philosopher-30; Meals=3]: Stand up from seat (Chair-1)
12:47:45.164 [Philosopher-9; Meals=1]: Stand up from seat (Chair-9)
12:47:45.290 [Philosopher-5; Meals=0]: Release my fork (Fork-4 from Chair-4)
12:47:45.293 [Philosopher-1; Meals=0]: Found 2 forks! :D
12:47:45.327 [Philosopher-42; Meals=1]: Stand up from seat (Chair-2)
12:47:45.521 [Philosopher-9; Meals=1]: Mediating for 5 ms
12:47:45.522 [Philosopher-37; Meals=0]: Found a nice seat (Chair-9)
12:47:45.588 [Philosopher-21; Meals=0]: Found a nice seat (Chair-1)
12:47:45.589 [Philosopher-1; Meals=1]: Eating for 1 ms
12:47:45.589 [Philosopher-30; Meals=3]: Mediating for 5 ms
12:47:45.594 [Philosopher-9; Meals=1]: Waiting for a nice seat...
12:47:45.673 [Philosopher-10; Meals=1]: Found a nice seat (Chair-2)
12:47:45.673 [Philosopher-42; Meals=1]: Mediating for 5 ms
12:47:45.768 [Philosopher-37; Meals=0]: Waiting for 2 forks...
12:47:45.996 [Philosopher-1; Meals=1]: Release my fork (Fork-3 from Chair-3)
12:47:45.996 [Philosopher-34; Meals=0]: Picked up fork (Fork-5 from Chair-5)
12:47:46.002 [Philosopher-30; Meals=3]: Sleeping for 10 ms
12:47:46.133 [Philosopher-10; Meals=1]: Waiting for 2 forks...
12:47:46.194 [Philosopher-21; Meals=0]: Waiting for 2 forks...
12:47:46.299 [Philosopher-1; Meals=1]: Release my fork (Fork-2 from Chair-2)
12:47:46.299 [Philosopher-37; Meals=0]: Picked up fork (Fork-9 from Chair-9)
12:47:46.477 [Philosopher-42; Meals=1]: Waiting for a nice seat...
12:47:46.481 [Philosopher-34; Meals=0]: Picked up fork (Fork-4 from Chair-4)
12:47:46.541 [Philosopher-1; Meals=1]: Stand up from seat (Chair-3)
12:47:46.542 [Philosopher-21; Meals=0]: Picked up fork (Fork-1 from Chair-1)
12:47:46.544 [Philosopher-10; Meals=1]: Picked up fork (Fork-2 from Chair-2)
12:47:46.544 [Philosopher-30; Meals=3]: Waiting for a nice seat...
12:47:46.666 [Philosopher-37; Meals=0]: Picked up fork (Fork-8 from Chair-8)
12:47:46.836 [Philosopher-34; Meals=0]: Found 2 forks! :D
12:47:46.938 [Philosopher-21; Meals=0]: Picked up fork (Fork-10 from Chair-10)
12:47:46.956 [Philosopher-10; Meals=1]: Release my fork (Fork-2 from Chair-2)
12:47:46.963 [Philosopher-1; Meals=1]: Mediating for 5 ms
12:47:46.995 [Philosopher-34; Meals=1]: Eating for 1 ms
12:47:47.033 [Philosopher-28; Meals=0]: Found a nice seat (Chair-3)
12:47:47.041 [Philosopher-37; Meals=0]: Found 2 forks! :D
12:47:47.190 [Philosopher-21; Meals=0]: Found 2 forks! :D
12:47:47.293 [Philosopher-28; Meals=0]: Waiting for 2 forks...
12:47:47.293 [Philosopher-37; Meals=1]: Eating for 1 ms
12:47:47.321 [Philosopher-34; Meals=1]: Release my fork (Fork-5 from Chair-5)
12:47:47.382 [Philosopher-1; Meals=1]: Waiting for a nice seat...
12:47:47.523 [Philosopher-21; Meals=1]: Eating for 1 ms
12:47:47.550 [Philosopher-28; Meals=0]: Picked up fork (Fork-3 from Chair-3)
12:47:47.550 [Philosopher-34; Meals=1]: Release my fork (Fork-4 from Chair-4)
12:47:47.583 [Philosopher-21; Meals=1]: Release my fork (Fork-10 from Chair-10)
12:47:47.584 [Philosopher-37; Meals=1]: Release my fork (Fork-9 from Chair-9)
12:47:47.783 [Philosopher-21; Meals=1]: Release my fork (Fork-1 from Chair-1)
12:47:47.789 [Philosopher-28; Meals=0]: Picked up fork (Fork-2 from Chair-2)
12:47:47.789 [Philosopher-34; Meals=1]: Stand up from seat (Chair-5)
12:47:47.902 [Philosopher-37; Meals=1]: Release my fork (Fork-8 from Chair-8)
12:47:48.088 [Philosopher-28; Meals=0]: Found 2 forks! :D
12:47:48.149 [Philosopher-21; Meals=1]: Stand up from seat (Chair-1)
12:47:48.149 [Philosopher-38; Meals=0]: Picked up fork (Fork-6 from Chair-6)
12:47:48.173 [Philosopher-4; Meals=0]: Picked up fork (Fork-10 from Chair-10)
12:47:48.330 [Philosopher-34; Meals=1]: Mediating for 5 ms
12:47:48.331 [Philosopher-42; Meals=1]: Found a nice seat (Chair-5)
12:47:48.472 [Philosopher-28; Meals=1]: Eating for 1 ms
12:47:48.473 [Philosopher-37; Meals=1]: Stand up from seat (Chair-9)
12:47:48.474 [Philosopher-21; Meals=1]: Mediating for 5 ms
12:47:48.475 [Philosopher-30; Meals=3]: Found a nice seat (Chair-1)
12:47:48.585 [Philosopher-38; Meals=0]: Picked up fork (Fork-5 from Chair-5)
12:47:48.585 [Philosopher-4; Meals=0]: Picked up fork (Fork-9 from Chair-9)
12:47:48.589 [Philosopher-34; Meals=1]: Waiting for a nice seat...
12:47:48.603 [Philosopher-42; Meals=1]: Waiting for 2 forks...
12:47:48.605 [Philosopher-28; Meals=1]: Release my fork (Fork-3 from Chair-3)
12:47:48.761 [Philosopher-41; Meals=0]: Picked up fork (Fork-8 from Chair-8)
12:47:48.877 [Philosopher-19; Meals=0]: Found a nice seat (Chair-9)
12:47:48.877 [Philosopher-37; Meals=1]: Mediating for 5 ms
12:47:48.989 [Philosopher-5; Meals=0]: Picked up fork (Fork-4 from Chair-4)
12:47:49.005 [Philosopher-30; Meals=3]: Waiting for 2 forks...
12:47:49.005 [Philosopher-38; Meals=0]: Found 2 forks! :D
12:47:49.006 [Philosopher-4; Meals=0]: Found 2 forks! :D
12:47:49.126 [Philosopher-21; Meals=1]: Waiting for a nice seat...
12:47:49.153 [Philosopher-13; Meals=0]: Picked up fork (Fork-7 from Chair-7)
12:47:49.207 [Philosopher-28; Meals=1]: Release my fork (Fork-2 from Chair-2)
12:47:49.214 [Philosopher-5; Meals=0]: Picked up fork (Fork-3 from Chair-3)
12:47:49.254 [Philosopher-41; Meals=0]: Release my fork (Fork-8 from Chair-8)
12:47:49.314 [Philosopher-19; Meals=0]: Waiting for 2 forks...
12:47:49.330 [Philosopher-37; Meals=1]: Waiting for a nice seat...
12:47:49.445 [Philosopher-13; Meals=0]: Release my fork (Fork-7 from Chair-7)
12:47:49.533 [Philosopher-30; Meals=3]: Picked up fork (Fork-1 from Chair-1)
12:47:49.550 [Philosopher-28; Meals=1]: Stand up from seat (Chair-3)
12:47:49.617 [Philosopher-5; Meals=0]: Found 2 forks! :D
12:47:49.666 [Philosopher-38; Meals=1]: Eating for 1 ms
12:47:49.666 [Philosopher-4; Meals=1]: Eating for 1 ms
12:47:49.847 [Philosopher-19; Meals=0]: Picked up fork (Fork-8 from Chair-8)
12:47:49.848 [Philosopher-28; Meals=1]: Mediating for 5 ms
12:47:49.848 [Philosopher-30; Meals=3]: Release my fork (Fork-1 from Chair-1)
12:47:49.849 [Philosopher-40; Meals=1]: Found a nice seat (Chair-3)
12:47:49.849 [Philosopher-5; Meals=1]: Eating for 1 ms
12:47:49.902 [Philosopher-38; Meals=1]: Release my fork (Fork-5 from Chair-5)
12:47:50.056 [Philosopher-4; Meals=1]: Release my fork (Fork-10 from Chair-10)
12:47:50.082 [Philosopher-28; Meals=1]: Waiting for a nice seat...
12:47:50.141 [Philosopher-19; Meals=0]: Release my fork (Fork-8 from Chair-8)
12:47:50.161 [Philosopher-5; Meals=1]: Release my fork (Fork-3 from Chair-3)
12:47:50.506 [Philosopher-4; Meals=1]: Release my fork (Fork-9 from Chair-9)
12:47:50.585 [Philosopher-40; Meals=1]: Waiting for 2 forks...
12:47:50.586 [Philosopher-30; Meals=3]: Picked up fork (Fork-1 from Chair-1)
12:47:50.586 [Philosopher-38; Meals=1]: Release my fork (Fork-6 from Chair-6)
12:47:50.613 [Philosopher-5; Meals=1]: Release my fork (Fork-4 from Chair-4)
12:47:50.925 [Philosopher-4; Meals=1]: Stand up from seat (Chair-10)
12:47:50.926 [Philosopher-5; Meals=1]: Stand up from seat (Chair-4)
12:47:51.045 [Philosopher-38; Meals=1]: Stand up from seat (Chair-6)
12:47:51.046 [Philosopher-40; Meals=1]: Picked up fork (Fork-3 from Chair-3)
12:47:51.159 [Philosopher-38; Meals=1]: Mediating for 5 ms
12:47:51.163 [Philosopher-17; Meals=0]: Found a nice seat (Chair-10)
12:47:51.163 [Philosopher-4; Meals=1]: Mediating for 5 ms
12:47:51.195 [Philosopher-30; Meals=3]: Picked up fork (Fork-10 from Chair-10)
12:47:51.258 [Philosopher-13; Meals=0]: Picked up fork (Fork-7 from Chair-7)
12:47:51.307 [Philosopher-20; Meals=1]: Found a nice seat (Chair-4)
12:47:51.307 [Philosopher-27; Meals=0]: Found a nice seat (Chair-6)
12:47:51.308 [Philosopher-5; Meals=1]: Mediating for 5 ms
12:47:51.388 [Philosopher-30; Meals=3]: Found 2 forks! :D
12:47:51.455 [Philosopher-13; Meals=0]: Picked up fork (Fork-6 from Chair-6)
12:47:51.455 [Philosopher-40; Meals=1]: Picked up fork (Fork-2 from Chair-2)
12:47:51.489 [Philosopher-17; Meals=0]: Waiting for 2 forks...
12:47:51.489 [Philosopher-38; Meals=1]: Waiting for a nice seat...
12:47:51.523 [Philosopher-4; Meals=1]: Waiting for a nice seat...
12:47:51.622 [Philosopher-27; Meals=0]: Waiting for 2 forks...
12:47:51.652 [Philosopher-42; Meals=1]: Picked up fork (Fork-5 from Chair-5)
12:47:51.745 [Philosopher-20; Meals=1]: Waiting for 2 forks...
12:47:51.750 [Philosopher-5; Meals=1]: Waiting for a nice seat...
12:47:51.870 [Philosopher-13; Meals=0]: Found 2 forks! :D
12:47:51.947 [Philosopher-30; Meals=4]: Eating for 1 ms
12:47:51.947 [Philosopher-40; Meals=1]: Found 2 forks! :D
12:47:52.264 [Philosopher-17; Meals=0]: Picked up fork (Fork-9 from Chair-9)
12:47:52.264 [Philosopher-42; Meals=1]: Picked up fork (Fork-4 from Chair-4)
12:47:52.458 [Philosopher-13; Meals=1]: Eating for 1 ms
12:47:52.459 [Philosopher-40; Meals=2]: Eating for 1 ms
12:47:52.476 [Philosopher-17; Meals=0]: Release my fork (Fork-9 from Chair-9)
12:47:52.479 [Philosopher-30; Meals=4]: Release my fork (Fork-10 from Chair-10)
12:47:52.505 [Philosopher-41; Meals=0]: Picked up fork (Fork-8 from Chair-8)
12:47:52.623 [Philosopher-42; Meals=1]: Found 2 forks! :D
12:47:52.736 [Philosopher-13; Meals=1]: Release my fork (Fork-7 from Chair-7)
12:47:52.737 [Philosopher-40; Meals=2]: Release my fork (Fork-3 from Chair-3)
12:47:52.837 [Philosopher-30; Meals=4]: Release my fork (Fork-1 from Chair-1)
12:47:52.846 [Philosopher-41; Meals=0]: Release my fork (Fork-8 from Chair-8)
12:47:52.846 [Philosopher-42; Meals=2]: Eating for 1 ms
12:47:52.961 [Philosopher-30; Meals=4]: Stand up from seat (Chair-1)
12:47:53.020 [Philosopher-40; Meals=2]: Release my fork (Fork-2 from Chair-2)
12:47:53.021 [Philosopher-13; Meals=1]: Release my fork (Fork-6 from Chair-6)
12:47:53.324 [Philosopher-13; Meals=1]: Stand up from seat (Chair-7)
12:47:53.324 [Philosopher-42; Meals=2]: Release my fork (Fork-5 from Chair-5)
12:47:53.346 [Philosopher-40; Meals=2]: Stand up from seat (Chair-3)
12:47:53.347 [Philosopher-7; Meals=1]: Found a nice seat (Chair-1)
12:47:53.348 [Philosopher-30; Meals=4]: Mediating for 5 ms
12:47:53.602 [Philosopher-7; Meals=1]: Waiting for 2 forks...
12:47:53.704 [Philosopher-3; Meals=0]: Found a nice seat (Chair-3)
12:47:53.704 [Philosopher-40; Meals=2]: Mediating for 5 ms
12:47:53.731 [Philosopher-30; Meals=4]: Waiting for a nice seat...
12:47:53.732 [Philosopher-42; Meals=2]: Release my fork (Fork-4 from Chair-4)
12:47:53.733 [Philosopher-13; Meals=1]: Mediating for 5 ms
12:47:53.733 [Philosopher-24; Meals=1]: Found a nice seat (Chair-7)
12:47:53.813 [Philosopher-3; Meals=0]: Waiting for 2 forks...
12:47:53.960 [Philosopher-20; Meals=1]: Picked up fork (Fork-3 from Chair-3)
12:47:53.960 [Philosopher-7; Meals=1]: Picked up fork (Fork-1 from Chair-1)
12:47:54.037 [Philosopher-24; Meals=1]: Waiting for 2 forks...
12:47:54.037 [Philosopher-3; Meals=0]: Picked up fork (Fork-2 from Chair-2)
12:47:54.037 [Philosopher-42; Meals=2]: Stand up from seat (Chair-5)
12:47:54.038 [Philosopher-40; Meals=2]: Waiting for a nice seat...
12:47:54.071 [Philosopher-13; Meals=1]: Waiting for a nice seat...
12:47:54.200 [Philosopher-7; Meals=1]: Picked up fork (Fork-10 from Chair-10)
12:47:54.201 [Philosopher-20; Meals=1]: Picked up fork (Fork-4 from Chair-4)
12:47:54.275 [Philosopher-24; Meals=1]: Picked up fork (Fork-7 from Chair-7)
12:47:54.375 [Philosopher-20; Meals=1]: Found 2 forks! :D
12:47:54.381 [Philosopher-7; Meals=1]: Found 2 forks! :D
12:47:54.472 [Philosopher-3; Meals=0]: Release my fork (Fork-2 from Chair-2)
12:47:54.473 [Philosopher-26; Meals=0]: Found a nice seat (Chair-5)
12:47:54.473 [Philosopher-42; Meals=2]: Mediating for 5 ms
12:47:54.592 [Philosopher-7; Meals=2]: Eating for 1 ms
12:47:54.648 [Philosopher-24; Meals=1]: Picked up fork (Fork-6 from Chair-6)
12:47:54.719 [Philosopher-20; Meals=2]: Eating for 1 ms
12:47:54.809 [Philosopher-24; Meals=1]: Found 2 forks! :D
12:47:54.815 [Philosopher-7; Meals=2]: Release my fork (Fork-10 from Chair-10)
12:47:54.847 [Philosopher-41; Meals=0]: Picked up fork (Fork-8 from Chair-8)
12:47:54.849 [Philosopher-26; Meals=0]: Waiting for 2 forks...
12:47:54.853 [Philosopher-42; Meals=2]: Waiting for a nice seat...
12:47:54.998 [Philosopher-19; Meals=0]: Picked up fork (Fork-9 from Chair-9)
12:47:55.062 [Philosopher-20; Meals=2]: Release my fork (Fork-3 from Chair-3)
12:47:55.165 [Philosopher-26; Meals=0]: Picked up fork (Fork-5 from Chair-5)
12:47:55.166 [Philosopher-10; Meals=1]: Picked up fork (Fork-2 from Chair-2)
12:47:55.171 [Philosopher-41; Meals=0]: Release my fork (Fork-8 from Chair-8)
12:47:55.172 [Philosopher-24; Meals=2]: Eating for 1 ms
12:47:55.173 [Philosopher-7; Meals=2]: Release my fork (Fork-1 from Chair-1)
12:47:55.205 [Philosopher-19; Meals=0]: Release my fork (Fork-9 from Chair-9)
12:47:55.384 [Philosopher-20; Meals=2]: Release my fork (Fork-4 from Chair-4)
12:47:55.490 [Philosopher-10; Meals=1]: Release my fork (Fork-2 from Chair-2)
12:47:55.491 [Philosopher-26; Meals=0]: Release my fork (Fork-5 from Chair-5)
12:47:55.628 [Philosopher-20; Meals=2]: Stand up from seat (Chair-4)
12:47:55.649 [Philosopher-24; Meals=2]: Release my fork (Fork-7 from Chair-7)
12:47:55.649 [Philosopher-7; Meals=2]: Stand up from seat (Chair-1)
12:47:55.973 [Philosopher-27; Meals=0]: Picked up fork (Fork-5 from Chair-5)
12:47:55.976 [Philosopher-20; Meals=2]: Mediating for 5 ms
12:47:55.976 [Philosopher-49; Meals=0]: Found a nice seat (Chair-4)
12:47:55.977 [Philosopher-13; Meals=1]: Found a nice seat (Chair-1)
12:47:55.977 [Philosopher-24; Meals=2]: Release my fork (Fork-6 from Chair-6)
12:47:55.977 [Philosopher-7; Meals=2]: Mediating for 5 ms
12:47:56.162 [Philosopher-49; Meals=0]: Waiting for 2 forks...
12:47:56.167 [Philosopher-7; Meals=2]: Waiting for a nice seat...
12:47:56.169 [Philosopher-26; Meals=0]: Picked up fork (Fork-4 from Chair-4)
12:47:56.322 [Philosopher-27; Meals=0]: Release my fork (Fork-5 from Chair-5)
12:47:56.461 [Philosopher-24; Meals=2]: Stand up from seat (Chair-7)
12:47:56.466 [Philosopher-13; Meals=1]: Waiting for 2 forks...
12:47:56.547 [Philosopher-26; Meals=0]: Release my fork (Fork-4 from Chair-4)
12:47:56.548 [Philosopher-49; Meals=0]: Picked up fork (Fork-3 from Chair-3)
12:47:56.614 [Philosopher-20; Meals=2]: Waiting for a nice seat...
12:47:56.725 [Philosopher-17; Meals=0]: Picked up fork (Fork-10 from Chair-10)
12:47:56.771 [Philosopher-24; Meals=2]: Mediating for 5 ms
12:47:56.775 [Philosopher-43; Meals=1]: Found a nice seat (Chair-7)
12:47:56.776 [Philosopher-13; Meals=1]: Picked up fork (Fork-1 from Chair-1)
12:47:56.889 [Philosopher-49; Meals=0]: Release my fork (Fork-3 from Chair-3)
12:47:57.121 [Philosopher-17; Meals=0]: Picked up fork (Fork-9 from Chair-9)
12:47:57.133 [Philosopher-13; Meals=1]: Release my fork (Fork-1 from Chair-1)
12:47:57.195 [Philosopher-43; Meals=1]: Waiting for 2 forks...
12:47:57.229 [Philosopher-24; Meals=2]: Waiting for a nice seat...
12:47:57.355 [Philosopher-43; Meals=1]: Picked up fork (Fork-7 from Chair-7)
12:47:57.379 [Philosopher-17; Meals=0]: Found 2 forks! :D
12:47:57.566 [Philosopher-17; Meals=1]: Eating for 1 ms
12:47:57.567 [Philosopher-43; Meals=1]: Picked up fork (Fork-6 from Chair-6)
12:47:57.791 [Philosopher-43; Meals=1]: Found 2 forks! :D
12:47:57.795 [Philosopher-17; Meals=1]: Release my fork (Fork-10 from Chair-10)
12:47:57.983 [Philosopher-3; Meals=0]: Picked up fork (Fork-3 from Chair-3)
12:47:58.003 [Philosopher-43; Meals=2]: Eating for 1 ms
12:47:58.072 [Philosopher-17; Meals=1]: Release my fork (Fork-9 from Chair-9)
12:47:58.112 [Philosopher-3; Meals=0]: Picked up fork (Fork-2 from Chair-2)
12:47:58.244 [Philosopher-43; Meals=2]: Release my fork (Fork-7 from Chair-7)
12:47:58.328 [Philosopher-17; Meals=1]: Stand up from seat (Chair-10)
12:47:58.455 [Philosopher-3; Meals=0]: Found 2 forks! :D
12:47:58.467 [Philosopher-13; Meals=1]: Picked up fork (Fork-1 from Chair-1)
12:47:58.565 [Philosopher-43; Meals=2]: Release my fork (Fork-6 from Chair-6)
12:47:58.693 [Philosopher-17; Meals=1]: Mediating for 5 ms
12:47:58.693 [Philosopher-49; Meals=0]: Picked up fork (Fork-4 from Chair-4)
12:47:58.693 [Philosopher-50; Meals=0]: Found a nice seat (Chair-10)
12:47:58.994 [Philosopher-13; Meals=1]: Picked up fork (Fork-10 from Chair-10)
12:47:58.994 [Philosopher-3; Meals=1]: Eating for 1 ms
12:47:58.996 [Philosopher-19; Meals=0]: Picked up fork (Fork-9 from Chair-9)
12:47:59.042 [Philosopher-43; Meals=2]: Stand up from seat (Chair-7)
12:47:59.393 [Philosopher-26; Meals=0]: Picked up fork (Fork-5 from Chair-5)
12:47:59.439 [Philosopher-13; Meals=1]: Found 2 forks! :D
12:47:59.445 [Philosopher-49; Meals=0]: Release my fork (Fork-4 from Chair-4)
12:47:59.447 [Philosopher-50; Meals=0]: Waiting for 2 forks...
12:47:59.452 [Philosopher-17; Meals=1]: Waiting for a nice seat...
12:47:59.509 [Philosopher-19; Meals=0]: Picked up fork (Fork-8 from Chair-8)
12:47:59.511 [Philosopher-3; Meals=1]: Release my fork (Fork-3 from Chair-3)
12:47:59.622 [Philosopher-13; Meals=2]: Eating for 1 ms
12:47:59.729 [Philosopher-43; Meals=2]: Mediating for 5 ms
12:47:59.766 [Philosopher-4; Meals=1]: Found a nice seat (Chair-7)
12:47:59.847 [Philosopher-19; Meals=0]: Found 2 forks! :D
12:47:59.847 [Philosopher-3; Meals=1]: Release my fork (Fork-2 from Chair-2)
12:47:59.893 [Philosopher-26; Meals=0]: Picked up fork (Fork-4 from Chair-4)
12:47:59.965 [Philosopher-43; Meals=2]: Waiting for a nice seat...
12:47:59.966 [Philosopher-4; Meals=1]: Waiting for 2 forks...
12:48:00.001 [Philosopher-13; Meals=2]: Release my fork (Fork-10 from Chair-10)
12:48:00.118 [Philosopher-3; Meals=1]: Stand up from seat (Chair-3)
12:48:00.210 [Philosopher-19; Meals=1]: Eating for 1 ms
12:48:00.210 [Philosopher-26; Meals=0]: Found 2 forks! :D
12:48:00.436 [Philosopher-13; Meals=2]: Release my fork (Fork-1 from Chair-1)
12:48:00.437 [Philosopher-3; Meals=1]: Mediating for 5 ms
12:48:00.437 [Philosopher-45; Meals=0]: Found a nice seat (Chair-3)
12:48:00.495 [Philosopher-4; Meals=1]: Picked up fork (Fork-6 from Chair-6)
12:48:00.495 [Philosopher-41; Meals=0]: Picked up fork (Fork-7 from Chair-7)
12:48:00.539 [Philosopher-26; Meals=1]: Eating for 1 ms
12:48:00.544 [Philosopher-19; Meals=1]: Release my fork (Fork-9 from Chair-9)
12:48:00.652 [Philosopher-13; Meals=2]: Stand up from seat (Chair-1)
12:48:00.813 [Philosopher-26; Meals=1]: Release my fork (Fork-5 from Chair-5)
12:48:00.819 [Philosopher-45; Meals=0]: Waiting for 2 forks...
12:48:00.851 [Philosopher-3; Meals=1]: Waiting for a nice seat...
12:48:00.905 [Philosopher-13; Meals=2]: Mediating for 5 ms
12:48:00.905 [Philosopher-4; Meals=1]: Release my fork (Fork-6 from Chair-6)
12:48:00.905 [Philosopher-46; Meals=0]: Found a nice seat (Chair-1)
12:48:00.924 [Philosopher-41; Meals=0]: Release my fork (Fork-7 from Chair-7)
12:48:01.028 [Philosopher-19; Meals=1]: Release my fork (Fork-8 from Chair-8)
12:48:01.035 [Philosopher-26; Meals=1]: Release my fork (Fork-4 from Chair-4)
12:48:01.183 [Philosopher-45; Meals=0]: Picked up fork (Fork-3 from Chair-3)
12:48:01.290 [Philosopher-46; Meals=0]: Waiting for 2 forks...
12:48:01.405 [Philosopher-26; Meals=1]: Stand up from seat (Chair-5)
12:48:01.405 [Philosopher-45; Meals=0]: Picked up fork (Fork-2 from Chair-2)
12:48:01.410 [Philosopher-13; Meals=2]: Waiting for a nice seat...
12:48:01.496 [Philosopher-27; Meals=0]: Picked up fork (Fork-6 from Chair-6)
12:48:01.566 [Philosopher-19; Meals=1]: Stand up from seat (Chair-9)
12:48:01.646 [Philosopher-46; Meals=0]: Picked up fork (Fork-1 from Chair-1)
12:48:01.775 [Philosopher-17; Meals=1]: Found a nice seat (Chair-5)
12:48:01.775 [Philosopher-40; Meals=2]: Found a nice seat (Chair-9)
12:48:01.776 [Philosopher-19; Meals=1]: Mediating for 5 ms
12:48:01.776 [Philosopher-26; Meals=1]: Mediating for 5 ms
12:48:01.820 [Philosopher-45; Meals=0]: Found 2 forks! :D
12:48:01.821 [Philosopher-27; Meals=0]: Picked up fork (Fork-5 from Chair-5)
12:48:02.051 [Philosopher-26; Meals=1]: Waiting for a nice seat...
12:48:02.053 [Philosopher-4; Meals=1]: Picked up fork (Fork-7 from Chair-7)
12:48:02.103 [Philosopher-46; Meals=0]: Picked up fork (Fork-10 from Chair-10)
12:48:02.204 [Philosopher-17; Meals=1]: Waiting for 2 forks...
12:48:02.204 [Philosopher-49; Meals=0]: Picked up fork (Fork-4 from Chair-4)
12:48:02.205 [Philosopher-40; Meals=2]: Waiting for 2 forks...
12:48:02.294 [Philosopher-19; Meals=1]: Waiting for a nice seat...
12:48:02.294 [Philosopher-45; Meals=1]: Eating for 1 ms
12:48:02.339 [Philosopher-27; Meals=0]: Found 2 forks! :D
12:48:02.339 [Philosopher-50; Meals=0]: Picked up fork (Fork-9 from Chair-9)
12:48:02.436 [Philosopher-46; Meals=0]: Found 2 forks! :D
12:48:02.443 [Philosopher-4; Meals=1]: Release my fork (Fork-7 from Chair-7)
12:48:02.519 [Philosopher-40; Meals=2]: Picked up fork (Fork-8 from Chair-8)
12:48:02.630 [Philosopher-49; Meals=0]: Release my fork (Fork-4 from Chair-4)
12:48:02.748 [Philosopher-50; Meals=0]: Release my fork (Fork-9 from Chair-9)
12:48:02.751 [Philosopher-45; Meals=1]: Release my fork (Fork-3 from Chair-3)
12:48:02.752 [Philosopher-27; Meals=1]: Eating for 1 ms
12:48:02.912 [Philosopher-46; Meals=1]: Eating for 1 ms
12:48:03.027 [Philosopher-40; Meals=2]: Release my fork (Fork-8 from Chair-8)
12:48:03.274 [Philosopher-45; Meals=1]: Release my fork (Fork-2 from Chair-2)
12:48:03.307 [Philosopher-46; Meals=1]: Release my fork (Fork-10 from Chair-10)
12:48:03.313 [Philosopher-27; Meals=1]: Release my fork (Fork-5 from Chair-5)
12:48:03.421 [Philosopher-45; Meals=1]: Stand up from seat (Chair-3)
12:48:03.534 [Philosopher-27; Meals=1]: Release my fork (Fork-6 from Chair-6)
12:48:03.534 [Philosopher-46; Meals=1]: Release my fork (Fork-1 from Chair-1)
12:48:03.649 [Philosopher-40; Meals=2]: Picked up fork (Fork-9 from Chair-9)
12:48:03.829 [Philosopher-27; Meals=1]: Stand up from seat (Chair-6)
12:48:03.829 [Philosopher-45; Meals=1]: Mediating for 5 ms
12:48:03.829 [Philosopher-46; Meals=1]: Stand up from seat (Chair-1)
12:48:03.830 [Philosopher-5; Meals=1]: Found a nice seat (Chair-3)
12:48:03.830 [Philosopher-50; Meals=0]: Picked up fork (Fork-10 from Chair-10)
12:48:03.992 [Philosopher-40; Meals=2]: Picked up fork (Fork-8 from Chair-8)
12:48:04.070 [Philosopher-15; Meals=1]: Found a nice seat (Chair-6)
12:48:04.070 [Philosopher-20; Meals=2]: Found a nice seat (Chair-1)
12:48:04.070 [Philosopher-46; Meals=1]: Mediating for 5 ms
12:48:04.077 [Philosopher-45; Meals=1]: Waiting for a nice seat...
12:48:04.183 [Philosopher-50; Meals=0]: Release my fork (Fork-10 from Chair-10)
12:48:04.220 [Philosopher-27; Meals=1]: Mediating for 5 ms
