13:11:30.809 [Hungry-Philosopher-1; Meals=0]: I'm alive!
13:11:34.557 [Hungry-Philosopher-3; Meals=18]: Waiting for a nice seat...
13:11:34.564 [Hungry-Philosopher-1; Meals=19]: Waiting for 2 forks...
13:11:34.564 [Hungry-Philosopher-4; Meals=18]: Stand up from seat (Chair-5)
13:11:34.567 [Hungry-Philosopher-2; Meals=18]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
13:11:34.567 [Hungry-Philosopher-5; Meals=19]: Stand up from seat (Chair-2)
13:11:34.578 [Hungry-Philosopher-1; Meals=19]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
13:11:34.584 [Hungry-Philosopher-2; Meals=19]: Eating for 1 ms
13:11:34.584 [Hungry-Philosopher-3; Meals=18]: Found a nice seat (Chair-4)
13:11:34.584 [Hungry-Philosopher-4; Meals=18]: Mediating for 5 ms
13:11:34.584 [Hungry-Philosopher-5; Meals=19]: Mediating for 5 ms
13:11:34.588 [Hungry-Philosopher-1; Meals=20]: Eating for 1 ms
13:11:34.593 [Hungry-Philosopher-3; Meals=18]: Waiting for 2 forks...
13:11:34.594 [Hungry-Philosopher-2; Meals=19]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
13:11:34.603 [Hungry-Philosopher-1; Meals=20]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
13:11:34.603 [Hungry-Philosopher-5; Meals=19]: Waiting for a nice seat...
13:11:34.604 [Hungry-Philosopher-4; Meals=18]: Sleeping for 10 ms
13:11:34.614 [Hungry-Philosopher-1; Meals=20]: Stand up from seat (Chair-1)
13:11:34.614 [Hungry-Philosopher-2; Meals=19]: Stand up from seat (Chair-3)
13:11:34.614 [Hungry-Philosopher-3; Meals=18]: Found 2 forks (Fork-4 from Chair-4, Fork-3 from Chair-3)! :D
13:11:34.614 [Hungry-Philosopher-5; Meals=19]: Found a nice seat (Chair-2)
13:11:34.624 [Hungry-Philosopher-1; Meals=20]: Mediating for 5 ms
13:11:34.624 [Hungry-Philosopher-2; Meals=19]: Mediating for 5 ms
13:11:34.624 [Hungry-Philosopher-4; Meals=18]: Waiting for a nice seat...
13:11:34.624 [Hungry-Philosopher-5; Meals=19]: Waiting for 2 forks...
13:11:34.625 [Hungry-Philosopher-3; Meals=19]: Eating for 1 ms
13:11:34.634 [Hungry-Philosopher-4; Meals=18]: Found a nice seat (Chair-5)
13:11:34.634 [Hungry-Philosopher-5; Meals=19]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
13:11:34.638 [Hungry-Philosopher-1; Meals=20]: Waiting for a nice seat...
13:11:34.638 [Hungry-Philosopher-2; Meals=19]: Waiting for a nice seat...
13:11:34.643 [Hungry-Philosopher-4; Meals=18]: Waiting for 2 forks...
13:11:34.643 [Hungry-Philosopher-5; Meals=20]: Eating for 1 ms
13:11:34.645 [Hungry-Philosopher-3; Meals=19]: Release my forks (Fork-4 from Chair-4, Fork-3 from Chair-3)
13:11:34.651 [Hungry-Philosopher-2; Meals=19]: Found a nice seat (Chair-3)
13:11:34.655 [Hungry-Philosopher-1; Meals=20]: Found a nice seat (Chair-1)
13:11:34.658 [Hungry-Philosopher-3; Meals=19]: Stand up from seat (Chair-4)
13:11:34.658 [Hungry-Philosopher-4; Meals=18]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
13:11:34.658 [Hungry-Philosopher-5; Meals=20]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
13:11:34.662 [Hungry-Philosopher-2; Meals=19]: Waiting for 2 forks...
13:11:34.668 [Hungry-Philosopher-1; Meals=20]: Waiting for 2 forks...
13:11:34.668 [Hungry-Philosopher-3; Meals=19]: Mediating for 5 ms
13:11:34.674 [Hungry-Philosopher-4; Meals=19]: Eating for 1 ms
13:11:34.676 [Hungry-Philosopher-5; Meals=20]: Stand up from seat (Chair-2)
13:11:34.678 [Hungry-Philosopher-2; Meals=19]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
13:11:34.682 [Hungry-Philosopher-3; Meals=19]: Waiting for a nice seat...
13:11:34.688 [Hungry-Philosopher-5; Meals=20]: Mediating for 5 ms
13:11:34.689 [Hungry-Philosopher-2; Meals=20]: Eating for 1 ms
13:11:34.689 [Hungry-Philosopher-4; Meals=19]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
13:11:34.701 [Hungry-Philosopher-3; Meals=19]: Found a nice seat (Chair-4)
13:11:34.704 [Hungry-Philosopher-1; Meals=20]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
13:11:34.704 [Hungry-Philosopher-4; Meals=19]: Stand up from seat (Chair-5)
13:11:34.711 [Hungry-Philosopher-5; Meals=20]: Waiting for a nice seat...
13:11:34.712 [Hungry-Philosopher-2; Meals=20]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
13:11:34.714 [Hungry-Philosopher-4; Meals=19]: Mediating for 5 ms
13:11:34.721 [Hungry-Philosopher-3; Meals=19]: Waiting for 2 forks...
13:11:34.724 [Hungry-Philosopher-1; Meals=21]: Eating for 1 ms
13:11:34.726 [Hungry-Philosopher-5; Meals=20]: Found a nice seat (Chair-2)
13:11:34.732 [Hungry-Philosopher-2; Meals=20]: Stand up from seat (Chair-3)
13:11:34.734 [Hungry-Philosopher-3; Meals=19]: Found 2 forks (Fork-4 from Chair-4, Fork-3 from Chair-3)! :D
13:11:34.736 [Hungry-Philosopher-5; Meals=20]: Waiting for 2 forks...
13:11:34.737 [Hungry-Philosopher-1; Meals=21]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
13:11:34.742 [Hungry-Philosopher-4; Meals=19]: Waiting for a nice seat...
13:11:34.747 [Hungry-Philosopher-2; Meals=20]: Mediating for 5 ms
13:11:34.748 [Hungry-Philosopher-3; Meals=20]: Eating for 1 ms
13:11:34.767 [Hungry-Philosopher-4; Meals=19]: Found a nice seat (Chair-5)
13:11:34.768 [Hungry-Philosopher-1; Meals=21]: Stand up from seat (Chair-1)
13:11:34.768 [Hungry-Philosopher-5; Meals=20]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
13:11:34.777 [Hungry-Philosopher-1; Meals=21]: Mediating for 5 ms
13:11:34.777 [Hungry-Philosopher-2; Meals=20]: Waiting for a nice seat...
13:11:34.777 [Hungry-Philosopher-4; Meals=19]: Waiting for 2 forks...
13:11:34.778 [Hungry-Philosopher-3; Meals=20]: Release my forks (Fork-4 from Chair-4, Fork-3 from Chair-3)
13:11:34.778 [Hungry-Philosopher-5; Meals=21]: Eating for 1 ms
13:11:34.788 [Hungry-Philosopher-2; Meals=20]: Found a nice seat (Chair-3)
13:11:34.792 [Hungry-Philosopher-1; Meals=21]: Sleeping for 10 ms
13:11:34.796 [Hungry-Philosopher-3; Meals=20]: Stand up from seat (Chair-4)
13:11:34.796 [Hungry-Philosopher-4; Meals=19]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
13:11:34.797 [Hungry-Philosopher-5; Meals=21]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
13:11:34.805 [Hungry-Philosopher-2; Meals=20]: Waiting for 2 forks...
13:11:34.805 [Hungry-Philosopher-4; Meals=20]: Eating for 1 ms
13:11:34.807 [Hungry-Philosopher-3; Meals=20]: Mediating for 5 ms
13:11:34.807 [Hungry-Philosopher-5; Meals=21]: Stand up from seat (Chair-2)
13:11:34.815 [Hungry-Philosopher-1; Meals=21]: Waiting for a nice seat...
13:11:34.816 [Hungry-Philosopher-2; Meals=20]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
13:11:34.816 [Hungry-Philosopher-4; Meals=20]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
13:11:34.818 [Hungry-Philosopher-5; Meals=21]: Mediating for 5 ms
13:11:34.827 [Hungry-Philosopher-3; Meals=20]: Waiting for a nice seat...
13:11:34.830 [Hungry-Philosopher-1; Meals=21]: Found a nice seat (Chair-1)
13:11:34.833 [Hungry-Philosopher-2; Meals=21]: Eating for 1 ms
13:11:34.833 [Hungry-Philosopher-4; Meals=20]: Stand up from seat (Chair-5)
13:11:34.840 [Hungry-Philosopher-5; Meals=21]: Sleeping for 10 ms
13:11:34.842 [Hungry-Philosopher-1; Meals=21]: Waiting for 2 forks...
13:11:34.842 [Hungry-Philosopher-3; Meals=20]: Found a nice seat (Chair-4)
13:11:34.843 [Hungry-Philosopher-4; Meals=20]: Mediating for 5 ms
13:11:34.845 [Hungry-Philosopher-2; Meals=21]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
13:11:34.852 [Hungry-Philosopher-1; Meals=21]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
13:11:34.852 [Hungry-Philosopher-3; Meals=20]: Waiting for 2 forks...
13:11:34.860 [Hungry-Philosopher-2; Meals=21]: Stand up from seat (Chair-3)
13:11:34.860 [Hungry-Philosopher-5; Meals=21]: Waiting for a nice seat...
13:11:34.862 [Hungry-Philosopher-1; Meals=22]: Eating for 1 ms
13:11:34.863 [Hungry-Philosopher-4; Meals=20]: Waiting for a nice seat...
13:11:34.870 [Hungry-Philosopher-3; Meals=20]: Found 2 forks (Fork-4 from Chair-4, Fork-3 from Chair-3)! :D
13:11:34.870 [Hungry-Philosopher-5; Meals=21]: Found a nice seat (Chair-2)
13:11:34.871 [Hungry-Philosopher-2; Meals=21]: Mediating for 5 ms
13:11:34.875 [Hungry-Philosopher-1; Meals=22]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
13:11:34.881 [Hungry-Philosopher-4; Meals=20]: Found a nice seat (Chair-5)
13:11:34.881 [Hungry-Philosopher-5; Meals=21]: Waiting for 2 forks...
13:11:34.883 [Hungry-Philosopher-3; Meals=21]: Eating for 1 ms
13:11:34.886 [Hungry-Philosopher-1; Meals=22]: Stand up from seat (Chair-1)
13:11:34.891 [Hungry-Philosopher-2; Meals=21]: Sleeping for 10 ms
13:11:34.891 [Hungry-Philosopher-4; Meals=20]: Waiting for 2 forks...
13:11:34.892 [Hungry-Philosopher-5; Meals=21]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
13:11:34.896 [Hungry-Philosopher-1; Meals=22]: Mediating for 5 ms
13:11:34.901 [Hungry-Philosopher-3; Meals=21]: Release my forks (Fork-4 from Chair-4, Fork-3 from Chair-3)
13:11:34.901 [Hungry-Philosopher-5; Meals=22]: Eating for 1 ms
13:11:34.911 [Hungry-Philosopher-2; Meals=21]: Waiting for a nice seat...
13:11:34.911 [Hungry-Philosopher-3; Meals=21]: Stand up from seat (Chair-4)
13:11:34.911 [Hungry-Philosopher-4; Meals=20]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
13:11:34.912 [Hungry-Philosopher-1; Meals=22]: Waiting for a nice seat...
13:11:34.916 [Hungry-Philosopher-5; Meals=22]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
13:11:34.922 [Hungry-Philosopher-4; Meals=21]: Eating for 1 ms
13:11:34.924 [Hungry-Philosopher-1; Meals=22]: Found a nice seat (Chair-1)
13:11:34.924 [Hungry-Philosopher-2; Meals=21]: Found a nice seat (Chair-3)
13:11:34.925 [Hungry-Philosopher-3; Meals=21]: Mediating for 5 ms
13:11:34.933 [Hungry-Philosopher-5; Meals=22]: Stand up from seat (Chair-2)
13:11:34.935 [Hungry-Philosopher-4; Meals=21]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
13:11:34.937 [Hungry-Philosopher-2; Meals=21]: Waiting for 2 forks...
13:11:34.938 [Hungry-Philosopher-1; Meals=22]: Waiting for 2 forks...
13:11:34.945 [Hungry-Philosopher-4; Meals=21]: Stand up from seat (Chair-5)
13:11:34.946 [Hungry-Philosopher-5; Meals=22]: Mediating for 5 ms
13:11:34.952 [Hungry-Philosopher-3; Meals=21]: Sleeping for 10 ms
13:11:34.953 [Hungry-Philosopher-2; Meals=21]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
13:11:34.955 [Hungry-Philosopher-1; Meals=22]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
13:11:34.959 [Hungry-Philosopher-4; Meals=21]: Mediating for 5 ms
13:11:34.962 [Hungry-Philosopher-2; Meals=22]: Eating for 1 ms
13:11:34.967 [Hungry-Philosopher-1; Meals=23]: Eating for 1 ms
13:11:34.967 [Hungry-Philosopher-5; Meals=22]: Waiting for a nice seat...
13:11:34.975 [Hungry-Philosopher-2; Meals=22]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
13:11:34.976 [Hungry-Philosopher-3; Meals=21]: Waiting for a nice seat...
13:11:34.978 [Hungry-Philosopher-4; Meals=21]: Sleeping for 10 ms
13:11:34.981 [Hungry-Philosopher-1; Meals=23]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
13:11:34.989 [Hungry-Philosopher-2; Meals=22]: Stand up from seat (Chair-3)
13:11:34.989 [Hungry-Philosopher-5; Meals=22]: Found a nice seat (Chair-4)
13:11:34.992 [Hungry-Philosopher-3; Meals=21]: Found a nice seat (Chair-2)
13:11:34.994 [Hungry-Philosopher-1; Meals=23]: Stand up from seat (Chair-1)
13:11:35.000 [Hungry-Philosopher-2; Meals=22]: Mediating for 5 ms
13:11:35.001 [Hungry-Philosopher-5; Meals=22]: Waiting for 2 forks...
13:11:35.003 [Hungry-Philosopher-3; Meals=21]: Waiting for 2 forks...
13:11:35.004 [Hungry-Philosopher-4; Meals=21]: Waiting for a nice seat...
13:11:35.012 [Hungry-Philosopher-1; Meals=23]: Mediating for 5 ms
13:11:35.012 [Hungry-Philosopher-5; Meals=22]: Found 2 forks (Fork-4 from Chair-4, Fork-3 from Chair-3)! :D
13:11:35.014 [Hungry-Philosopher-3; Meals=21]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
13:11:35.015 [Hungry-Philosopher-2; Meals=22]: Waiting for a nice seat...
13:11:35.023 [Hungry-Philosopher-4; Meals=21]: Found a nice seat (Chair-5)
13:11:35.025 [Hungry-Philosopher-2; Meals=22]: Found a nice seat (Chair-3)
13:11:35.025 [Hungry-Philosopher-3; Meals=22]: Eating for 1 ms
13:11:35.026 [Hungry-Philosopher-5; Meals=23]: Eating for 1 ms
13:11:35.028 [Hungry-Philosopher-1; Meals=23]: Waiting for a nice seat...
13:11:35.036 [Hungry-Philosopher-2; Meals=22]: Waiting for 2 forks...
13:11:35.036 [Hungry-Philosopher-3; Meals=22]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
13:11:35.036 [Hungry-Philosopher-4; Meals=21]: Waiting for 2 forks...
13:11:35.044 [Hungry-Philosopher-5; Meals=23]: Release my forks (Fork-4 from Chair-4, Fork-3 from Chair-3)
13:11:35.047 [Hungry-Philosopher-1; Meals=23]: Found a nice seat (Chair-1)
13:11:35.047 [Hungry-Philosopher-3; Meals=22]: Stand up from seat (Chair-2)
13:11:35.056 [Hungry-Philosopher-3; Meals=22]: Mediating for 5 ms
13:11:35.056 [Hungry-Philosopher-4; Meals=21]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
13:11:35.056 [Hungry-Philosopher-5; Meals=23]: Stand up from seat (Chair-4)
13:11:35.057 [Hungry-Philosopher-2; Meals=22]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
13:11:35.066 [Hungry-Philosopher-1; Meals=23]: Waiting for 2 forks...
13:11:35.066 [Hungry-Philosopher-2; Meals=23]: Eating for 1 ms
13:11:35.067 [Hungry-Philosopher-4; Meals=22]: Eating for 1 ms
13:11:35.072 [Hungry-Philosopher-3; Meals=22]: Waiting for a nice seat...
13:11:35.076 [Hungry-Philosopher-5; Meals=23]: Mediating for 5 ms
13:11:35.077 [Hungry-Philosopher-2; Meals=23]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
13:11:35.083 [Hungry-Philosopher-3; Meals=22]: Found a nice seat (Chair-2)
13:11:35.083 [Hungry-Philosopher-4; Meals=22]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
13:11:35.086 [Hungry-Philosopher-2; Meals=23]: Stand up from seat (Chair-3)
13:11:35.094 [Hungry-Philosopher-1; Meals=23]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
13:11:35.094 [Hungry-Philosopher-3; Meals=22]: Waiting for 2 forks...
13:11:35.094 [Hungry-Philosopher-4; Meals=22]: Stand up from seat (Chair-5)
13:11:35.096 [Hungry-Philosopher-2; Meals=23]: Mediating for 5 ms
13:11:35.104 [Hungry-Philosopher-4; Meals=22]: Mediating for 5 ms
13:11:35.104 [Hungry-Philosopher-5; Meals=23]: Waiting for a nice seat...
13:11:35.105 [Hungry-Philosopher-1; Meals=24]: Eating for 1 ms
13:11:35.118 [Hungry-Philosopher-5; Meals=23]: Found a nice seat (Chair-4)
13:11:35.119 [Hungry-Philosopher-1; Meals=24]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
13:11:35.122 [Hungry-Philosopher-2; Meals=23]: Waiting for a nice seat...
13:11:35.128 [Hungry-Philosopher-4; Meals=22]: Waiting for a nice seat...
13:11:35.130 [Hungry-Philosopher-5; Meals=23]: Waiting for 2 forks...
13:11:35.133 [Hungry-Philosopher-1; Meals=24]: Stand up from seat (Chair-1)
13:11:35.133 [Hungry-Philosopher-3; Meals=22]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
13:11:35.138 [Hungry-Philosopher-2; Meals=23]: Found a nice seat (Chair-3)
13:11:35.140 [Hungry-Philosopher-5; Meals=23]: Found 2 forks (Fork-4 from Chair-4, Fork-3 from Chair-3)! :D
13:11:35.144 [Hungry-Philosopher-3; Meals=23]: Eating for 1 ms
13:11:35.144 [Hungry-Philosopher-4; Meals=22]: Found a nice seat (Chair-5)
13:11:35.146 [Hungry-Philosopher-1; Meals=24]: Mediating for 5 ms
13:11:35.152 [Hungry-Philosopher-5; Meals=24]: Eating for 1 ms
13:11:35.154 [Hungry-Philosopher-2; Meals=23]: Waiting for 2 forks...
13:11:35.154 [Hungry-Philosopher-4; Meals=22]: Waiting for 2 forks...
13:11:35.155 [Hungry-Philosopher-3; Meals=23]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
13:11:35.164 [Hungry-Philosopher-5; Meals=24]: Release my forks (Fork-4 from Chair-4, Fork-3 from Chair-3)
13:11:35.166 [Hungry-Philosopher-1; Meals=24]: Sleeping for 10 ms
13:11:35.174 [Hungry-Philosopher-4; Meals=22]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
13:11:35.175 [Hungry-Philosopher-2; Meals=23]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
13:11:35.175 [Hungry-Philosopher-3; Meals=23]: Stand up from seat (Chair-2)
13:11:35.175 [Hungry-Philosopher-5; Meals=24]: Stand up from seat (Chair-4)
13:11:35.184 [Hungry-Philosopher-2; Meals=24]: Eating for 1 ms
13:11:35.185 [Hungry-Philosopher-4; Meals=23]: Eating for 1 ms
13:11:35.186 [Hungry-Philosopher-1; Meals=24]: Waiting for a nice seat...
13:11:35.187 [Hungry-Philosopher-3; Meals=23]: Mediating for 5 ms
13:11:35.195 [Hungry-Philosopher-5; Meals=24]: Mediating for 5 ms
13:11:35.196 [Hungry-Philosopher-1; Meals=24]: Found a nice seat (Chair-1)
13:11:35.196 [Hungry-Philosopher-2; Meals=24]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
13:11:35.196 [Hungry-Philosopher-4; Meals=23]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
13:11:35.201 [Hungry-Philosopher-3; Meals=23]: Waiting for a nice seat...
13:11:35.206 [Hungry-Philosopher-1; Meals=24]: Waiting for 2 forks...
13:11:35.208 [Hungry-Philosopher-4; Meals=23]: Stand up from seat (Chair-5)
13:11:35.210 [Hungry-Philosopher-2; Meals=24]: Stand up from seat (Chair-3)
13:11:35.211 [Hungry-Philosopher-3; Meals=23]: Found a nice seat (Chair-2)
13:11:35.216 [Hungry-Philosopher-5; Meals=24]: Sleeping for 10 ms
13:11:35.218 [Hungry-Philosopher-1; Meals=24]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
13:11:35.221 [Hungry-Philosopher-4; Meals=23]: Mediating for 5 ms
13:11:35.224 [Hungry-Philosopher-3; Meals=23]: Waiting for 2 forks...
13:11:35.227 [Hungry-Philosopher-2; Meals=24]: Mediating for 5 ms
13:11:35.230 [Hungry-Philosopher-1; Meals=25]: Eating for 1 ms
13:11:35.237 [Hungry-Philosopher-4; Meals=23]: Waiting for a nice seat...
13:11:35.239 [Hungry-Philosopher-5; Meals=24]: Waiting for a nice seat...
13:11:35.241 [Hungry-Philosopher-1; Meals=25]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
13:11:35.245 [Hungry-Philosopher-2; Meals=24]: Sleeping for 10 ms
13:11:35.253 [Hungry-Philosopher-5; Meals=24]: Found a nice seat (Chair-4)
13:11:35.254 [Hungry-Philosopher-4; Meals=23]: Found a nice seat (Chair-5)
13:11:35.255 [Hungry-Philosopher-1; Meals=25]: Stand up from seat (Chair-1)
13:11:35.255 [Hungry-Philosopher-3; Meals=23]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
13:11:35.263 [Hungry-Philosopher-5; Meals=24]: Waiting for 2 forks...
13:11:35.265 [Hungry-Philosopher-1; Meals=25]: Mediating for 5 ms
13:11:35.265 [Hungry-Philosopher-4; Meals=23]: Waiting for 2 forks...
13:11:35.268 [Hungry-Philosopher-3; Meals=24]: Eating for 1 ms
13:11:35.273 [Hungry-Philosopher-2; Meals=24]: Waiting for a nice seat...
13:11:35.274 [Hungry-Philosopher-5; Meals=24]: Found 2 forks (Fork-4 from Chair-4, Fork-3 from Chair-3)! :D
13:11:35.279 [Hungry-Philosopher-3; Meals=24]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
13:11:35.284 [Hungry-Philosopher-1; Meals=25]: Waiting for a nice seat...
13:11:35.284 [Hungry-Philosopher-5; Meals=25]: Eating for 1 ms
13:11:35.289 [Hungry-Philosopher-2; Meals=24]: Found a nice seat (Chair-3)
13:11:35.294 [Hungry-Philosopher-3; Meals=24]: Stand up from seat (Chair-2)
13:11:35.295 [Hungry-Philosopher-1; Meals=25]: Found a nice seat (Chair-1)
13:11:35.305 [Hungry-Philosopher-2; Meals=24]: Waiting for 2 forks...
13:11:35.305 [Hungry-Philosopher-3; Meals=24]: Mediating for 5 ms
13:11:35.306 [Hungry-Philosopher-5; Meals=25]: Release my forks (Fork-4 from Chair-4, Fork-3 from Chair-3)
13:11:35.321 [Hungry-Philosopher-1; Meals=25]: Waiting for 2 forks...
13:11:35.325 [Hungry-Philosopher-2; Meals=24]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
13:11:35.325 [Hungry-Philosopher-3; Meals=24]: Sleeping for 10 ms
13:11:35.325 [Hungry-Philosopher-4; Meals=23]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
13:11:35.325 [Hungry-Philosopher-5; Meals=25]: Stand up from seat (Chair-4)
13:11:35.335 [Hungry-Philosopher-4; Meals=24]: Eating for 1 ms
13:11:35.335 [Hungry-Philosopher-5; Meals=25]: Mediating for 5 ms
13:11:35.346 [Hungry-Philosopher-2; Meals=25]: Eating for 1 ms
13:11:35.354 [Hungry-Philosopher-5; Meals=25]: Waiting for a nice seat...
13:11:35.356 [Hungry-Philosopher-3; Meals=24]: Waiting for a nice seat...
13:11:35.365 [Hungry-Philosopher-4; Meals=24]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
13:11:35.366 [Hungry-Philosopher-2; Meals=25]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
13:11:35.375 [Hungry-Philosopher-3; Meals=24]: Found a nice seat (Chair-2)
13:11:35.375 [Hungry-Philosopher-5; Meals=25]: Found a nice seat (Chair-4)
13:11:35.376 [Hungry-Philosopher-1; Meals=25]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
13:11:35.376 [Hungry-Philosopher-2; Meals=25]: Stand up from seat (Chair-3)
13:11:35.376 [Hungry-Philosopher-4; Meals=24]: Stand up from seat (Chair-5)
13:11:35.385 [Hungry-Philosopher-1; Meals=26]: Eating for 1 ms
13:11:35.385 [Hungry-Philosopher-3; Meals=24]: Waiting for 2 forks...
13:11:35.390 [Hungry-Philosopher-5; Meals=25]: Waiting for 2 forks...
13:11:35.396 [Hungry-Philosopher-4; Meals=24]: Mediating for 5 ms
13:11:35.397 [Hungry-Philosopher-1; Meals=26]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
13:11:35.397 [Hungry-Philosopher-2; Meals=25]: Mediating for 5 ms
13:11:35.407 [Hungry-Philosopher-1; Meals=26]: Stand up from seat (Chair-1)
13:11:35.407 [Hungry-Philosopher-3; Meals=24]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
13:11:35.407 [Hungry-Philosopher-5; Meals=25]: Found 2 forks (Fork-4 from Chair-4, Fork-3 from Chair-3)! :D
13:11:35.411 [Hungry-Philosopher-4; Meals=24]: Sleeping for 10 ms
13:11:35.417 [Hungry-Philosopher-1; Meals=26]: Mediating for 5 ms
13:11:35.418 [Hungry-Philosopher-5; Meals=26]: Eating for 1 ms
13:11:35.419 [Hungry-Philosopher-3; Meals=25]: Eating for 1 ms
13:11:35.422 [Hungry-Philosopher-2; Meals=25]: Waiting for a nice seat...
13:11:35.429 [Hungry-Philosopher-3; Meals=25]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
13:11:35.431 [Hungry-Philosopher-5; Meals=26]: Release my forks (Fork-4 from Chair-4, Fork-3 from Chair-3)
13:11:35.433 [Hungry-Philosopher-1; Meals=26]: Waiting for a nice seat...
13:11:35.441 [Hungry-Philosopher-4; Meals=24]: Waiting for a nice seat...
13:11:35.443 [Hungry-Philosopher-2; Meals=25]: Found a nice seat (Chair-5)
13:11:35.445 [Hungry-Philosopher-3; Meals=25]: Stand up from seat (Chair-2)
13:11:35.447 [Hungry-Philosopher-5; Meals=26]: Stand up from seat (Chair-4)
13:11:35.455 [Hungry-Philosopher-1; Meals=26]: Found a nice seat (Chair-3)
13:11:35.458 [Hungry-Philosopher-2; Meals=25]: Waiting for 2 forks...
13:11:35.458 [Hungry-Philosopher-4; Meals=24]: Found a nice seat (Chair-1)
13:11:35.464 [Hungry-Philosopher-3; Meals=25]: Mediating for 5 ms
13:11:35.466 [Hungry-Philosopher-5; Meals=26]: Mediating for 5 ms
13:11:35.467 [Hungry-Philosopher-1; Meals=26]: Waiting for 2 forks...
13:11:35.468 [Hungry-Philosopher-2; Meals=25]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
13:11:35.478 [Hungry-Philosopher-1; Meals=26]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
13:11:35.478 [Hungry-Philosopher-2; Meals=26]: Eating for 1 ms
13:11:35.478 [Hungry-Philosopher-4; Meals=24]: Waiting for 2 forks...
13:11:35.484 [Hungry-Philosopher-5; Meals=26]: Waiting for a nice seat...
13:11:35.485 [Hungry-Philosopher-3; Meals=25]: Waiting for a nice seat...
13:11:35.489 [Hungry-Philosopher-1; Meals=27]: Eating for 1 ms
