12:51:22.096 [Philosopher-2; Meals=0]: I'm alive!
12:51:45.937 [Philosopher-43; Meals=1]: Release my fork (Fork-7 from Chair-7)
12:51:45.952 [Philosopher-30; Meals=1]: Release my fork (Fork-5 from Chair-5)
12:51:45.963 [Philosopher-48; Meals=0]: Found 2 forks! :D
12:51:45.964 [Philosopher-35; Meals=0]: Waiting for 2 forks...
12:51:46.095 [Philosopher-29; Meals=1]: Waiting for a nice seat...
12:51:46.194 [Philosopher-41; Meals=0]: Picked up fork (Fork-2 from Chair-2)
12:51:46.427 [Philosopher-48; Meals=1]: Eating for 1 ms
12:51:46.428 [Philosopher-35; Meals=0]: Picked up fork (Fork-4 from Chair-4)
12:51:46.429 [Philosopher-30; Meals=1]: Release my fork (Fork-6 from Chair-6)
12:51:46.580 [Philosopher-41; Meals=0]: Found 2 forks! :D
12:51:46.582 [Philosopher-48; Meals=1]: Release my fork (Fork-8 from Chair-8)
12:51:46.865 [Philosopher-34; Meals=0]: Picked up fork (Fork-1 from Chair-1)
12:51:46.867 [Philosopher-35; Meals=0]: Release my fork (Fork-4 from Chair-4)
12:51:46.951 [Philosopher-41; Meals=1]: Eating for 1 ms
12:51:47.082 [Philosopher-40; Meals=0]: Picked up fork (Fork-7 from Chair-7)
12:51:47.091 [Philosopher-30; Meals=1]: Stand up from seat (Chair-6)
12:51:47.188 [Philosopher-32; Meals=0]: Picked up fork (Fork-5 from Chair-5)
12:51:47.188 [Philosopher-48; Meals=1]: Release my fork (Fork-9 from Chair-9)
12:51:47.189 [Philosopher-34; Meals=0]: Picked up fork (Fork-10 from Chair-10)
12:51:47.235 [Philosopher-40; Meals=0]: Picked up fork (Fork-8 from Chair-8)
12:51:47.235 [Philosopher-43; Meals=1]: Picked up fork (Fork-6 from Chair-6)
12:51:47.357 [Philosopher-30; Meals=1]: Mediating for 5 ms
12:51:47.358 [Philosopher-1; Meals=0]: Found a nice seat (Chair-6)
12:51:47.364 [Philosopher-41; Meals=1]: Release my fork (Fork-2 from Chair-2)
12:51:47.398 [Philosopher-32; Meals=0]: Picked up fork (Fork-4 from Chair-4)
12:51:47.538 [Philosopher-48; Meals=1]: Stand up from seat (Chair-9)
12:51:47.591 [Philosopher-40; Meals=0]: Found 2 forks! :D
12:51:47.592 [Philosopher-43; Meals=1]: Release my fork (Fork-6 from Chair-6)
12:51:47.652 [Philosopher-34; Meals=0]: Found 2 forks! :D
12:51:47.660 [Philosopher-30; Meals=1]: Waiting for a nice seat...
12:51:47.767 [Philosopher-32; Meals=0]: Found 2 forks! :D
12:51:47.768 [Philosopher-1; Meals=0]: Waiting for 2 forks...
12:51:47.769 [Philosopher-34; Meals=1]: Eating for 1 ms
12:51:47.771 [Philosopher-41; Meals=1]: Release my fork (Fork-3 from Chair-3)
12:51:47.887 [Philosopher-32; Meals=1]: Eating for 1 ms
12:51:47.887 [Philosopher-40; Meals=1]: Eating for 1 ms
12:51:48.072 [Philosopher-48; Meals=1]: Mediating for 5 ms
12:51:48.074 [Philosopher-1; Meals=0]: Picked up fork (Fork-6 from Chair-6)
12:51:48.076 [Philosopher-23; Meals=1]: Found a nice seat (Chair-9)
12:51:48.303 [Philosopher-41; Meals=1]: Stand up from seat (Chair-3)
12:51:48.304 [Philosopher-40; Meals=1]: Release my fork (Fork-8 from Chair-8)
12:51:48.305 [Philosopher-34; Meals=1]: Release my fork (Fork-1 from Chair-1)
12:51:48.469 [Philosopher-32; Meals=1]: Release my fork (Fork-5 from Chair-5)
12:51:48.475 [Philosopher-48; Meals=1]: Waiting for a nice seat...
12:51:48.618 [Philosopher-1; Meals=0]: Release my fork (Fork-6 from Chair-6)
12:51:48.619 [Philosopher-23; Meals=1]: Waiting for 2 forks...
12:51:48.724 [Philosopher-30; Meals=1]: Found a nice seat (Chair-3)
12:51:48.724 [Philosopher-32; Meals=1]: Release my fork (Fork-4 from Chair-4)
12:51:48.724 [Philosopher-41; Meals=1]: Mediating for 5 ms
12:51:48.867 [Philosopher-40; Meals=1]: Release my fork (Fork-7 from Chair-7)
12:51:49.084 [Philosopher-23; Meals=1]: Picked up fork (Fork-9 from Chair-9)
12:51:49.114 [Philosopher-41; Meals=1]: Waiting for a nice seat...
12:51:49.136 [Philosopher-32; Meals=1]: Stand up from seat (Chair-5)
12:51:49.136 [Philosopher-34; Meals=1]: Release my fork (Fork-10 from Chair-10)
12:51:49.294 [Philosopher-30; Meals=1]: Waiting for 2 forks...
12:51:49.435 [Philosopher-23; Meals=1]: Picked up fork (Fork-8 from Chair-8)
12:51:49.436 [Philosopher-34; Meals=1]: Stand up from seat (Chair-1)
12:51:49.485 [Philosopher-40; Meals=1]: Stand up from seat (Chair-8)
12:51:49.534 [Philosopher-21; Meals=1]: Found a nice seat (Chair-5)
12:51:49.534 [Philosopher-32; Meals=1]: Mediating for 5 ms
12:51:49.535 [Philosopher-30; Meals=1]: Picked up fork (Fork-3 from Chair-3)
12:51:49.555 [Philosopher-34; Meals=1]: Mediating for 5 ms
12:51:49.555 [Philosopher-47; Meals=0]: Found a nice seat (Chair-1)
12:51:49.564 [Philosopher-35; Meals=0]: Picked up fork (Fork-4 from Chair-4)
12:51:49.676 [Philosopher-12; Meals=0]: Found a nice seat (Chair-8)
12:51:49.676 [Philosopher-40; Meals=1]: Mediating for 5 ms
12:51:49.677 [Philosopher-47; Meals=0]: Waiting for 2 forks...
12:51:49.679 [Philosopher-23; Meals=1]: Found 2 forks! :D
12:51:49.712 [Philosopher-32; Meals=1]: Waiting for a nice seat...
12:51:49.932 [Philosopher-21; Meals=1]: Waiting for 2 forks...
12:51:49.966 [Philosopher-35; Meals=0]: Release my fork (Fork-4 from Chair-4)
12:51:50.066 [Philosopher-12; Meals=0]: Waiting for 2 forks...
12:51:50.067 [Philosopher-30; Meals=1]: Picked up fork (Fork-2 from Chair-2)
12:51:50.067 [Philosopher-40; Meals=1]: Waiting for a nice seat...
12:51:50.190 [Philosopher-23; Meals=2]: Eating for 1 ms
12:51:50.192 [Philosopher-34; Meals=1]: Waiting for a nice seat...
12:51:50.320 [Philosopher-47; Meals=0]: Picked up fork (Fork-1 from Chair-1)
12:51:50.451 [Philosopher-21; Meals=1]: Picked up fork (Fork-5 from Chair-5)
12:51:50.460 [Philosopher-12; Meals=0]: Picked up fork (Fork-7 from Chair-7)
12:51:50.592 [Philosopher-30; Meals=1]: Found 2 forks! :D
12:51:51.017 [Philosopher-12; Meals=0]: Release my fork (Fork-7 from Chair-7)
12:51:51.017 [Philosopher-21; Meals=1]: Picked up fork (Fork-4 from Chair-4)
12:51:51.017 [Philosopher-23; Meals=2]: Release my fork (Fork-8 from Chair-8)
12:51:51.017 [Philosopher-47; Meals=0]: Picked up fork (Fork-10 from Chair-10)
12:51:51.175 [Philosopher-30; Meals=2]: Eating for 1 ms
12:51:51.258 [Philosopher-21; Meals=1]: Found 2 forks! :D
12:51:51.399 [Philosopher-47; Meals=0]: Found 2 forks! :D
12:51:51.532 [Philosopher-23; Meals=2]: Release my fork (Fork-9 from Chair-9)
12:51:51.628 [Philosopher-30; Meals=2]: Release my fork (Fork-2 from Chair-2)
12:51:51.776 [Philosopher-21; Meals=2]: Eating for 1 ms
12:51:51.915 [Philosopher-47; Meals=1]: Eating for 1 ms
12:51:51.943 [Philosopher-23; Meals=2]: Stand up from seat (Chair-9)
12:51:52.017 [Philosopher-30; Meals=2]: Release my fork (Fork-3 from Chair-3)
12:51:52.174 [Philosopher-21; Meals=2]: Release my fork (Fork-5 from Chair-5)
12:51:52.226 [Philosopher-1; Meals=0]: Picked up fork (Fork-6 from Chair-6)
12:51:52.288 [Philosopher-25; Meals=0]: Found a nice seat (Chair-9)
12:51:52.288 [Philosopher-47; Meals=1]: Release my fork (Fork-1 from Chair-1)
12:51:52.290 [Philosopher-23; Meals=2]: Mediating for 5 ms
12:51:52.389 [Philosopher-21; Meals=2]: Release my fork (Fork-4 from Chair-4)
12:51:52.437 [Philosopher-30; Meals=2]: Stand up from seat (Chair-3)
12:51:52.556 [Philosopher-1; Meals=0]: Picked up fork (Fork-5 from Chair-5)
12:51:52.556 [Philosopher-43; Meals=1]: Picked up fork (Fork-7 from Chair-7)
12:51:52.677 [Philosopher-25; Meals=0]: Waiting for 2 forks...
12:51:52.872 [Philosopher-21; Meals=2]: Stand up from seat (Chair-5)
12:51:52.876 [Philosopher-47; Meals=1]: Release my fork (Fork-10 from Chair-10)
12:51:52.884 [Philosopher-23; Meals=2]: Waiting for a nice seat...
12:51:53.039 [Philosopher-30; Meals=2]: Mediating for 5 ms
12:51:53.042 [Philosopher-48; Meals=1]: Found a nice seat (Chair-3)
12:51:53.186 [Philosopher-23; Meals=2]: Found a nice seat (Chair-5)
12:51:53.187 [Philosopher-21; Meals=2]: Mediating for 5 ms
12:51:53.190 [Philosopher-43; Meals=1]: Release my fork (Fork-7 from Chair-7)
12:51:53.205 [Philosopher-1; Meals=0]: Found 2 forks! :D
12:51:53.224 [Philosopher-25; Meals=0]: Picked up fork (Fork-9 from Chair-9)
12:51:53.445 [Philosopher-47; Meals=1]: Stand up from seat (Chair-1)
12:51:53.489 [Philosopher-48; Meals=1]: Waiting for 2 forks...
12:51:53.515 [Philosopher-30; Meals=2]: Waiting for a nice seat...
12:51:53.606 [Philosopher-23; Meals=2]: Waiting for 2 forks...
12:51:53.614 [Philosopher-10; Meals=0]: Found a nice seat (Chair-1)
12:51:53.614 [Philosopher-21; Meals=2]: Waiting for a nice seat...
12:51:53.614 [Philosopher-47; Meals=1]: Mediating for 5 ms
12:51:53.710 [Philosopher-25; Meals=0]: Picked up fork (Fork-8 from Chair-8)
12:51:53.721 [Philosopher-1; Meals=1]: Eating for 1 ms
12:51:53.839 [Philosopher-38; Meals=0]: Picked up fork (Fork-2 from Chair-2)
12:51:53.973 [Philosopher-23; Meals=2]: Picked up fork (Fork-4 from Chair-4)
12:51:54.004 [Philosopher-48; Meals=1]: Picked up fork (Fork-3 from Chair-3)
12:51:54.167 [Philosopher-10; Meals=0]: Waiting for 2 forks...
12:51:54.178 [Philosopher-45; Meals=0]: Picked up fork (Fork-10 from Chair-10)
12:51:54.195 [Philosopher-47; Meals=1]: Waiting for a nice seat...
12:51:54.309 [Philosopher-25; Meals=0]: Found 2 forks! :D
12:51:54.374 [Philosopher-1; Meals=1]: Release my fork (Fork-5 from Chair-5)
12:51:54.484 [Philosopher-38; Meals=0]: Picked up fork (Fork-1 from Chair-1)
12:51:54.491 [Philosopher-48; Meals=1]: Release my fork (Fork-3 from Chair-3)
12:51:54.492 [Philosopher-23; Meals=2]: Release my fork (Fork-4 from Chair-4)
12:51:54.765 [Philosopher-25; Meals=1]: Eating for 1 ms
12:51:54.790 [Philosopher-45; Meals=0]: Release my fork (Fork-10 from Chair-10)
12:51:54.914 [Philosopher-1; Meals=1]: Release my fork (Fork-6 from Chair-6)
12:51:54.948 [Philosopher-38; Meals=0]: Found 2 forks! :D
12:51:55.029 [Philosopher-25; Meals=1]: Release my fork (Fork-8 from Chair-8)
12:51:55.117 [Philosopher-38; Meals=1]: Eating for 1 ms
12:51:55.209 [Philosopher-1; Meals=1]: Stand up from seat (Chair-6)
12:51:55.214 [Philosopher-25; Meals=1]: Release my fork (Fork-9 from Chair-9)
12:51:55.406 [Philosopher-25; Meals=1]: Stand up from seat (Chair-9)
12:51:55.410 [Philosopher-38; Meals=1]: Release my fork (Fork-1 from Chair-1)
12:51:55.622 [Philosopher-43; Meals=1]: Picked up fork (Fork-7 from Chair-7)
12:51:55.623 [Philosopher-10; Meals=0]: Picked up fork (Fork-10 from Chair-10)
12:51:55.625 [Philosopher-30; Meals=2]: Found a nice seat (Chair-9)
12:51:55.625 [Philosopher-7; Meals=1]: Found a nice seat (Chair-6)
12:51:55.685 [Philosopher-1; Meals=1]: Mediating for 5 ms
12:51:55.685 [Philosopher-25; Meals=1]: Mediating for 5 ms
12:51:55.739 [Philosopher-38; Meals=1]: Release my fork (Fork-2 from Chair-2)
12:51:55.894 [Philosopher-25; Meals=1]: Waiting for a nice seat...
12:51:55.946 [Philosopher-43; Meals=1]: Picked up fork (Fork-6 from Chair-6)
12:51:56.015 [Philosopher-10; Meals=0]: Picked up fork (Fork-1 from Chair-1)
12:51:56.112 [Philosopher-30; Meals=2]: Waiting for 2 forks...
12:51:56.119 [Philosopher-7; Meals=1]: Waiting for 2 forks...
12:51:56.193 [Philosopher-38; Meals=1]: Stand up from seat (Chair-2)
12:51:56.195 [Philosopher-12; Meals=0]: Picked up fork (Fork-8 from Chair-8)
12:51:56.237 [Philosopher-1; Meals=1]: Waiting for a nice seat...
12:51:56.375 [Philosopher-10; Meals=0]: Found 2 forks! :D
12:51:56.375 [Philosopher-43; Meals=1]: Found 2 forks! :D
12:51:56.728 [Philosopher-12; Meals=0]: Release my fork (Fork-8 from Chair-8)
12:51:56.729 [Philosopher-30; Meals=2]: Picked up fork (Fork-9 from Chair-9)
12:51:56.729 [Philosopher-7; Meals=1]: Picked up fork (Fork-5 from Chair-5)
12:51:56.811 [Philosopher-38; Meals=1]: Mediating for 5 ms
12:51:56.820 [Philosopher-40; Meals=1]: Found a nice seat (Chair-2)
12:51:56.856 [Philosopher-10; Meals=1]: Eating for 1 ms
12:51:57.132 [Philosopher-43; Meals=2]: Eating for 1 ms
12:51:57.133 [Philosopher-23; Meals=2]: Picked up fork (Fork-4 from Chair-4)
12:51:57.300 [Philosopher-30; Meals=2]: Release my fork (Fork-9 from Chair-9)
12:51:57.300 [Philosopher-7; Meals=1]: Release my fork (Fork-5 from Chair-5)
12:51:57.309 [Philosopher-38; Meals=1]: Waiting for a nice seat...
12:51:57.475 [Philosopher-10; Meals=1]: Release my fork (Fork-1 from Chair-1)
12:51:57.475 [Philosopher-40; Meals=1]: Waiting for 2 forks...
12:51:57.765 [Philosopher-23; Meals=2]: Release my fork (Fork-4 from Chair-4)
12:51:57.844 [Philosopher-43; Meals=2]: Release my fork (Fork-7 from Chair-7)
12:51:57.902 [Philosopher-10; Meals=1]: Release my fork (Fork-10 from Chair-10)
12:51:58.040 [Philosopher-40; Meals=1]: Picked up fork (Fork-2 from Chair-2)
12:51:58.136 [Philosopher-10; Meals=1]: Stand up from seat (Chair-1)
12:51:58.312 [Philosopher-10; Meals=1]: Mediating for 5 ms
12:51:58.312 [Philosopher-3; Meals=0]: Found a nice seat (Chair-1)
12:51:58.314 [Philosopher-43; Meals=2]: Release my fork (Fork-6 from Chair-6)
12:51:58.384 [Philosopher-48; Meals=1]: Picked up fork (Fork-3 from Chair-3)
12:51:58.475 [Philosopher-40; Meals=1]: Picked up fork (Fork-1 from Chair-1)
12:51:58.830 [Philosopher-3; Meals=0]: Waiting for 2 forks...
12:51:58.830 [Philosopher-7; Meals=1]: Picked up fork (Fork-5 from Chair-5)
12:51:58.999 [Philosopher-43; Meals=2]: Stand up from seat (Chair-7)
12:51:59.060 [Philosopher-48; Meals=1]: Release my fork (Fork-3 from Chair-3)
12:51:59.182 [Philosopher-10; Meals=1]: Waiting for a nice seat...
12:51:59.267 [Philosopher-3; Meals=0]: Picked up fork (Fork-10 from Chair-10)
12:51:59.275 [Philosopher-40; Meals=1]: Found 2 forks! :D
12:51:59.280 [Philosopher-7; Meals=1]: Picked up fork (Fork-6 from Chair-6)
12:51:59.401 [Philosopher-43; Meals=2]: Mediating for 5 ms
12:51:59.401 [Philosopher-9; Meals=1]: Found a nice seat (Chair-7)
12:51:59.424 [Philosopher-35; Meals=0]: Picked up fork (Fork-4 from Chair-4)
12:51:59.540 [Philosopher-45; Meals=0]: Picked up fork (Fork-9 from Chair-9)
12:51:59.698 [Philosopher-3; Meals=0]: Release my fork (Fork-10 from Chair-10)
12:51:59.844 [Philosopher-35; Meals=0]: Picked up fork (Fork-3 from Chair-3)
12:51:59.861 [Philosopher-40; Meals=2]: Eating for 1 ms
12:51:59.998 [Philosopher-43; Meals=2]: Waiting for a nice seat...
12:52:00.088 [Philosopher-9; Meals=1]: Waiting for 2 forks...
12:52:00.089 [Philosopher-7; Meals=1]: Found 2 forks! :D
12:52:00.148 [Philosopher-35; Meals=0]: Found 2 forks! :D
12:52:00.451 [Philosopher-30; Meals=2]: Picked up fork (Fork-8 from Chair-8)
12:52:00.470 [Philosopher-12; Meals=0]: Picked up fork (Fork-7 from Chair-7)
12:52:00.626 [Philosopher-45; Meals=0]: Release my fork (Fork-9 from Chair-9)
12:52:00.661 [Philosopher-40; Meals=2]: Release my fork (Fork-1 from Chair-1)
12:52:00.786 [Philosopher-7; Meals=2]: Eating for 1 ms
12:52:00.868 [Philosopher-35; Meals=1]: Eating for 1 ms
12:52:01.027 [Philosopher-12; Meals=0]: Release my fork (Fork-7 from Chair-7)
12:52:01.062 [Philosopher-30; Meals=2]: Release my fork (Fork-8 from Chair-8)
12:52:01.235 [Philosopher-7; Meals=2]: Release my fork (Fork-5 from Chair-5)
12:52:01.320 [Philosopher-40; Meals=2]: Release my fork (Fork-2 from Chair-2)
12:52:01.420 [Philosopher-35; Meals=1]: Release my fork (Fork-4 from Chair-4)
12:52:01.921 [Philosopher-7; Meals=2]: Release my fork (Fork-6 from Chair-6)
12:52:02.027 [Philosopher-40; Meals=2]: Stand up from seat (Chair-2)
12:52:02.028 [Philosopher-3; Meals=0]: Picked up fork (Fork-1 from Chair-1)
12:52:02.028 [Philosopher-35; Meals=1]: Release my fork (Fork-3 from Chair-3)
12:52:02.069 [Philosopher-17; Meals=2]: Found a nice seat (Chair-2)
12:52:02.069 [Philosopher-40; Meals=2]: Mediating for 5 ms
12:52:02.213 [Philosopher-7; Meals=2]: Stand up from seat (Chair-6)
12:52:02.343 [Philosopher-35; Meals=1]: Stand up from seat (Chair-4)
12:52:02.370 [Philosopher-3; Meals=0]: Picked up fork (Fork-10 from Chair-10)
12:52:02.457 [Philosopher-17; Meals=2]: Waiting for 2 forks...
12:52:02.463 [Philosopher-40; Meals=2]: Waiting for a nice seat...
12:52:02.600 [Philosopher-15; Meals=0]: Found a nice seat (Chair-6)
12:52:02.600 [Philosopher-7; Meals=2]: Mediating for 5 ms
12:52:02.749 [Philosopher-17; Meals=2]: Picked up fork (Fork-2 from Chair-2)
12:52:02.860 [Philosopher-7; Meals=2]: Waiting for a nice seat...
12:52:02.864 [Philosopher-23; Meals=2]: Picked up fork (Fork-5 from Chair-5)
12:52:02.864 [Philosopher-9; Meals=1]: Picked up fork (Fork-7 from Chair-7)
12:52:02.865 [Philosopher-35; Meals=1]: Mediating for 5 ms
12:52:02.865 [Philosopher-37; Meals=1]: Found a nice seat (Chair-4)
12:52:02.866 [Philosopher-3; Meals=0]: Found 2 forks! :D
12:52:02.986 [Philosopher-15; Meals=0]: Waiting for 2 forks...
12:52:03.109 [Philosopher-17; Meals=2]: Release my fork (Fork-2 from Chair-2)
12:52:03.230 [Philosopher-9; Meals=1]: Picked up fork (Fork-6 from Chair-6)
12:52:03.343 [Philosopher-23; Meals=2]: Picked up fork (Fork-4 from Chair-4)
12:52:03.387 [Philosopher-35; Meals=1]: Waiting for a nice seat...
12:52:03.489 [Philosopher-37; Meals=1]: Waiting for 2 forks...
12:52:03.557 [Philosopher-9; Meals=1]: Found 2 forks! :D
12:52:03.642 [Philosopher-3; Meals=1]: Eating for 1 ms
12:52:03.761 [Philosopher-23; Meals=2]: Found 2 forks! :D
12:52:03.872 [Philosopher-9; Meals=2]: Eating for 1 ms
12:52:03.902 [Philosopher-37; Meals=1]: Picked up fork (Fork-3 from Chair-3)
12:52:04.033 [Philosopher-3; Meals=1]: Release my fork (Fork-1 from Chair-1)
12:52:04.110 [Philosopher-9; Meals=2]: Release my fork (Fork-7 from Chair-7)
12:52:04.171 [Philosopher-37; Meals=1]: Release my fork (Fork-3 from Chair-3)
12:52:04.171 [Philosopher-9; Meals=2]: Release my fork (Fork-6 from Chair-6)
12:52:04.176 [Philosopher-23; Meals=3]: Eating for 1 ms
12:52:04.286 [Philosopher-3; Meals=1]: Release my fork (Fork-10 from Chair-10)
12:52:04.411 [Philosopher-48; Meals=1]: Picked up fork (Fork-2 from Chair-2)
12:52:04.555 [Philosopher-23; Meals=3]: Release my fork (Fork-5 from Chair-5)
12:52:04.555 [Philosopher-3; Meals=1]: Stand up from seat (Chair-1)
12:52:04.556 [Philosopher-48; Meals=1]: Picked up fork (Fork-3 from Chair-3)
12:52:04.665 [Philosopher-9; Meals=2]: Stand up from seat (Chair-7)
12:52:04.788 [Philosopher-23; Meals=3]: Release my fork (Fork-4 from Chair-4)
12:52:04.788 [Philosopher-48; Meals=1]: Found 2 forks! :D
12:52:04.910 [Philosopher-10; Meals=1]: Found a nice seat (Chair-1)
12:52:04.910 [Philosopher-3; Meals=1]: Mediating for 5 ms
12:52:05.027 [Philosopher-40; Meals=2]: Found a nice seat (Chair-7)
12:52:05.027 [Philosopher-9; Meals=2]: Mediating for 5 ms
12:52:05.124 [Philosopher-23; Meals=3]: Stand up from seat (Chair-5)
12:52:05.213 [Philosopher-48; Meals=2]: Eating for 1 ms
12:52:05.328 [Philosopher-10; Meals=1]: Waiting for 2 forks...
12:52:05.328 [Philosopher-17; Meals=2]: Picked up fork (Fork-1 from Chair-1)
12:52:05.328 [Philosopher-23; Meals=3]: Mediating for 5 ms
12:52:05.328 [Philosopher-27; Meals=0]: Found a nice seat (Chair-5)
12:52:05.332 [Philosopher-3; Meals=1]: Waiting for a nice seat...
12:52:05.393 [Philosopher-12; Meals=0]: Picked up fork (Fork-8 from Chair-8)
12:52:05.422 [Philosopher-40; Meals=2]: Waiting for 2 forks...
12:52:05.454 [Philosopher-9; Meals=2]: Waiting for a nice seat...
12:52:05.524 [Philosopher-48; Meals=2]: Release my fork (Fork-2 from Chair-2)
12:52:05.656 [Philosopher-27; Meals=0]: Waiting for 2 forks...
12:52:05.661 [Philosopher-45; Meals=0]: Picked up fork (Fork-10 from Chair-10)
12:52:05.662 [Philosopher-17; Meals=2]: Release my fork (Fork-1 from Chair-1)
12:52:05.880 [Philosopher-23; Meals=3]: Sleeping for 10 ms
12:52:06.076 [Philosopher-12; Meals=0]: Picked up fork (Fork-7 from Chair-7)
12:52:06.076 [Philosopher-40; Meals=2]: Picked up fork (Fork-6 from Chair-6)
12:52:06.242 [Philosopher-23; Meals=3]: Waiting for a nice seat...
12:52:06.242 [Philosopher-45; Meals=0]: Picked up fork (Fork-9 from Chair-9)
12:52:06.243 [Philosopher-27; Meals=0]: Picked up fork (Fork-5 from Chair-5)
12:52:06.244 [Philosopher-48; Meals=2]: Release my fork (Fork-3 from Chair-3)
12:52:06.341 [Philosopher-12; Meals=0]: Found 2 forks! :D
12:52:06.666 [Philosopher-40; Meals=2]: Release my fork (Fork-6 from Chair-6)
12:52:06.678 [Philosopher-27; Meals=0]: Picked up fork (Fork-4 from Chair-4)
12:52:06.678 [Philosopher-45; Meals=0]: Found 2 forks! :D
12:52:06.780 [Philosopher-48; Meals=2]: Stand up from seat (Chair-3)
12:52:06.837 [Philosopher-27; Meals=0]: Found 2 forks! :D
12:52:06.850 [Philosopher-45; Meals=1]: Eating for 1 ms
12:52:06.851 [Philosopher-12; Meals=1]: Eating for 1 ms
12:52:06.907 [Philosopher-37; Meals=1]: Picked up fork (Fork-3 from Chair-3)
12:52:06.952 [Philosopher-48; Meals=2]: Mediating for 5 ms
12:52:06.953 [Philosopher-27; Meals=1]: Eating for 1 ms
12:52:06.954 [Philosopher-32; Meals=1]: Found a nice seat (Chair-3)
12:52:07.174 [Philosopher-40; Meals=2]: Picked up fork (Fork-6 from Chair-6)
12:52:07.328 [Philosopher-12; Meals=1]: Release my fork (Fork-8 from Chair-8)
12:52:07.328 [Philosopher-45; Meals=1]: Release my fork (Fork-9 from Chair-9)
12:52:07.328 [Philosopher-48; Meals=2]: Waiting for a nice seat...
12:52:07.329 [Philosopher-37; Meals=1]: Release my fork (Fork-3 from Chair-3)
12:52:07.458 [Philosopher-32; Meals=1]: Waiting for 2 forks...
12:52:07.466 [Philosopher-40; Meals=2]: Release my fork (Fork-6 from Chair-6)
12:52:07.468 [Philosopher-27; Meals=1]: Release my fork (Fork-5 from Chair-5)
12:52:07.579 [Philosopher-10; Meals=1]: Picked up fork (Fork-1 from Chair-1)
12:52:07.579 [Philosopher-45; Meals=1]: Release my fork (Fork-10 from Chair-10)
12:52:07.688 [Philosopher-12; Meals=1]: Release my fork (Fork-7 from Chair-7)
12:52:07.798 [Philosopher-32; Meals=1]: Picked up fork (Fork-3 from Chair-3)
12:52:07.849 [Philosopher-10; Meals=1]: Release my fork (Fork-1 from Chair-1)
12:52:07.980 [Philosopher-27; Meals=1]: Release my fork (Fork-4 from Chair-4)
12:52:07.994 [Philosopher-15; Meals=0]: Picked up fork (Fork-6 from Chair-6)
12:52:08.095 [Philosopher-12; Meals=1]: Stand up from seat (Chair-8)
12:52:08.095 [Philosopher-45; Meals=1]: Stand up from seat (Chair-10)
12:52:08.211 [Philosopher-15; Meals=0]: Picked up fork (Fork-5 from Chair-5)
12:52:08.212 [Philosopher-32; Meals=1]: Picked up fork (Fork-2 from Chair-2)
12:52:08.364 [Philosopher-15; Meals=0]: Found 2 forks! :D
12:52:08.365 [Philosopher-27; Meals=1]: Stand up from seat (Chair-5)
12:52:08.502 [Philosopher-49; Meals=1]: Found a nice seat (Chair-8)
12:52:08.506 [Philosopher-12; Meals=1]: Mediating for 5 ms
12:52:08.527 [Philosopher-45; Meals=1]: Mediating for 5 ms
12:52:08.528 [Philosopher-24; Meals=0]: Found a nice seat (Chair-10)
12:52:08.631 [Philosopher-15; Meals=1]: Eating for 1 ms
12:52:08.788 [Philosopher-27; Meals=1]: Mediating for 5 ms
12:52:08.788 [Philosopher-32; Meals=1]: Found 2 forks! :D
12:52:08.863 [Philosopher-24; Meals=0]: Waiting for 2 forks...
12:52:08.896 [Philosopher-12; Meals=1]: Waiting for a nice seat...
12:52:08.897 [Philosopher-15; Meals=1]: Release my fork (Fork-5 from Chair-5)
12:52:08.897 [Philosopher-49; Meals=1]: Waiting for 2 forks...
12:52:08.906 [Philosopher-9; Meals=2]: Found a nice seat (Chair-5)
12:52:09.016 [Philosopher-45; Meals=1]: Waiting for a nice seat...
12:52:09.122 [Philosopher-15; Meals=1]: Release my fork (Fork-6 from Chair-6)
12:52:09.123 [Philosopher-24; Meals=0]: Picked up fork (Fork-10 from Chair-10)
12:52:09.255 [Philosopher-49; Meals=1]: Picked up fork (Fork-8 from Chair-8)
12:52:09.316 [Philosopher-32; Meals=2]: Eating for 1 ms
12:52:09.348 [Philosopher-15; Meals=1]: Stand up from seat (Chair-6)
12:52:09.352 [Philosopher-27; Meals=1]: Waiting for a nice seat...
12:52:09.594 [Philosopher-24; Meals=0]: Picked up fork (Fork-9 from Chair-9)
12:52:09.619 [Philosopher-15; Meals=1]: Mediating for 5 ms
12:52:09.619 [Philosopher-16; Meals=0]: Found a nice seat (Chair-6)
12:52:09.619 [Philosopher-9; Meals=2]: Waiting for 2 forks...
12:52:09.778 [Philosopher-49; Meals=1]: Picked up fork (Fork-7 from Chair-7)
12:52:09.780 [Philosopher-32; Meals=2]: Release my fork (Fork-2 from Chair-2)
12:52:09.886 [Philosopher-9; Meals=2]: Picked up fork (Fork-5 from Chair-5)
12:52:09.973 [Philosopher-24; Meals=0]: Found 2 forks! :D
12:52:09.977 [Philosopher-15; Meals=1]: Waiting for a nice seat...
12:52:09.999 [Philosopher-49; Meals=1]: Found 2 forks! :D
12:52:10.001 [Philosopher-24; Meals=1]: Eating for 1 ms
12:52:10.003 [Philosopher-16; Meals=0]: Waiting for 2 forks...
12:52:10.005 [Philosopher-32; Meals=2]: Release my fork (Fork-3 from Chair-3)
12:52:10.172 [Philosopher-37; Meals=1]: Picked up fork (Fork-4 from Chair-4)
