11:54:06.717 [Philosopher-1; Meals=0]: I'm alive!
11:54:13.387 [Philosopher-3; Meals=34]: Picked up fork (Fork-2 from Chair-2)
11:54:13.391 [Philosopher-1; Meals=25]: Found a nice seat (Chair-1)
11:54:13.394 [Philosopher-2; Meals=32]: Found 2 forks! :D
11:54:13.396 [Philosopher-3; Meals=34]: Release my fork (Fork-1 from Chair-1)
11:54:13.400 [Philosopher-1; Meals=25]: Waiting for 2 forks...
11:54:13.403 [Philosopher-2; Meals=33]: Eating for 1 ms
11:54:13.408 [Philosopher-1; Meals=25]: Picked up fork (Fork-1 from Chair-1)
11:54:13.411 [Philosopher-2; Meals=33]: Release my fork (Fork-2 from Chair-2)
11:54:13.415 [Philosopher-1; Meals=25]: Picked up fork (Fork-1 from Chair-1)
11:54:13.419 [Philosopher-2; Meals=33]: Release my fork (Fork-3 from Chair-3)
11:54:13.423 [Philosopher-1; Meals=25]: Found 2 forks! :D
11:54:13.427 [Philosopher-2; Meals=33]: Stand up from seat (Chair-3)
11:54:13.431 [Philosopher-1; Meals=26]: Eating for 1 ms
11:54:13.436 [Philosopher-2; Meals=33]: Mediating for 5 ms
11:54:13.440 [Philosopher-1; Meals=26]: Release my fork (Fork-1 from Chair-1)
11:54:13.446 [Philosopher-1; Meals=26]: Release my fork (Fork-4 from Chair-4)
11:54:13.449 [Philosopher-2; Meals=33]: Sleeping for 10 ms
11:54:13.453 [Philosopher-1; Meals=26]: Stand up from seat (Chair-1)
11:54:13.459 [Philosopher-1; Meals=26]: Mediating for 5 ms
11:54:13.466 [Philosopher-2; Meals=33]: Waiting for a nice seat...
11:54:13.470 [Philosopher-1; Meals=26]: Waiting for a nice seat...
11:54:13.473 [Philosopher-2; Meals=33]: Found a nice seat (Chair-1)
11:54:13.479 [Philosopher-1; Meals=26]: Found a nice seat (Chair-3)
11:54:13.481 [Philosopher-2; Meals=33]: Waiting for 2 forks...
11:54:13.488 [Philosopher-1; Meals=26]: Waiting for 2 forks...
11:54:13.490 [Philosopher-2; Meals=33]: Picked up fork (Fork-1 from Chair-1)
11:54:13.490 [Philosopher-4; Meals=31]: Picked up fork (Fork-4 from Chair-4)
11:54:13.499 [Philosopher-1; Meals=26]: Picked up fork (Fork-3 from Chair-3)
11:54:13.499 [Philosopher-2; Meals=33]: Release my fork (Fork-1 from Chair-1)
11:54:13.499 [Philosopher-4; Meals=31]: Release my fork (Fork-4 from Chair-4)
11:54:13.509 [Philosopher-1; Meals=26]: Picked up fork (Fork-3 from Chair-3)
11:54:13.515 [Philosopher-1; Meals=26]: Found 2 forks! :D
11:54:13.522 [Philosopher-1; Meals=27]: Eating for 1 ms
11:54:13.529 [Philosopher-1; Meals=27]: Release my fork (Fork-2 from Chair-2)
11:54:13.535 [Philosopher-1; Meals=27]: Release my fork (Fork-3 from Chair-3)
11:54:13.541 [Philosopher-1; Meals=27]: Stand up from seat (Chair-3)
11:54:13.548 [Philosopher-1; Meals=27]: Mediating for 5 ms
11:54:13.563 [Philosopher-1; Meals=27]: Sleeping for 10 ms
11:54:13.579 [Philosopher-1; Meals=27]: Waiting for a nice seat...
11:54:13.585 [Philosopher-1; Meals=27]: Found a nice seat (Chair-3)
11:54:13.592 [Philosopher-1; Meals=27]: Waiting for 2 forks...
11:54:13.595 [Philosopher-2; Meals=33]: Picked up fork (Fork-1 from Chair-1)
11:54:13.600 [Philosopher-1; Meals=27]: Picked up fork (Fork-3 from Chair-3)
11:54:13.603 [Philosopher-2; Meals=33]: Picked up fork (Fork-1 from Chair-1)
11:54:13.608 [Philosopher-1; Meals=27]: Picked up fork (Fork-3 from Chair-3)
11:54:13.610 [Philosopher-2; Meals=33]: Found 2 forks! :D
11:54:13.614 [Philosopher-1; Meals=27]: Found 2 forks! :D
11:54:13.617 [Philosopher-2; Meals=34]: Eating for 1 ms
11:54:13.622 [Philosopher-1; Meals=28]: Eating for 1 ms
11:54:13.626 [Philosopher-2; Meals=34]: Release my fork (Fork-1 from Chair-1)
11:54:13.630 [Philosopher-1; Meals=28]: Release my fork (Fork-2 from Chair-2)
11:54:13.633 [Philosopher-2; Meals=34]: Release my fork (Fork-4 from Chair-4)
11:54:13.637 [Philosopher-1; Meals=28]: Release my fork (Fork-3 from Chair-3)
11:54:13.640 [Philosopher-2; Meals=34]: Stand up from seat (Chair-1)
11:54:13.644 [Philosopher-1; Meals=28]: Stand up from seat (Chair-3)
11:54:13.647 [Philosopher-2; Meals=34]: Mediating for 5 ms
11:54:13.651 [Philosopher-1; Meals=28]: Mediating for 5 ms
11:54:13.660 [Philosopher-2; Meals=34]: Waiting for a nice seat...
11:54:13.664 [Philosopher-1; Meals=28]: Waiting for a nice seat...
11:54:13.669 [Philosopher-2; Meals=34]: Found a nice seat (Chair-1)
11:54:13.674 [Philosopher-1; Meals=28]: Found a nice seat (Chair-3)
11:54:13.678 [Philosopher-2; Meals=34]: Waiting for 2 forks...
11:54:13.683 [Philosopher-1; Meals=28]: Waiting for 2 forks...
11:54:13.687 [Philosopher-2; Meals=34]: Picked up fork (Fork-1 from Chair-1)
11:54:13.689 [Philosopher-3; Meals=34]: Picked up fork (Fork-2 from Chair-2)
11:54:13.692 [Philosopher-1; Meals=28]: Picked up fork (Fork-3 from Chair-3)
11:54:13.697 [Philosopher-2; Meals=34]: Picked up fork (Fork-1 from Chair-1)
11:54:13.699 [Philosopher-3; Meals=34]: Release my fork (Fork-2 from Chair-2)
11:54:13.702 [Philosopher-1; Meals=28]: Release my fork (Fork-3 from Chair-3)
11:54:13.708 [Philosopher-2; Meals=34]: Found 2 forks! :D
11:54:13.714 [Philosopher-2; Meals=35]: Eating for 1 ms
11:54:13.721 [Philosopher-2; Meals=35]: Release my fork (Fork-1 from Chair-1)
11:54:13.727 [Philosopher-2; Meals=35]: Release my fork (Fork-4 from Chair-4)
11:54:13.734 [Philosopher-2; Meals=35]: Stand up from seat (Chair-1)
11:54:13.740 [Philosopher-2; Meals=35]: Mediating for 5 ms
11:54:13.751 [Philosopher-2; Meals=35]: Waiting for a nice seat...
11:54:13.758 [Philosopher-2; Meals=35]: Found a nice seat (Chair-1)
11:54:13.764 [Philosopher-2; Meals=35]: Waiting for 2 forks...
11:54:13.770 [Philosopher-2; Meals=35]: Picked up fork (Fork-1 from Chair-1)
11:54:13.777 [Philosopher-2; Meals=35]: Picked up fork (Fork-1 from Chair-1)
11:54:13.783 [Philosopher-2; Meals=35]: Found 2 forks! :D
11:54:13.789 [Philosopher-2; Meals=36]: Eating for 1 ms
11:54:13.797 [Philosopher-2; Meals=36]: Release my fork (Fork-1 from Chair-1)
11:54:13.804 [Philosopher-2; Meals=36]: Release my fork (Fork-4 from Chair-4)
11:54:13.811 [Philosopher-2; Meals=36]: Stand up from seat (Chair-1)
11:54:13.817 [Philosopher-2; Meals=36]: Mediating for 5 ms
11:54:13.828 [Philosopher-2; Meals=36]: Sleeping for 10 ms
11:54:13.837 [Philosopher-1; Meals=28]: Picked up fork (Fork-3 from Chair-3)
11:54:13.843 [Philosopher-1; Meals=28]: Picked up fork (Fork-3 from Chair-3)
11:54:13.844 [Philosopher-2; Meals=36]: Waiting for a nice seat...
11:54:13.852 [Philosopher-1; Meals=28]: Found 2 forks! :D
11:54:13.853 [Philosopher-2; Meals=36]: Found a nice seat (Chair-1)
11:54:13.860 [Philosopher-1; Meals=29]: Eating for 1 ms
11:54:13.860 [Philosopher-2; Meals=36]: Waiting for 2 forks...
11:54:13.867 [Philosopher-2; Meals=36]: Picked up fork (Fork-1 from Chair-1)
11:54:13.868 [Philosopher-1; Meals=29]: Release my fork (Fork-2 from Chair-2)
11:54:13.875 [Philosopher-1; Meals=29]: Release my fork (Fork-3 from Chair-3)
11:54:13.875 [Philosopher-2; Meals=36]: Picked up fork (Fork-1 from Chair-1)
11:54:13.882 [Philosopher-1; Meals=29]: Stand up from seat (Chair-3)
11:54:13.882 [Philosopher-2; Meals=36]: Found 2 forks! :D
11:54:13.888 [Philosopher-1; Meals=29]: Mediating for 5 ms
11:54:13.888 [Philosopher-2; Meals=37]: Eating for 1 ms
11:54:13.896 [Philosopher-2; Meals=37]: Release my fork (Fork-1 from Chair-1)
11:54:13.900 [Philosopher-1; Meals=29]: Waiting for a nice seat...
11:54:13.903 [Philosopher-2; Meals=37]: Release my fork (Fork-4 from Chair-4)
11:54:13.907 [Philosopher-1; Meals=29]: Found a nice seat (Chair-3)
11:54:13.910 [Philosopher-2; Meals=37]: Stand up from seat (Chair-1)
11:54:13.914 [Philosopher-1; Meals=29]: Waiting for 2 forks...
11:54:13.917 [Philosopher-2; Meals=37]: Mediating for 5 ms
11:54:13.921 [Philosopher-1; Meals=29]: Picked up fork (Fork-3 from Chair-3)
11:54:13.928 [Philosopher-1; Meals=29]: Picked up fork (Fork-3 from Chair-3)
11:54:13.929 [Philosopher-2; Meals=37]: Waiting for a nice seat...
11:54:13.930 [Philosopher-3; Meals=34]: Picked up fork (Fork-2 from Chair-2)
11:54:13.936 [Philosopher-1; Meals=29]: Found 2 forks! :D
11:54:13.939 [Philosopher-2; Meals=37]: Found a nice seat (Chair-1)
11:54:13.939 [Philosopher-3; Meals=34]: Release my fork (Fork-1 from Chair-1)
11:54:13.946 [Philosopher-1; Meals=30]: Eating for 1 ms
11:54:13.946 [Philosopher-2; Meals=37]: Waiting for 2 forks...
11:54:13.954 [Philosopher-2; Meals=37]: Picked up fork (Fork-1 from Chair-1)
11:54:13.955 [Philosopher-1; Meals=30]: Release my fork (Fork-2 from Chair-2)
11:54:13.963 [Philosopher-1; Meals=30]: Release my fork (Fork-3 from Chair-3)
11:54:13.963 [Philosopher-2; Meals=37]: Picked up fork (Fork-1 from Chair-1)
11:54:13.970 [Philosopher-1; Meals=30]: Stand up from seat (Chair-3)
11:54:13.970 [Philosopher-2; Meals=37]: Found 2 forks! :D
11:54:13.976 [Philosopher-1; Meals=30]: Mediating for 5 ms
11:54:13.976 [Philosopher-2; Meals=38]: Eating for 1 ms
11:54:13.984 [Philosopher-2; Meals=38]: Release my fork (Fork-1 from Chair-1)
11:54:13.988 [Philosopher-1; Meals=30]: Sleeping for 10 ms
11:54:13.991 [Philosopher-2; Meals=38]: Release my fork (Fork-4 from Chair-4)
11:54:13.998 [Philosopher-2; Meals=38]: Stand up from seat (Chair-1)
11:54:14.004 [Philosopher-2; Meals=38]: Mediating for 5 ms
11:54:14.005 [Philosopher-1; Meals=30]: Waiting for a nice seat...
11:54:14.013 [Philosopher-1; Meals=30]: Found a nice seat (Chair-1)
11:54:14.018 [Philosopher-2; Meals=38]: Waiting for a nice seat...
11:54:14.020 [Philosopher-1; Meals=30]: Waiting for 2 forks...
11:54:14.026 [Philosopher-2; Meals=38]: Found a nice seat (Chair-3)
11:54:14.027 [Philosopher-1; Meals=30]: Picked up fork (Fork-1 from Chair-1)
11:54:14.028 [Philosopher-4; Meals=31]: Picked up fork (Fork-4 from Chair-4)
11:54:14.034 [Philosopher-1; Meals=30]: Release my fork (Fork-1 from Chair-1)
11:54:14.035 [Philosopher-2; Meals=38]: Waiting for 2 forks...
11:54:14.038 [Philosopher-4; Meals=31]: Picked up fork (Fork-4 from Chair-4)
11:54:14.044 [Philosopher-2; Meals=38]: Picked up fork (Fork-3 from Chair-3)
11:54:14.046 [Philosopher-4; Meals=31]: Found 2 forks! :D
11:54:14.051 [Philosopher-2; Meals=38]: Release my fork (Fork-2 from Chair-2)
11:54:14.052 [Philosopher-4; Meals=32]: Eating for 1 ms
11:54:14.064 [Philosopher-4; Meals=32]: Release my fork (Fork-3 from Chair-3)
11:54:14.070 [Philosopher-4; Meals=32]: Release my fork (Fork-4 from Chair-4)
11:54:14.076 [Philosopher-4; Meals=32]: Stand up from seat (Chair-4)
11:54:14.083 [Philosopher-4; Meals=32]: Mediating for 5 ms
11:54:14.094 [Philosopher-4; Meals=32]: Waiting for a nice seat...
11:54:14.100 [Philosopher-4; Meals=32]: Found a nice seat (Chair-4)
11:54:14.107 [Philosopher-4; Meals=32]: Waiting for 2 forks...
11:54:14.113 [Philosopher-4; Meals=32]: Picked up fork (Fork-4 from Chair-4)
11:54:14.119 [Philosopher-4; Meals=32]: Picked up fork (Fork-4 from Chair-4)
11:54:14.125 [Philosopher-4; Meals=32]: Found 2 forks! :D
11:54:14.132 [Philosopher-4; Meals=33]: Eating for 1 ms
11:54:14.140 [Philosopher-4; Meals=33]: Release my fork (Fork-3 from Chair-3)
11:54:14.146 [Philosopher-4; Meals=33]: Release my fork (Fork-4 from Chair-4)
11:54:14.153 [Philosopher-4; Meals=33]: Stand up from seat (Chair-4)
11:54:14.160 [Philosopher-4; Meals=33]: Mediating for 5 ms
11:54:14.171 [Philosopher-4; Meals=33]: Sleeping for 10 ms
11:54:14.186 [Philosopher-4; Meals=33]: Waiting for a nice seat...
11:54:14.192 [Philosopher-4; Meals=33]: Found a nice seat (Chair-4)
11:54:14.195 [Philosopher-3; Meals=34]: Picked up fork (Fork-2 from Chair-2)
11:54:14.199 [Philosopher-4; Meals=33]: Waiting for 2 forks...
11:54:14.203 [Philosopher-3; Meals=34]: Picked up fork (Fork-2 from Chair-2)
11:54:14.207 [Philosopher-4; Meals=33]: Picked up fork (Fork-4 from Chair-4)
11:54:14.210 [Philosopher-3; Meals=34]: Found 2 forks! :D
11:54:14.214 [Philosopher-4; Meals=33]: Picked up fork (Fork-4 from Chair-4)
11:54:14.218 [Philosopher-3; Meals=35]: Eating for 1 ms
11:54:14.221 [Philosopher-4; Meals=33]: Found 2 forks! :D
11:54:14.226 [Philosopher-3; Meals=35]: Release my fork (Fork-1 from Chair-1)
11:54:14.228 [Philosopher-4; Meals=34]: Eating for 1 ms
11:54:14.234 [Philosopher-3; Meals=35]: Release my fork (Fork-2 from Chair-2)
11:54:14.239 [Philosopher-4; Meals=34]: Release my fork (Fork-3 from Chair-3)
11:54:14.243 [Philosopher-3; Meals=35]: Stand up from seat (Chair-2)
11:54:14.247 [Philosopher-4; Meals=34]: Release my fork (Fork-4 from Chair-4)
11:54:14.250 [Philosopher-3; Meals=35]: Mediating for 5 ms
11:54:14.254 [Philosopher-4; Meals=34]: Stand up from seat (Chair-4)
11:54:14.261 [Philosopher-4; Meals=34]: Mediating for 5 ms
11:54:14.263 [Philosopher-3; Meals=35]: Waiting for a nice seat...
11:54:14.270 [Philosopher-3; Meals=35]: Found a nice seat (Chair-2)
11:54:14.273 [Philosopher-4; Meals=34]: Waiting for a nice seat...
11:54:14.277 [Philosopher-3; Meals=35]: Waiting for 2 forks...
11:54:14.283 [Philosopher-4; Meals=34]: Found a nice seat (Chair-4)
11:54:14.285 [Philosopher-3; Meals=35]: Picked up fork (Fork-2 from Chair-2)
11:54:14.296 [Philosopher-3; Meals=35]: Picked up fork (Fork-2 from Chair-2)
11:54:14.296 [Philosopher-4; Meals=34]: Waiting for 2 forks...
11:54:14.307 [Philosopher-1; Meals=30]: Picked up fork (Fork-1 from Chair-1)
11:54:14.308 [Philosopher-3; Meals=35]: Found 2 forks! :D
11:54:14.308 [Philosopher-4; Meals=34]: Picked up fork (Fork-4 from Chair-4)
11:54:14.319 [Philosopher-4; Meals=34]: Release my fork (Fork-3 from Chair-3)
11:54:14.322 [Philosopher-1; Meals=30]: Release my fork (Fork-4 from Chair-4)
11:54:14.333 [Philosopher-3; Meals=36]: Eating for 1 ms
11:54:14.347 [Philosopher-3; Meals=36]: Release my fork (Fork-1 from Chair-1)
11:54:14.358 [Philosopher-3; Meals=36]: Release my fork (Fork-2 from Chair-2)
11:54:14.367 [Philosopher-3; Meals=36]: Stand up from seat (Chair-2)
11:54:14.374 [Philosopher-3; Meals=36]: Mediating for 5 ms
11:54:14.386 [Philosopher-3; Meals=36]: Sleeping for 10 ms
11:54:14.402 [Philosopher-3; Meals=36]: Waiting for a nice seat...
11:54:14.409 [Philosopher-3; Meals=36]: Found a nice seat (Chair-2)
11:54:14.415 [Philosopher-3; Meals=36]: Waiting for 2 forks...
11:54:14.422 [Philosopher-3; Meals=36]: Picked up fork (Fork-2 from Chair-2)
11:54:14.428 [Philosopher-3; Meals=36]: Picked up fork (Fork-2 from Chair-2)
11:54:14.435 [Philosopher-3; Meals=36]: Found 2 forks! :D
11:54:14.442 [Philosopher-3; Meals=37]: Eating for 1 ms
11:54:14.449 [Philosopher-3; Meals=37]: Release my fork (Fork-1 from Chair-1)
11:54:14.454 [Philosopher-2; Meals=38]: Picked up fork (Fork-3 from Chair-3)
11:54:14.456 [Philosopher-3; Meals=37]: Release my fork (Fork-2 from Chair-2)
11:54:14.462 [Philosopher-2; Meals=38]: Release my fork (Fork-3 from Chair-3)
11:54:14.463 [Philosopher-3; Meals=37]: Stand up from seat (Chair-2)
11:54:14.469 [Philosopher-1; Meals=30]: Picked up fork (Fork-1 from Chair-1)
11:54:14.470 [Philosopher-3; Meals=37]: Mediating for 5 ms
11:54:14.477 [Philosopher-1; Meals=30]: Picked up fork (Fork-1 from Chair-1)
11:54:14.483 [Philosopher-3; Meals=37]: Waiting for a nice seat...
11:54:14.484 [Philosopher-1; Meals=30]: Found 2 forks! :D
11:54:14.490 [Philosopher-1; Meals=31]: Eating for 1 ms
11:54:14.490 [Philosopher-3; Meals=37]: Found a nice seat (Chair-2)
11:54:14.498 [Philosopher-3; Meals=37]: Waiting for 2 forks...
11:54:14.499 [Philosopher-1; Meals=31]: Release my fork (Fork-1 from Chair-1)
11:54:14.505 [Philosopher-3; Meals=37]: Picked up fork (Fork-2 from Chair-2)
11:54:14.506 [Philosopher-1; Meals=31]: Release my fork (Fork-4 from Chair-4)
11:54:14.511 [Philosopher-3; Meals=37]: Picked up fork (Fork-2 from Chair-2)
11:54:14.515 [Philosopher-1; Meals=31]: Stand up from seat (Chair-1)
11:54:14.519 [Philosopher-3; Meals=37]: Found 2 forks! :D
11:54:14.525 [Philosopher-1; Meals=31]: Mediating for 5 ms
11:54:14.526 [Philosopher-3; Meals=38]: Eating for 1 ms
11:54:14.533 [Philosopher-3; Meals=38]: Release my fork (Fork-1 from Chair-1)
11:54:14.536 [Philosopher-1; Meals=31]: Waiting for a nice seat...
11:54:14.539 [Philosopher-3; Meals=38]: Release my fork (Fork-2 from Chair-2)
11:54:14.543 [Philosopher-1; Meals=31]: Found a nice seat (Chair-1)
11:54:14.547 [Philosopher-3; Meals=38]: Stand up from seat (Chair-2)
11:54:14.550 [Philosopher-1; Meals=31]: Waiting for 2 forks...
11:54:14.554 [Philosopher-3; Meals=38]: Mediating for 5 ms
11:54:14.557 [Philosopher-1; Meals=31]: Picked up fork (Fork-1 from Chair-1)
11:54:14.568 [Philosopher-1; Meals=31]: Picked up fork (Fork-1 from Chair-1)
11:54:14.572 [Philosopher-3; Meals=38]: Waiting for a nice seat...
11:54:14.576 [Philosopher-1; Meals=31]: Found 2 forks! :D
11:54:14.580 [Philosopher-3; Meals=38]: Found a nice seat (Chair-2)
11:54:14.584 [Philosopher-1; Meals=32]: Eating for 1 ms
11:54:14.588 [Philosopher-3; Meals=38]: Waiting for 2 forks...
11:54:14.592 [Philosopher-1; Meals=32]: Release my fork (Fork-1 from Chair-1)
11:54:14.596 [Philosopher-3; Meals=38]: Picked up fork (Fork-2 from Chair-2)
11:54:14.600 [Philosopher-1; Meals=32]: Release my fork (Fork-4 from Chair-4)
11:54:14.604 [Philosopher-3; Meals=38]: Picked up fork (Fork-2 from Chair-2)
11:54:14.609 [Philosopher-1; Meals=32]: Stand up from seat (Chair-1)
11:54:14.612 [Philosopher-3; Meals=38]: Found 2 forks! :D
11:54:14.617 [Philosopher-1; Meals=32]: Mediating for 5 ms
11:54:14.620 [Philosopher-3; Meals=39]: Eating for 1 ms
11:54:14.629 [Philosopher-3; Meals=39]: Release my fork (Fork-1 from Chair-1)
11:54:14.630 [Philosopher-1; Meals=32]: Waiting for a nice seat...
11:54:14.636 [Philosopher-1; Meals=32]: Found a nice seat (Chair-1)
11:54:14.636 [Philosopher-3; Meals=39]: Release my fork (Fork-2 from Chair-2)
11:54:14.644 [Philosopher-1; Meals=32]: Waiting for 2 forks...
11:54:14.644 [Philosopher-3; Meals=39]: Stand up from seat (Chair-2)
11:54:14.652 [Philosopher-1; Meals=32]: Picked up fork (Fork-1 from Chair-1)
11:54:14.652 [Philosopher-3; Meals=39]: Mediating for 5 ms
11:54:14.660 [Philosopher-1; Meals=32]: Picked up fork (Fork-1 from Chair-1)
11:54:14.664 [Philosopher-3; Meals=39]: Sleeping for 10 ms
11:54:14.668 [Philosopher-1; Meals=32]: Found 2 forks! :D
11:54:14.674 [Philosopher-1; Meals=33]: Eating for 1 ms
11:54:14.681 [Philosopher-1; Meals=33]: Release my fork (Fork-1 from Chair-1)
11:54:14.681 [Philosopher-3; Meals=39]: Waiting for a nice seat...
11:54:14.688 [Philosopher-1; Meals=33]: Release my fork (Fork-4 from Chair-4)
11:54:14.688 [Philosopher-3; Meals=39]: Found a nice seat (Chair-2)
11:54:14.695 [Philosopher-1; Meals=33]: Stand up from seat (Chair-1)
11:54:14.695 [Philosopher-3; Meals=39]: Waiting for 2 forks...
11:54:14.702 [Philosopher-1; Meals=33]: Mediating for 5 ms
11:54:14.702 [Philosopher-3; Meals=39]: Picked up fork (Fork-2 from Chair-2)
11:54:14.709 [Philosopher-3; Meals=39]: Picked up fork (Fork-2 from Chair-2)
11:54:14.714 [Philosopher-1; Meals=33]: Sleeping for 10 ms
11:54:14.715 [Philosopher-3; Meals=39]: Found 2 forks! :D
11:54:14.723 [Philosopher-3; Meals=40]: Eating for 1 ms
11:54:14.726 [Philosopher-4; Meals=34]: Picked up fork (Fork-4 from Chair-4)
11:54:14.730 [Philosopher-3; Meals=40]: Release my fork (Fork-1 from Chair-1)
11:54:14.732 [Philosopher-1; Meals=33]: Waiting for a nice seat...
11:54:14.734 [Philosopher-4; Meals=34]: Picked up fork (Fork-4 from Chair-4)
11:54:14.737 [Philosopher-3; Meals=40]: Release my fork (Fork-2 from Chair-2)
11:54:14.742 [Philosopher-1; Meals=33]: Found a nice seat (Chair-1)
11:54:14.742 [Philosopher-4; Meals=34]: Found 2 forks! :D
11:54:14.747 [Philosopher-3; Meals=40]: Stand up from seat (Chair-2)
11:54:14.750 [Philosopher-1; Meals=33]: Waiting for 2 forks...
11:54:14.750 [Philosopher-4; Meals=35]: Eating for 1 ms
11:54:14.758 [Philosopher-3; Meals=40]: Mediating for 5 ms
11:54:14.759 [Philosopher-1; Meals=33]: Picked up fork (Fork-1 from Chair-1)
11:54:14.759 [Philosopher-4; Meals=35]: Release my fork (Fork-3 from Chair-3)
11:54:14.769 [Philosopher-1; Meals=33]: Release my fork (Fork-1 from Chair-1)
11:54:14.769 [Philosopher-4; Meals=35]: Release my fork (Fork-4 from Chair-4)
11:54:14.771 [Philosopher-3; Meals=40]: Waiting for a nice seat...
11:54:14.778 [Philosopher-4; Meals=35]: Stand up from seat (Chair-4)
11:54:14.780 [Philosopher-3; Meals=40]: Found a nice seat (Chair-2)
11:54:14.785 [Philosopher-4; Meals=35]: Mediating for 5 ms
11:54:14.787 [Philosopher-3; Meals=40]: Waiting for 2 forks...
11:54:14.793 [Philosopher-3; Meals=40]: Picked up fork (Fork-2 from Chair-2)
11:54:14.797 [Philosopher-4; Meals=35]: Waiting for a nice seat...
11:54:14.800 [Philosopher-3; Meals=40]: Picked up fork (Fork-2 from Chair-2)
11:54:14.804 [Philosopher-4; Meals=35]: Found a nice seat (Chair-4)
11:54:14.808 [Philosopher-3; Meals=40]: Found 2 forks! :D
11:54:14.811 [Philosopher-4; Meals=35]: Waiting for 2 forks...
11:54:14.815 [Philosopher-3; Meals=41]: Eating for 1 ms
11:54:14.818 [Philosopher-4; Meals=35]: Picked up fork (Fork-4 from Chair-4)
11:54:14.823 [Philosopher-3; Meals=41]: Release my fork (Fork-1 from Chair-1)
11:54:14.825 [Philosopher-4; Meals=35]: Picked up fork (Fork-4 from Chair-4)
11:54:14.830 [Philosopher-3; Meals=41]: Release my fork (Fork-2 from Chair-2)
11:54:14.833 [Philosopher-4; Meals=35]: Found 2 forks! :D
11:54:14.837 [Philosopher-3; Meals=41]: Stand up from seat (Chair-2)
11:54:14.840 [Philosopher-4; Meals=36]: Eating for 1 ms
11:54:14.844 [Philosopher-3; Meals=41]: Mediating for 5 ms
11:54:14.847 [Philosopher-4; Meals=36]: Release my fork (Fork-3 from Chair-3)
11:54:14.848 [Philosopher-2; Meals=38]: Picked up fork (Fork-3 from Chair-3)
11:54:14.854 [Philosopher-4; Meals=36]: Release my fork (Fork-4 from Chair-4)
11:54:14.858 [Philosopher-2; Meals=38]: Picked up fork (Fork-3 from Chair-3)
11:54:14.858 [Philosopher-3; Meals=41]: Waiting for a nice seat...
11:54:14.863 [Philosopher-4; Meals=36]: Stand up from seat (Chair-4)
11:54:14.867 [Philosopher-2; Meals=38]: Found 2 forks! :D
11:54:14.867 [Philosopher-3; Meals=41]: Found a nice seat (Chair-2)
11:54:14.872 [Philosopher-4; Meals=36]: Mediating for 5 ms
11:54:14.875 [Philosopher-3; Meals=41]: Waiting for 2 forks...
11:54:14.876 [Philosopher-2; Meals=39]: Eating for 1 ms
11:54:14.883 [Philosopher-2; Meals=39]: Release my fork (Fork-2 from Chair-2)
11:54:14.883 [Philosopher-3; Meals=41]: Picked up fork (Fork-2 from Chair-2)
11:54:14.886 [Philosopher-4; Meals=36]: Sleeping for 10 ms
11:54:14.890 [Philosopher-3; Meals=41]: Release my fork (Fork-1 from Chair-1)
11:54:14.891 [Philosopher-2; Meals=39]: Release my fork (Fork-3 from Chair-3)
11:54:14.898 [Philosopher-2; Meals=39]: Stand up from seat (Chair-3)
11:54:14.904 [Philosopher-2; Meals=39]: Mediating for 5 ms
11:54:14.905 [Philosopher-4; Meals=36]: Waiting for a nice seat...
11:54:14.911 [Philosopher-4; Meals=36]: Found a nice seat (Chair-3)
11:54:14.915 [Philosopher-2; Meals=39]: Sleeping for 10 ms
11:54:14.917 [Philosopher-4; Meals=36]: Waiting for 2 forks...
11:54:14.921 [Philosopher-3; Meals=41]: Picked up fork (Fork-2 from Chair-2)
11:54:14.925 [Philosopher-4; Meals=36]: Picked up fork (Fork-3 from Chair-3)
11:54:14.929 [Philosopher-3; Meals=41]: Picked up fork (Fork-2 from Chair-2)
11:54:14.932 [Philosopher-2; Meals=39]: Waiting for a nice seat...
11:54:14.932 [Philosopher-4; Meals=36]: Release my fork (Fork-3 from Chair-3)
11:54:14.938 [Philosopher-3; Meals=41]: Found 2 forks! :D
11:54:14.941 [Philosopher-2; Meals=39]: Found a nice seat (Chair-4)
11:54:14.946 [Philosopher-3; Meals=42]: Eating for 1 ms
11:54:14.949 [Philosopher-2; Meals=39]: Waiting for 2 forks...
11:54:14.955 [Philosopher-2; Meals=39]: Picked up fork (Fork-4 from Chair-4)
11:54:14.955 [Philosopher-3; Meals=42]: Release my fork (Fork-1 from Chair-1)
11:54:14.962 [Philosopher-2; Meals=39]: Picked up fork (Fork-4 from Chair-4)
11:54:14.962 [Philosopher-3; Meals=42]: Release my fork (Fork-2 from Chair-2)
11:54:14.970 [Philosopher-2; Meals=39]: Found 2 forks! :D
11:54:14.970 [Philosopher-3; Meals=42]: Stand up from seat (Chair-2)
11:54:14.978 [Philosopher-2; Meals=40]: Eating for 1 ms
11:54:14.979 [Philosopher-3; Meals=42]: Mediating for 5 ms
11:54:14.986 [Philosopher-2; Meals=40]: Release my fork (Fork-3 from Chair-3)
11:54:14.990 [Philosopher-3; Meals=42]: Sleeping for 10 ms
11:54:14.994 [Philosopher-2; Meals=40]: Release my fork (Fork-4 from Chair-4)
11:54:15.002 [Philosopher-2; Meals=40]: Stand up from seat (Chair-4)
11:54:15.008 [Philosopher-2; Meals=40]: Mediating for 5 ms
11:54:15.008 [Philosopher-3; Meals=42]: Waiting for a nice seat...
