11:17:54.759 [Hungry-Philosopher-1; Meals=0]: I'm alive!
11:18:07.836 [Hungry-Philosopher-5; Meals=86]: Mediating for 5 ms
11:18:07.837 [Hungry-Philosopher-3; Meals=87]: Found a nice seat (Chair-3)
11:18:07.838 [Hungry-Philosopher-1; Meals=83]: Stand up from seat (Chair-5)
11:18:07.846 [Hungry-Philosopher-3; Meals=87]: Waiting for 2 forks...
11:18:07.847 [Hungry-Philosopher-1; Meals=83]: Mediating for 5 ms
11:18:07.848 [Hungry-Philosopher-2; Meals=85]: Found a nice seat (Chair-5)
11:18:07.849 [Hungry-Philosopher-5; Meals=86]: Waiting for a nice seat...
11:18:07.856 [Hungry-Philosopher-3; Meals=87]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:07.857 [Hungry-Philosopher-2; Meals=85]: Waiting for 2 forks...
11:18:07.862 [Hungry-Philosopher-1; Meals=83]: Waiting for a nice seat...
11:18:07.863 [Hungry-Philosopher-2; Meals=85]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
11:18:07.864 [Hungry-Philosopher-3; Meals=88]: Eating for 1 ms
11:18:07.872 [Hungry-Philosopher-3; Meals=88]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:07.873 [Hungry-Philosopher-2; Meals=86]: Eating for 1 ms
11:18:07.879 [Hungry-Philosopher-3; Meals=88]: Stand up from seat (Chair-3)
11:18:07.880 [Hungry-Philosopher-2; Meals=86]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
11:18:07.888 [Hungry-Philosopher-2; Meals=86]: Stand up from seat (Chair-5)
11:18:07.888 [Hungry-Philosopher-3; Meals=88]: Mediating for 5 ms
11:18:07.890 [Hungry-Philosopher-4; Meals=86]: Found a nice seat (Chair-3)
11:18:07.897 [Hungry-Philosopher-2; Meals=86]: Mediating for 5 ms
11:18:07.897 [Hungry-Philosopher-4; Meals=86]: Waiting for 2 forks...
11:18:07.898 [Hungry-Philosopher-1; Meals=83]: Found a nice seat (Chair-5)
11:18:07.902 [Hungry-Philosopher-3; Meals=88]: Waiting for a nice seat...
11:18:07.906 [Hungry-Philosopher-4; Meals=86]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:07.907 [Hungry-Philosopher-1; Meals=83]: Waiting for 2 forks...
11:18:07.911 [Hungry-Philosopher-2; Meals=86]: Waiting for a nice seat...
11:18:07.914 [Hungry-Philosopher-1; Meals=83]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
11:18:07.915 [Hungry-Philosopher-4; Meals=87]: Eating for 1 ms
11:18:07.921 [Hungry-Philosopher-1; Meals=84]: Eating for 1 ms
11:18:07.924 [Hungry-Philosopher-4; Meals=87]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:07.930 [Hungry-Philosopher-1; Meals=84]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
11:18:07.931 [Hungry-Philosopher-4; Meals=87]: Stand up from seat (Chair-3)
11:18:07.938 [Hungry-Philosopher-1; Meals=84]: Stand up from seat (Chair-5)
11:18:07.939 [Hungry-Philosopher-4; Meals=87]: Mediating for 5 ms
11:18:07.940 [Hungry-Philosopher-5; Meals=86]: Found a nice seat (Chair-3)
11:18:07.947 [Hungry-Philosopher-1; Meals=84]: Mediating for 5 ms
11:18:07.948 [Hungry-Philosopher-5; Meals=86]: Waiting for 2 forks...
11:18:07.949 [Hungry-Philosopher-3; Meals=88]: Found a nice seat (Chair-5)
11:18:07.952 [Hungry-Philosopher-4; Meals=87]: Sleeping for 10 ms
11:18:07.957 [Hungry-Philosopher-3; Meals=88]: Waiting for 2 forks...
11:18:07.957 [Hungry-Philosopher-5; Meals=86]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:07.961 [Hungry-Philosopher-1; Meals=84]: Sleeping for 10 ms
11:18:07.967 [Hungry-Philosopher-3; Meals=88]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
11:18:07.967 [Hungry-Philosopher-5; Meals=87]: Eating for 1 ms
11:18:07.974 [Hungry-Philosopher-4; Meals=87]: Waiting for a nice seat...
11:18:07.976 [Hungry-Philosopher-3; Meals=89]: Eating for 1 ms
11:18:07.977 [Hungry-Philosopher-5; Meals=87]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:07.981 [Hungry-Philosopher-1; Meals=84]: Waiting for a nice seat...
11:18:07.985 [Hungry-Philosopher-5; Meals=87]: Stand up from seat (Chair-3)
11:18:07.986 [Hungry-Philosopher-3; Meals=89]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
11:18:07.995 [Hungry-Philosopher-3; Meals=89]: Stand up from seat (Chair-5)
11:18:07.995 [Hungry-Philosopher-5; Meals=87]: Mediating for 5 ms
11:18:07.997 [Hungry-Philosopher-4; Meals=87]: Found a nice seat (Chair-3)
11:18:08.004 [Hungry-Philosopher-3; Meals=89]: Mediating for 5 ms
11:18:08.005 [Hungry-Philosopher-1; Meals=84]: Found a nice seat (Chair-5)
11:18:08.008 [Hungry-Philosopher-4; Meals=87]: Waiting for 2 forks...
11:18:08.009 [Hungry-Philosopher-5; Meals=87]: Sleeping for 10 ms
11:18:08.014 [Hungry-Philosopher-1; Meals=84]: Waiting for 2 forks...
11:18:08.018 [Hungry-Philosopher-4; Meals=87]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:08.020 [Hungry-Philosopher-3; Meals=89]: Waiting for a nice seat...
11:18:08.025 [Hungry-Philosopher-1; Meals=84]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
11:18:08.028 [Hungry-Philosopher-5; Meals=87]: Waiting for a nice seat...
11:18:08.029 [Hungry-Philosopher-4; Meals=88]: Eating for 1 ms
11:18:08.037 [Hungry-Philosopher-1; Meals=85]: Eating for 1 ms
11:18:08.040 [Hungry-Philosopher-4; Meals=88]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:08.047 [Hungry-Philosopher-4; Meals=88]: Stand up from seat (Chair-3)
11:18:08.048 [Hungry-Philosopher-1; Meals=85]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
11:18:08.054 [Hungry-Philosopher-1; Meals=85]: Stand up from seat (Chair-5)
11:18:08.054 [Hungry-Philosopher-4; Meals=88]: Mediating for 5 ms
11:18:08.055 [Hungry-Philosopher-5; Meals=87]: Found a nice seat (Chair-3)
11:18:08.063 [Hungry-Philosopher-1; Meals=85]: Mediating for 5 ms
11:18:08.063 [Hungry-Philosopher-5; Meals=87]: Waiting for 2 forks...
11:18:08.065 [Hungry-Philosopher-3; Meals=89]: Found a nice seat (Chair-5)
11:18:08.068 [Hungry-Philosopher-4; Meals=88]: Waiting for a nice seat...
11:18:08.072 [Hungry-Philosopher-5; Meals=87]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:08.075 [Hungry-Philosopher-3; Meals=89]: Waiting for 2 forks...
11:18:08.077 [Hungry-Philosopher-1; Meals=85]: Waiting for a nice seat...
11:18:08.082 [Hungry-Philosopher-3; Meals=89]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
11:18:08.082 [Hungry-Philosopher-5; Meals=88]: Eating for 1 ms
11:18:08.089 [Hungry-Philosopher-3; Meals=90]: Eating for 1 ms
11:18:08.090 [Hungry-Philosopher-5; Meals=88]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:08.096 [Hungry-Philosopher-3; Meals=90]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
11:18:08.096 [Hungry-Philosopher-5; Meals=88]: Stand up from seat (Chair-3)
11:18:08.102 [Hungry-Philosopher-3; Meals=90]: Stand up from seat (Chair-5)
11:18:08.102 [Hungry-Philosopher-5; Meals=88]: Mediating for 5 ms
11:18:08.104 [Hungry-Philosopher-4; Meals=88]: Found a nice seat (Chair-3)
11:18:08.110 [Hungry-Philosopher-3; Meals=90]: Mediating for 5 ms
11:18:08.111 [Hungry-Philosopher-4; Meals=88]: Waiting for 2 forks...
11:18:08.112 [Hungry-Philosopher-1; Meals=85]: Found a nice seat (Chair-5)
11:18:08.116 [Hungry-Philosopher-5; Meals=88]: Waiting for a nice seat...
11:18:08.120 [Hungry-Philosopher-1; Meals=85]: Waiting for 2 forks...
11:18:08.120 [Hungry-Philosopher-4; Meals=88]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:08.123 [Hungry-Philosopher-3; Meals=90]: Sleeping for 10 ms
11:18:08.128 [Hungry-Philosopher-1; Meals=85]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
11:18:08.129 [Hungry-Philosopher-4; Meals=89]: Eating for 1 ms
11:18:08.135 [Hungry-Philosopher-1; Meals=86]: Eating for 1 ms
11:18:08.137 [Hungry-Philosopher-4; Meals=89]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:08.142 [Hungry-Philosopher-3; Meals=90]: Waiting for a nice seat...
11:18:08.143 [Hungry-Philosopher-1; Meals=86]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
11:18:08.143 [Hungry-Philosopher-4; Meals=89]: Stand up from seat (Chair-3)
11:18:08.152 [Hungry-Philosopher-1; Meals=86]: Stand up from seat (Chair-5)
11:18:08.152 [Hungry-Philosopher-4; Meals=89]: Mediating for 5 ms
11:18:08.153 [Hungry-Philosopher-3; Meals=90]: Found a nice seat (Chair-3)
11:18:08.160 [Hungry-Philosopher-3; Meals=90]: Waiting for 2 forks...
11:18:08.161 [Hungry-Philosopher-1; Meals=86]: Mediating for 5 ms
11:18:08.163 [Hungry-Philosopher-5; Meals=88]: Found a nice seat (Chair-5)
11:18:08.167 [Hungry-Philosopher-4; Meals=89]: Waiting for a nice seat...
11:18:08.171 [Hungry-Philosopher-3; Meals=90]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:08.173 [Hungry-Philosopher-5; Meals=88]: Waiting for 2 forks...
11:18:08.178 [Hungry-Philosopher-1; Meals=86]: Waiting for a nice seat...
11:18:08.182 [Hungry-Philosopher-3; Meals=91]: Eating for 1 ms
11:18:08.182 [Hungry-Philosopher-5; Meals=88]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
11:18:08.191 [Hungry-Philosopher-5; Meals=89]: Eating for 1 ms
11:18:08.193 [Hungry-Philosopher-3; Meals=91]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:08.200 [Hungry-Philosopher-3; Meals=91]: Stand up from seat (Chair-3)
11:18:08.201 [Hungry-Philosopher-5; Meals=89]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
11:18:08.210 [Hungry-Philosopher-3; Meals=91]: Mediating for 5 ms
11:18:08.210 [Hungry-Philosopher-5; Meals=89]: Stand up from seat (Chair-5)
11:18:08.212 [Hungry-Philosopher-1; Meals=86]: Found a nice seat (Chair-3)
11:18:08.219 [Hungry-Philosopher-1; Meals=86]: Waiting for 2 forks...
11:18:08.219 [Hungry-Philosopher-5; Meals=89]: Mediating for 5 ms
11:18:08.220 [Hungry-Philosopher-2; Meals=86]: Found a nice seat (Chair-5)
11:18:08.224 [Hungry-Philosopher-3; Meals=91]: Waiting for a nice seat...
11:18:08.229 [Hungry-Philosopher-1; Meals=86]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:08.229 [Hungry-Philosopher-2; Meals=86]: Waiting for 2 forks...
11:18:08.233 [Hungry-Philosopher-5; Meals=89]: Waiting for a nice seat...
11:18:08.237 [Hungry-Philosopher-1; Meals=87]: Eating for 1 ms
11:18:08.237 [Hungry-Philosopher-2; Meals=86]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
11:18:08.245 [Hungry-Philosopher-1; Meals=87]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:08.246 [Hungry-Philosopher-2; Meals=87]: Eating for 1 ms
11:18:08.255 [Hungry-Philosopher-1; Meals=87]: Stand up from seat (Chair-3)
11:18:08.258 [Hungry-Philosopher-2; Meals=87]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
11:18:08.262 [Hungry-Philosopher-1; Meals=87]: Mediating for 5 ms
11:18:08.263 [Hungry-Philosopher-3; Meals=91]: Found a nice seat (Chair-3)
11:18:08.265 [Hungry-Philosopher-2; Meals=87]: Stand up from seat (Chair-5)
11:18:08.272 [Hungry-Philosopher-3; Meals=91]: Waiting for 2 forks...
11:18:08.276 [Hungry-Philosopher-2; Meals=87]: Mediating for 5 ms
11:18:08.278 [Hungry-Philosopher-5; Meals=89]: Found a nice seat (Chair-5)
11:18:08.279 [Hungry-Philosopher-1; Meals=87]: Sleeping for 10 ms
11:18:08.281 [Hungry-Philosopher-3; Meals=91]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:08.288 [Hungry-Philosopher-5; Meals=89]: Waiting for 2 forks...
11:18:08.292 [Hungry-Philosopher-2; Meals=87]: Sleeping for 10 ms
11:18:08.295 [Hungry-Philosopher-3; Meals=92]: Eating for 1 ms
11:18:08.298 [Hungry-Philosopher-5; Meals=89]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
11:18:08.300 [Hungry-Philosopher-1; Meals=87]: Waiting for a nice seat...
11:18:08.305 [Hungry-Philosopher-3; Meals=92]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:08.307 [Hungry-Philosopher-5; Meals=90]: Eating for 1 ms
11:18:08.311 [Hungry-Philosopher-2; Meals=87]: Waiting for a nice seat...
11:18:08.315 [Hungry-Philosopher-3; Meals=92]: Stand up from seat (Chair-3)
11:18:08.317 [Hungry-Philosopher-5; Meals=90]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
11:18:08.324 [Hungry-Philosopher-2; Meals=87]: Found a nice seat (Chair-3)
11:18:08.324 [Hungry-Philosopher-3; Meals=92]: Mediating for 5 ms
11:18:08.325 [Hungry-Philosopher-5; Meals=90]: Stand up from seat (Chair-5)
11:18:08.333 [Hungry-Philosopher-2; Meals=87]: Waiting for 2 forks...
11:18:08.334 [Hungry-Philosopher-1; Meals=87]: Found a nice seat (Chair-5)
11:18:08.334 [Hungry-Philosopher-5; Meals=90]: Mediating for 5 ms
11:18:08.336 [Hungry-Philosopher-3; Meals=92]: Waiting for a nice seat...
11:18:08.343 [Hungry-Philosopher-1; Meals=87]: Waiting for 2 forks...
11:18:08.343 [Hungry-Philosopher-2; Meals=87]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:08.348 [Hungry-Philosopher-5; Meals=90]: Sleeping for 10 ms
11:18:08.351 [Hungry-Philosopher-1; Meals=87]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
11:18:08.351 [Hungry-Philosopher-2; Meals=88]: Eating for 1 ms
11:18:08.359 [Hungry-Philosopher-1; Meals=88]: Eating for 1 ms
11:18:08.360 [Hungry-Philosopher-2; Meals=88]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:08.367 [Hungry-Philosopher-1; Meals=88]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
11:18:08.367 [Hungry-Philosopher-5; Meals=90]: Waiting for a nice seat...
11:18:08.368 [Hungry-Philosopher-2; Meals=88]: Stand up from seat (Chair-3)
11:18:08.375 [Hungry-Philosopher-1; Meals=88]: Stand up from seat (Chair-5)
11:18:08.376 [Hungry-Philosopher-2; Meals=88]: Mediating for 5 ms
11:18:08.376 [Hungry-Philosopher-5; Meals=90]: Found a nice seat (Chair-3)
11:18:08.383 [Hungry-Philosopher-1; Meals=88]: Mediating for 5 ms
11:18:08.385 [Hungry-Philosopher-3; Meals=92]: Found a nice seat (Chair-5)
11:18:08.388 [Hungry-Philosopher-5; Meals=90]: Waiting for 2 forks...
11:18:08.390 [Hungry-Philosopher-2; Meals=88]: Waiting for a nice seat...
11:18:08.395 [Hungry-Philosopher-3; Meals=92]: Waiting for 2 forks...
11:18:08.397 [Hungry-Philosopher-5; Meals=90]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:08.401 [Hungry-Philosopher-1; Meals=88]: Waiting for a nice seat...
11:18:08.406 [Hungry-Philosopher-3; Meals=92]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
11:18:08.407 [Hungry-Philosopher-5; Meals=91]: Eating for 1 ms
11:18:08.414 [Hungry-Philosopher-3; Meals=93]: Eating for 1 ms
11:18:08.415 [Hungry-Philosopher-5; Meals=91]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:08.422 [Hungry-Philosopher-3; Meals=93]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
11:18:08.422 [Hungry-Philosopher-5; Meals=91]: Stand up from seat (Chair-3)
11:18:08.429 [Hungry-Philosopher-1; Meals=88]: Found a nice seat (Chair-3)
11:18:08.429 [Hungry-Philosopher-3; Meals=93]: Stand up from seat (Chair-5)
11:18:08.429 [Hungry-Philosopher-5; Meals=91]: Mediating for 5 ms
11:18:08.436 [Hungry-Philosopher-3; Meals=93]: Mediating for 5 ms
11:18:08.436 [Hungry-Philosopher-4; Meals=89]: Found a nice seat (Chair-5)
11:18:08.438 [Hungry-Philosopher-1; Meals=88]: Waiting for 2 forks...
11:18:08.443 [Hungry-Philosopher-5; Meals=91]: Waiting for a nice seat...
11:18:08.445 [Hungry-Philosopher-1; Meals=88]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:08.446 [Hungry-Philosopher-4; Meals=89]: Waiting for 2 forks...
11:18:08.450 [Hungry-Philosopher-3; Meals=93]: Sleeping for 10 ms
11:18:08.453 [Hungry-Philosopher-4; Meals=89]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
11:18:08.455 [Hungry-Philosopher-1; Meals=89]: Eating for 1 ms
11:18:08.463 [Hungry-Philosopher-4; Meals=90]: Eating for 1 ms
11:18:08.464 [Hungry-Philosopher-1; Meals=89]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:08.469 [Hungry-Philosopher-3; Meals=93]: Waiting for a nice seat...
11:18:08.472 [Hungry-Philosopher-1; Meals=89]: Stand up from seat (Chair-3)
11:18:08.473 [Hungry-Philosopher-4; Meals=90]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
11:18:08.480 [Hungry-Philosopher-1; Meals=89]: Mediating for 5 ms
11:18:08.480 [Hungry-Philosopher-4; Meals=90]: Stand up from seat (Chair-5)
11:18:08.482 [Hungry-Philosopher-2; Meals=88]: Found a nice seat (Chair-3)
11:18:08.489 [Hungry-Philosopher-2; Meals=88]: Waiting for 2 forks...
11:18:08.489 [Hungry-Philosopher-4; Meals=90]: Mediating for 5 ms
11:18:08.490 [Hungry-Philosopher-3; Meals=93]: Found a nice seat (Chair-5)
11:18:08.494 [Hungry-Philosopher-1; Meals=89]: Waiting for a nice seat...
11:18:08.499 [Hungry-Philosopher-2; Meals=88]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:08.499 [Hungry-Philosopher-3; Meals=93]: Waiting for 2 forks...
11:18:08.503 [Hungry-Philosopher-4; Meals=90]: Sleeping for 10 ms
11:18:08.507 [Hungry-Philosopher-2; Meals=89]: Eating for 1 ms
11:18:08.507 [Hungry-Philosopher-3; Meals=93]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
11:18:08.515 [Hungry-Philosopher-3; Meals=94]: Eating for 1 ms
11:18:08.517 [Hungry-Philosopher-2; Meals=89]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:08.521 [Hungry-Philosopher-4; Meals=90]: Waiting for a nice seat...
11:18:08.524 [Hungry-Philosopher-3; Meals=94]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
11:18:08.526 [Hungry-Philosopher-2; Meals=89]: Stand up from seat (Chair-3)
11:18:08.534 [Hungry-Philosopher-2; Meals=89]: Mediating for 5 ms
11:18:08.534 [Hungry-Philosopher-3; Meals=94]: Stand up from seat (Chair-5)
11:18:08.535 [Hungry-Philosopher-5; Meals=91]: Found a nice seat (Chair-3)
11:18:08.544 [Hungry-Philosopher-3; Meals=94]: Mediating for 5 ms
11:18:08.545 [Hungry-Philosopher-4; Meals=90]: Found a nice seat (Chair-5)
11:18:08.545 [Hungry-Philosopher-5; Meals=91]: Waiting for 2 forks...
11:18:08.549 [Hungry-Philosopher-2; Meals=89]: Waiting for a nice seat...
11:18:08.554 [Hungry-Philosopher-4; Meals=90]: Waiting for 2 forks...
11:18:08.554 [Hungry-Philosopher-5; Meals=91]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:08.558 [Hungry-Philosopher-3; Meals=94]: Waiting for a nice seat...
11:18:08.563 [Hungry-Philosopher-5; Meals=92]: Eating for 1 ms
11:18:08.564 [Hungry-Philosopher-4; Meals=90]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
11:18:08.572 [Hungry-Philosopher-4; Meals=91]: Eating for 1 ms
11:18:08.573 [Hungry-Philosopher-5; Meals=92]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:08.579 [Hungry-Philosopher-5; Meals=92]: Stand up from seat (Chair-3)
11:18:08.580 [Hungry-Philosopher-4; Meals=91]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
11:18:08.587 [Hungry-Philosopher-4; Meals=91]: Stand up from seat (Chair-5)
11:18:08.587 [Hungry-Philosopher-5; Meals=92]: Mediating for 5 ms
11:18:08.588 [Hungry-Philosopher-3; Meals=94]: Found a nice seat (Chair-3)
11:18:08.595 [Hungry-Philosopher-3; Meals=94]: Waiting for 2 forks...
11:18:08.595 [Hungry-Philosopher-4; Meals=91]: Mediating for 5 ms
11:18:08.596 [Hungry-Philosopher-2; Meals=89]: Found a nice seat (Chair-5)
11:18:08.600 [Hungry-Philosopher-5; Meals=92]: Waiting for a nice seat...
11:18:08.604 [Hungry-Philosopher-2; Meals=89]: Waiting for 2 forks...
11:18:08.604 [Hungry-Philosopher-3; Meals=94]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:08.608 [Hungry-Philosopher-4; Meals=91]: Waiting for a nice seat...
11:18:08.613 [Hungry-Philosopher-2; Meals=89]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
11:18:08.613 [Hungry-Philosopher-3; Meals=95]: Eating for 1 ms
11:18:08.620 [Hungry-Philosopher-2; Meals=90]: Eating for 1 ms
11:18:08.620 [Hungry-Philosopher-3; Meals=95]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:08.627 [Hungry-Philosopher-3; Meals=95]: Stand up from seat (Chair-3)
11:18:08.628 [Hungry-Philosopher-2; Meals=90]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
11:18:08.636 [Hungry-Philosopher-2; Meals=90]: Stand up from seat (Chair-5)
11:18:08.636 [Hungry-Philosopher-3; Meals=95]: Mediating for 5 ms
11:18:08.638 [Hungry-Philosopher-5; Meals=92]: Found a nice seat (Chair-3)
11:18:08.644 [Hungry-Philosopher-2; Meals=90]: Mediating for 5 ms
11:18:08.646 [Hungry-Philosopher-4; Meals=91]: Found a nice seat (Chair-5)
11:18:08.648 [Hungry-Philosopher-5; Meals=92]: Waiting for 2 forks...
11:18:08.649 [Hungry-Philosopher-3; Meals=95]: Waiting for a nice seat...
11:18:08.656 [Hungry-Philosopher-4; Meals=91]: Waiting for 2 forks...
11:18:08.657 [Hungry-Philosopher-5; Meals=92]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:08.665 [Hungry-Philosopher-2; Meals=90]: Sleeping for 10 ms
11:18:08.667 [Hungry-Philosopher-4; Meals=91]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
11:18:08.667 [Hungry-Philosopher-5; Meals=93]: Eating for 1 ms
11:18:08.681 [Hungry-Philosopher-4; Meals=92]: Eating for 1 ms
11:18:08.682 [Hungry-Philosopher-5; Meals=93]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:08.687 [Hungry-Philosopher-2; Meals=90]: Waiting for a nice seat...
11:18:08.688 [Hungry-Philosopher-4; Meals=92]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
11:18:08.688 [Hungry-Philosopher-5; Meals=93]: Stand up from seat (Chair-3)
11:18:08.695 [Hungry-Philosopher-5; Meals=93]: Mediating for 5 ms
11:18:08.696 [Hungry-Philosopher-2; Meals=90]: Found a nice seat (Chair-3)
11:18:08.696 [Hungry-Philosopher-4; Meals=92]: Stand up from seat (Chair-5)
11:18:08.704 [Hungry-Philosopher-2; Meals=90]: Waiting for 2 forks...
11:18:08.705 [Hungry-Philosopher-4; Meals=92]: Mediating for 5 ms
11:18:08.706 [Hungry-Philosopher-1; Meals=89]: Found a nice seat (Chair-5)
11:18:08.709 [Hungry-Philosopher-5; Meals=93]: Sleeping for 10 ms
11:18:08.716 [Hungry-Philosopher-1; Meals=89]: Waiting for 2 forks...
11:18:08.716 [Hungry-Philosopher-2; Meals=90]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:08.723 [Hungry-Philosopher-4; Meals=92]: Waiting for a nice seat...
11:18:08.726 [Hungry-Philosopher-1; Meals=89]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
11:18:08.726 [Hungry-Philosopher-2; Meals=91]: Eating for 1 ms
11:18:08.734 [Hungry-Philosopher-5; Meals=93]: Waiting for a nice seat...
11:18:08.735 [Hungry-Philosopher-1; Meals=90]: Eating for 1 ms
11:18:08.736 [Hungry-Philosopher-2; Meals=91]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:08.744 [Hungry-Philosopher-2; Meals=91]: Stand up from seat (Chair-3)
11:18:08.745 [Hungry-Philosopher-1; Meals=90]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
11:18:08.752 [Hungry-Philosopher-2; Meals=91]: Mediating for 5 ms
11:18:08.753 [Hungry-Philosopher-1; Meals=90]: Stand up from seat (Chair-5)
11:18:08.753 [Hungry-Philosopher-5; Meals=93]: Found a nice seat (Chair-3)
11:18:08.761 [Hungry-Philosopher-1; Meals=90]: Mediating for 5 ms
11:18:08.762 [Hungry-Philosopher-5; Meals=93]: Waiting for 2 forks...
11:18:08.763 [Hungry-Philosopher-3; Meals=95]: Found a nice seat (Chair-5)
11:18:08.766 [Hungry-Philosopher-2; Meals=91]: Waiting for a nice seat...
11:18:08.772 [Hungry-Philosopher-3; Meals=95]: Waiting for 2 forks...
11:18:08.772 [Hungry-Philosopher-5; Meals=93]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:08.776 [Hungry-Philosopher-1; Meals=90]: Sleeping for 10 ms
11:18:08.780 [Hungry-Philosopher-5; Meals=94]: Eating for 1 ms
11:18:08.781 [Hungry-Philosopher-3; Meals=95]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
11:18:08.789 [Hungry-Philosopher-3; Meals=96]: Eating for 1 ms
11:18:08.790 [Hungry-Philosopher-5; Meals=94]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
