12:04:47.548 [Hungry-Philosopher-1; Meals=0]: I'm alive!
12:05:11.074 [Philosopher-2; Meals=105]: I'm banned for 0 ms :'(
12:05:11.079 [Philosopher-4; Meals=105]: I'm banned for 0 ms :'(
12:05:11.084 [Hungry-Philosopher-1; Meals=105]: I'm banned for 0 ms :'(
12:05:11.086 [Philosopher-2; Meals=105]: I'm banned for 0 ms :'(
12:05:11.089 [Philosopher-4; Meals=105]: I'm banned for 0 ms :'(
12:05:11.094 [Hungry-Philosopher-1; Meals=105]: I'm banned for 0 ms :'(
12:05:11.096 [Philosopher-2; Meals=105]: I'm banned for 0 ms :'(
12:05:11.096 [Philosopher-4; Meals=105]: I'm banned for 0 ms :'(
12:05:11.103 [Hungry-Philosopher-1; Meals=105]: I'm banned for 0 ms :'(
12:05:11.103 [Philosopher-4; Meals=105]: I'm banned for 0 ms :'(
12:05:11.106 [Philosopher-2; Meals=105]: I'm banned for 0 ms :'(
12:05:11.113 [Hungry-Philosopher-1; Meals=105]: I'm banned for 0 ms :'(
12:05:11.113 [Philosopher-2; Meals=105]: I'm banned for 0 ms :'(
12:05:11.113 [Philosopher-4; Meals=105]: I'm banned for 0 ms :'(
12:05:11.126 [Philosopher-2; Meals=105]: I'm banned for 0 ms :'(
12:05:11.126 [Philosopher-4; Meals=105]: I'm banned for 0 ms :'(
12:05:11.128 [Hungry-Philosopher-1; Meals=105]: I'm banned for 0 ms :'(
12:05:11.134 [Philosopher-2; Meals=105]: I'm banned for 0 ms :'(
12:05:11.136 [Philosopher-4; Meals=105]: I'm banned for 0 ms :'(
12:05:11.138 [Hungry-Philosopher-1; Meals=105]: I'm banned for 0 ms :'(
12:05:11.144 [Philosopher-2; Meals=105]: I'm banned for 0 ms :'(
12:05:11.145 [Philosopher-4; Meals=105]: I'm banned for 0 ms :'(
12:05:11.147 [Hungry-Philosopher-1; Meals=105]: I'm banned for 0 ms :'(
12:05:11.152 [Philosopher-2; Meals=105]: I'm banned for 0 ms :'(
12:05:11.155 [Philosopher-4; Meals=105]: I'm banned for 0 ms :'(
12:05:11.157 [Hungry-Philosopher-1; Meals=105]: I'm banned for 0 ms :'(
12:05:11.162 [Philosopher-2; Meals=105]: I'm banned for 0 ms :'(
12:05:11.162 [Philosopher-4; Meals=105]: I'm banned for 0 ms :'(
12:05:11.167 [Hungry-Philosopher-1; Meals=105]: I'm banned for 0 ms :'(
12:05:11.171 [Philosopher-2; Meals=105]: I'm banned for 0 ms :'(
12:05:11.172 [Philosopher-4; Meals=105]: I'm banned for 0 ms :'(
12:05:11.178 [Hungry-Philosopher-1; Meals=105]: I'm banned for 0 ms :'(
12:05:11.180 [Philosopher-2; Meals=105]: I'm banned for 0 ms :'(
12:05:11.180 [Philosopher-4; Meals=105]: I'm banned for 0 ms :'(
12:05:11.187 [Hungry-Philosopher-1; Meals=105]: I'm banned for 0 ms :'(
12:05:11.187 [Philosopher-2; Meals=105]: I'm banned for 0 ms :'(
12:05:11.188 [Philosopher-4; Meals=105]: I'm banned for 0 ms :'(
12:05:11.194 [Philosopher-2; Meals=105]: I'm banned for 0 ms :'(
12:05:11.197 [Hungry-Philosopher-1; Meals=105]: I'm banned for 0 ms :'(
12:05:11.197 [Philosopher-4; Meals=105]: I'm banned for 0 ms :'(
12:05:11.203 [Hungry-Philosopher-1; Meals=105]: I'm banned for 0 ms :'(
12:05:11.203 [Philosopher-2; Meals=105]: I'm banned for 0 ms :'(
12:05:11.207 [Philosopher-4; Meals=105]: I'm banned for 0 ms :'(
12:05:11.212 [Hungry-Philosopher-1; Meals=105]: I'm banned for 0 ms :'(
12:05:11.212 [Philosopher-2; Meals=105]: I'm banned for 0 ms :'(
12:05:11.217 [Philosopher-4; Meals=105]: I'm banned for 0 ms :'(
12:05:11.220 [Hungry-Philosopher-1; Meals=105]: I'm banned for 0 ms :'(
12:05:11.220 [Philosopher-2; Meals=105]: I'm banned for 0 ms :'(
12:05:11.227 [Philosopher-2; Meals=105]: I'm banned for 0 ms :'(
12:05:11.227 [Philosopher-4; Meals=105]: I'm banned for 0 ms :'(
12:05:11.230 [Hungry-Philosopher-1; Meals=105]: I'm banned for 0 ms :'(
12:05:11.237 [Philosopher-2; Meals=105]: I'm banned for 0 ms :'(
12:05:11.237 [Philosopher-4; Meals=105]: I'm banned for 0 ms :'(
12:05:11.241 [Hungry-Philosopher-1; Meals=105]: I'm banned for 0 ms :'(
12:05:11.245 [Philosopher-3; Meals=95]: Picked up fork (Fork-2 from Chair-2)
12:05:11.247 [Philosopher-2; Meals=105]: I'm banned for 0 ms :'(
12:05:11.247 [Philosopher-4; Meals=105]: I'm banned for 0 ms :'(
12:05:11.252 [Hungry-Philosopher-1; Meals=105]: I'm banned for 0 ms :'(
12:05:11.257 [Philosopher-2; Meals=105]: I'm banned for 0 ms :'(
12:05:11.257 [Philosopher-3; Meals=95]: Picked up fork (Fork-2 from Chair-2)
12:05:11.257 [Philosopher-4; Meals=105]: I'm banned for 0 ms :'(
12:05:11.264 [Hungry-Philosopher-1; Meals=105]: I'm banned for 0 ms :'(
12:05:11.267 [Philosopher-2; Meals=105]: I'm banned for 0 ms :'(
12:05:11.267 [Philosopher-3; Meals=95]: Found 2 forks! :D
12:05:11.268 [Philosopher-4; Meals=105]: I'm banned for 0 ms :'(
12:05:11.277 [Hungry-Philosopher-1; Meals=105]: Found a nice seat (Chair-3)
12:05:11.277 [Philosopher-2; Meals=105]: Found a nice seat (Chair-1)
12:05:11.277 [Philosopher-3; Meals=96]: Eating for 1 ms
12:05:11.281 [Philosopher-4; Meals=105]: Found a nice seat (Chair-4)
12:05:11.288 [Hungry-Philosopher-1; Meals=105]: Waiting for 2 forks...
12:05:11.288 [Philosopher-2; Meals=105]: Waiting for 2 forks...
12:05:11.288 [Philosopher-3; Meals=96]: Release my fork (Fork-2 from Chair-2)
12:05:11.293 [Philosopher-4; Meals=105]: Waiting for 2 forks...
12:05:11.298 [Philosopher-2; Meals=105]: Picked up fork (Fork-1 from Chair-1)
12:05:11.298 [Philosopher-3; Meals=96]: Release my fork (Fork-1 from Chair-1)
12:05:11.299 [Hungry-Philosopher-1; Meals=105]: Picked up fork (Fork-3 from Chair-3)
12:05:11.308 [Philosopher-2; Meals=105]: Release my fork (Fork-4 from Chair-4)
12:05:11.308 [Philosopher-3; Meals=96]: Stand up from seat (Chair-2)
12:05:11.310 [Hungry-Philosopher-1; Meals=105]: Picked up fork (Fork-3 from Chair-3)
12:05:11.318 [Philosopher-3; Meals=96]: Mediating for 5 ms
12:05:11.319 [Hungry-Philosopher-1; Meals=105]: Found 2 forks! :D
12:05:11.323 [Philosopher-4; Meals=105]: Picked up fork (Fork-4 from Chair-4)
12:05:11.326 [Hungry-Philosopher-1; Meals=106]: Eating for 1 ms
12:05:11.330 [Philosopher-3; Meals=96]: Sleeping for 10 ms
12:05:11.332 [Philosopher-4; Meals=105]: Release my fork (Fork-4 from Chair-4)
12:05:11.336 [Hungry-Philosopher-1; Meals=106]: Release my fork (Fork-3 from Chair-3)
12:05:11.343 [Hungry-Philosopher-1; Meals=106]: Release my fork (Fork-2 from Chair-2)
12:05:11.349 [Hungry-Philosopher-1; Meals=106]: Stand up from seat (Chair-3)
12:05:11.349 [Philosopher-3; Meals=96]: Waiting for a nice seat...
12:05:11.355 [Hungry-Philosopher-1; Meals=106]: Mediating for 2 ms
12:05:11.356 [Philosopher-3; Meals=96]: Found a nice seat (Chair-2)
12:05:11.362 [Philosopher-3; Meals=96]: Waiting for 2 forks...
12:05:11.364 [Hungry-Philosopher-1; Meals=106]: Waiting for a nice seat...
12:05:11.370 [Philosopher-3; Meals=96]: Picked up fork (Fork-2 from Chair-2)
12:05:11.372 [Hungry-Philosopher-1; Meals=106]: I'm banned for 0 ms :'(
12:05:11.379 [Hungry-Philosopher-1; Meals=106]: I'm banned for 0 ms :'(
12:05:11.379 [Philosopher-3; Meals=96]: Picked up fork (Fork-2 from Chair-2)
12:05:11.388 [Hungry-Philosopher-1; Meals=106]: I'm banned for 0 ms :'(
12:05:11.388 [Philosopher-3; Meals=96]: Found 2 forks! :D
12:05:11.394 [Hungry-Philosopher-1; Meals=106]: Found a nice seat (Chair-3)
12:05:11.394 [Philosopher-3; Meals=97]: Eating for 1 ms
12:05:11.401 [Hungry-Philosopher-1; Meals=106]: Waiting for 2 forks...
12:05:11.402 [Philosopher-3; Meals=97]: Release my fork (Fork-2 from Chair-2)
12:05:11.408 [Hungry-Philosopher-1; Meals=106]: Picked up fork (Fork-3 from Chair-3)
12:05:11.408 [Philosopher-3; Meals=97]: Release my fork (Fork-1 from Chair-1)
12:05:11.414 [Hungry-Philosopher-1; Meals=106]: Picked up fork (Fork-3 from Chair-3)
12:05:11.414 [Philosopher-3; Meals=97]: Stand up from seat (Chair-2)
12:05:11.421 [Hungry-Philosopher-1; Meals=106]: Found 2 forks! :D
12:05:11.421 [Philosopher-3; Meals=97]: Mediating for 5 ms
12:05:11.428 [Hungry-Philosopher-1; Meals=107]: Eating for 1 ms
12:05:11.433 [Philosopher-3; Meals=97]: Waiting for a nice seat...
12:05:11.436 [Hungry-Philosopher-1; Meals=107]: Release my fork (Fork-3 from Chair-3)
12:05:11.441 [Philosopher-3; Meals=97]: Found a nice seat (Chair-2)
12:05:11.444 [Hungry-Philosopher-1; Meals=107]: Release my fork (Fork-2 from Chair-2)
12:05:11.448 [Philosopher-3; Meals=97]: Waiting for 2 forks...
12:05:11.451 [Hungry-Philosopher-1; Meals=107]: Stand up from seat (Chair-3)
12:05:11.457 [Philosopher-3; Meals=97]: Picked up fork (Fork-2 from Chair-2)
12:05:11.459 [Hungry-Philosopher-1; Meals=107]: Mediating for 2 ms
12:05:11.464 [Philosopher-3; Meals=97]: Picked up fork (Fork-2 from Chair-2)
12:05:11.468 [Hungry-Philosopher-1; Meals=107]: Waiting for a nice seat...
12:05:11.472 [Philosopher-3; Meals=97]: Found 2 forks! :D
12:05:11.477 [Hungry-Philosopher-1; Meals=107]: I'm banned for 0 ms :'(
12:05:11.480 [Philosopher-3; Meals=98]: Eating for 1 ms
12:05:11.485 [Hungry-Philosopher-1; Meals=107]: Found a nice seat (Chair-3)
12:05:11.488 [Philosopher-3; Meals=98]: Release my fork (Fork-2 from Chair-2)
12:05:11.493 [Hungry-Philosopher-1; Meals=107]: Waiting for 2 forks...
12:05:11.496 [Philosopher-3; Meals=98]: Release my fork (Fork-1 from Chair-1)
12:05:11.500 [Hungry-Philosopher-1; Meals=107]: Picked up fork (Fork-3 from Chair-3)
12:05:11.502 [Philosopher-3; Meals=98]: Stand up from seat (Chair-2)
12:05:11.508 [Hungry-Philosopher-1; Meals=107]: Picked up fork (Fork-3 from Chair-3)
12:05:11.510 [Philosopher-3; Meals=98]: Mediating for 5 ms
12:05:11.514 [Hungry-Philosopher-1; Meals=107]: Found 2 forks! :D
12:05:11.521 [Hungry-Philosopher-1; Meals=108]: Eating for 1 ms
12:05:11.522 [Philosopher-3; Meals=98]: Waiting for a nice seat...
12:05:11.528 [Hungry-Philosopher-1; Meals=108]: Release my fork (Fork-3 from Chair-3)
12:05:11.528 [Philosopher-3; Meals=98]: Found a nice seat (Chair-2)
12:05:11.534 [Hungry-Philosopher-1; Meals=108]: Release my fork (Fork-2 from Chair-2)
12:05:11.534 [Philosopher-3; Meals=98]: Waiting for 2 forks...
12:05:11.541 [Hungry-Philosopher-1; Meals=108]: Stand up from seat (Chair-3)
12:05:11.541 [Philosopher-3; Meals=98]: Picked up fork (Fork-2 from Chair-2)
12:05:11.548 [Hungry-Philosopher-1; Meals=108]: Mediating for 2 ms
12:05:11.548 [Philosopher-3; Meals=98]: Picked up fork (Fork-2 from Chair-2)
12:05:11.556 [Philosopher-3; Meals=98]: Found 2 forks! :D
12:05:11.558 [Hungry-Philosopher-1; Meals=108]: Sleeping for 10 ms
12:05:11.565 [Philosopher-3; Meals=99]: Eating for 1 ms
12:05:11.573 [Philosopher-3; Meals=99]: Release my fork (Fork-2 from Chair-2)
12:05:11.576 [Hungry-Philosopher-1; Meals=108]: Waiting for a nice seat...
12:05:11.580 [Philosopher-3; Meals=99]: Release my fork (Fork-1 from Chair-1)
12:05:11.584 [Hungry-Philosopher-1; Meals=108]: Found a nice seat (Chair-3)
12:05:11.586 [Philosopher-3; Meals=99]: Stand up from seat (Chair-2)
12:05:11.593 [Hungry-Philosopher-1; Meals=108]: Waiting for 2 forks...
12:05:11.593 [Philosopher-3; Meals=99]: Mediating for 5 ms
12:05:11.602 [Hungry-Philosopher-1; Meals=108]: Picked up fork (Fork-3 from Chair-3)
12:05:11.607 [Philosopher-3; Meals=99]: Sleeping for 10 ms
12:05:11.609 [Hungry-Philosopher-1; Meals=108]: Picked up fork (Fork-3 from Chair-3)
12:05:11.616 [Hungry-Philosopher-1; Meals=108]: Found 2 forks! :D
12:05:11.622 [Hungry-Philosopher-1; Meals=109]: Eating for 1 ms
12:05:11.623 [Philosopher-4; Meals=105]: Picked up fork (Fork-4 from Chair-4)
12:05:11.624 [Philosopher-3; Meals=99]: Waiting for a nice seat...
12:05:11.631 [Hungry-Philosopher-1; Meals=109]: Release my fork (Fork-3 from Chair-3)
12:05:11.632 [Philosopher-3; Meals=99]: Found a nice seat (Chair-2)
12:05:11.632 [Philosopher-4; Meals=105]: Release my fork (Fork-4 from Chair-4)
12:05:11.642 [Hungry-Philosopher-1; Meals=109]: Release my fork (Fork-2 from Chair-2)
12:05:11.642 [Philosopher-3; Meals=99]: Waiting for 2 forks...
12:05:11.650 [Hungry-Philosopher-1; Meals=109]: Stand up from seat (Chair-3)
12:05:11.650 [Philosopher-3; Meals=99]: Picked up fork (Fork-2 from Chair-2)
12:05:11.657 [Hungry-Philosopher-1; Meals=109]: Mediating for 2 ms
12:05:11.657 [Philosopher-3; Meals=99]: Picked up fork (Fork-2 from Chair-2)
12:05:11.665 [Philosopher-3; Meals=99]: Found 2 forks! :D
12:05:11.667 [Hungry-Philosopher-1; Meals=109]: Waiting for a nice seat...
12:05:11.673 [Philosopher-3; Meals=100]: Eating for 1 ms
12:05:11.674 [Hungry-Philosopher-1; Meals=109]: Found a nice seat (Chair-3)
12:05:11.675 [Philosopher-2; Meals=105]: Picked up fork (Fork-1 from Chair-1)
12:05:11.682 [Philosopher-2; Meals=105]: Release my fork (Fork-4 from Chair-4)
12:05:11.683 [Philosopher-3; Meals=100]: Release my fork (Fork-2 from Chair-2)
12:05:11.684 [Hungry-Philosopher-1; Meals=109]: Waiting for 2 forks...
12:05:11.691 [Philosopher-3; Meals=100]: Release my fork (Fork-1 from Chair-1)
12:05:11.693 [Hungry-Philosopher-1; Meals=109]: Picked up fork (Fork-3 from Chair-3)
12:05:11.698 [Philosopher-3; Meals=100]: Stand up from seat (Chair-2)
12:05:11.701 [Hungry-Philosopher-1; Meals=109]: Picked up fork (Fork-3 from Chair-3)
12:05:11.706 [Philosopher-3; Meals=100]: Mediating for 5 ms
12:05:11.708 [Hungry-Philosopher-1; Meals=109]: Found 2 forks! :D
12:05:11.717 [Hungry-Philosopher-1; Meals=110]: Eating for 1 ms
12:05:11.720 [Philosopher-3; Meals=100]: Waiting for a nice seat...
12:05:11.725 [Hungry-Philosopher-1; Meals=110]: Release my fork (Fork-3 from Chair-3)
12:05:11.727 [Philosopher-3; Meals=100]: Found a nice seat (Chair-2)
12:05:11.734 [Hungry-Philosopher-1; Meals=110]: Release my fork (Fork-2 from Chair-2)
12:05:11.734 [Philosopher-3; Meals=100]: Waiting for 2 forks...
12:05:11.741 [Hungry-Philosopher-1; Meals=110]: Stand up from seat (Chair-3)
12:05:11.741 [Philosopher-3; Meals=100]: Picked up fork (Fork-2 from Chair-2)
12:05:11.750 [Hungry-Philosopher-1; Meals=110]: Mediating for 2 ms
12:05:11.750 [Philosopher-3; Meals=100]: Picked up fork (Fork-2 from Chair-2)
12:05:11.757 [Philosopher-3; Meals=100]: Found 2 forks! :D
12:05:11.758 [Hungry-Philosopher-1; Meals=110]: Waiting for a nice seat...
12:05:11.766 [Hungry-Philosopher-1; Meals=110]: Found a nice seat (Chair-3)
12:05:11.766 [Philosopher-3; Meals=101]: Eating for 1 ms
12:05:11.775 [Hungry-Philosopher-1; Meals=110]: Waiting for 2 forks...
12:05:11.776 [Philosopher-3; Meals=101]: Release my fork (Fork-2 from Chair-2)
12:05:11.782 [Hungry-Philosopher-1; Meals=110]: Picked up fork (Fork-3 from Chair-3)
12:05:11.782 [Philosopher-3; Meals=101]: Release my fork (Fork-1 from Chair-1)
12:05:11.790 [Hungry-Philosopher-1; Meals=110]: Picked up fork (Fork-3 from Chair-3)
12:05:11.790 [Philosopher-3; Meals=101]: Stand up from seat (Chair-2)
12:05:11.797 [Hungry-Philosopher-1; Meals=110]: Found 2 forks! :D
12:05:11.797 [Philosopher-3; Meals=101]: Mediating for 5 ms
12:05:11.798 [Philosopher-2; Meals=105]: Picked up fork (Fork-1 from Chair-1)
12:05:11.806 [Hungry-Philosopher-1; Meals=111]: Eating for 1 ms
12:05:11.806 [Philosopher-2; Meals=105]: Picked up fork (Fork-1 from Chair-1)
12:05:11.809 [Philosopher-3; Meals=101]: Waiting for a nice seat...
12:05:11.814 [Hungry-Philosopher-1; Meals=111]: Release my fork (Fork-3 from Chair-3)
12:05:11.814 [Philosopher-2; Meals=105]: Found 2 forks! :D
12:05:11.818 [Philosopher-3; Meals=101]: Found a nice seat (Chair-2)
12:05:11.823 [Hungry-Philosopher-1; Meals=111]: Release my fork (Fork-2 from Chair-2)
12:05:11.823 [Philosopher-2; Meals=106]: Eating for 1 ms
12:05:11.826 [Philosopher-3; Meals=101]: Waiting for 2 forks...
12:05:11.831 [Hungry-Philosopher-1; Meals=111]: Stand up from seat (Chair-3)
12:05:11.834 [Philosopher-2; Meals=106]: Release my fork (Fork-4 from Chair-4)
12:05:11.835 [Philosopher-3; Meals=101]: Picked up fork (Fork-2 from Chair-2)
12:05:11.841 [Hungry-Philosopher-1; Meals=111]: Mediating for 2 ms
12:05:11.842 [Philosopher-2; Meals=106]: Release my fork (Fork-1 from Chair-1)
12:05:11.844 [Philosopher-3; Meals=101]: Release my fork (Fork-2 from Chair-2)
12:05:11.851 [Philosopher-2; Meals=106]: Stand up from seat (Chair-1)
12:05:11.853 [Hungry-Philosopher-1; Meals=111]: Waiting for a nice seat...
12:05:11.858 [Philosopher-2; Meals=106]: Mediating for 5 ms
12:05:11.859 [Hungry-Philosopher-1; Meals=111]: I'm banned for 0 ms :'(
12:05:11.868 [Hungry-Philosopher-1; Meals=111]: I'm banned for 0 ms :'(
12:05:11.871 [Philosopher-2; Meals=106]: Waiting for a nice seat...
12:05:11.875 [Hungry-Philosopher-1; Meals=111]: I'm banned for 0 ms :'(
12:05:11.877 [Philosopher-3; Meals=101]: Picked up fork (Fork-2 from Chair-2)
12:05:11.878 [Philosopher-2; Meals=106]: Found a nice seat (Chair-1)
12:05:11.882 [Hungry-Philosopher-1; Meals=111]: I'm banned for 0 ms :'(
12:05:11.883 [Philosopher-4; Meals=105]: Picked up fork (Fork-4 from Chair-4)
12:05:11.887 [Philosopher-3; Meals=101]: Picked up fork (Fork-2 from Chair-2)
12:05:11.888 [Philosopher-2; Meals=106]: Waiting for 2 forks...
12:05:11.893 [Philosopher-4; Meals=105]: Picked up fork (Fork-4 from Chair-4)
12:05:11.894 [Hungry-Philosopher-1; Meals=111]: I'm banned for 0 ms :'(
12:05:11.898 [Philosopher-3; Meals=101]: Found 2 forks! :D
12:05:11.903 [Philosopher-4; Meals=105]: Found 2 forks! :D
12:05:11.904 [Hungry-Philosopher-1; Meals=111]: I'm banned for 0 ms :'(
12:05:11.906 [Philosopher-3; Meals=102]: Eating for 1 ms
12:05:11.911 [Philosopher-4; Meals=106]: Eating for 1 ms
12:05:11.913 [Hungry-Philosopher-1; Meals=111]: Found a nice seat (Chair-3)
12:05:11.917 [Philosopher-3; Meals=102]: Release my fork (Fork-2 from Chair-2)
12:05:11.920 [Philosopher-4; Meals=106]: Release my fork (Fork-3 from Chair-3)
12:05:11.922 [Hungry-Philosopher-1; Meals=111]: Waiting for 2 forks...
12:05:11.925 [Philosopher-3; Meals=102]: Release my fork (Fork-1 from Chair-1)
12:05:11.929 [Philosopher-4; Meals=106]: Release my fork (Fork-4 from Chair-4)
12:05:11.931 [Hungry-Philosopher-1; Meals=111]: Picked up fork (Fork-3 from Chair-3)
12:05:11.934 [Philosopher-3; Meals=102]: Stand up from seat (Chair-2)
12:05:11.937 [Philosopher-4; Meals=106]: Stand up from seat (Chair-4)
12:05:11.940 [Hungry-Philosopher-1; Meals=111]: Picked up fork (Fork-3 from Chair-3)
12:05:11.944 [Philosopher-3; Meals=102]: Mediating for 5 ms
12:05:11.946 [Philosopher-4; Meals=106]: Mediating for 5 ms
12:05:11.948 [Hungry-Philosopher-1; Meals=111]: Found 2 forks! :D
12:05:11.956 [Hungry-Philosopher-1; Meals=112]: Eating for 1 ms
12:05:11.957 [Philosopher-3; Meals=102]: Sleeping for 10 ms
12:05:11.960 [Philosopher-4; Meals=106]: Waiting for a nice seat...
12:05:11.964 [Hungry-Philosopher-1; Meals=112]: Release my fork (Fork-3 from Chair-3)
12:05:11.969 [Philosopher-4; Meals=106]: Found a nice seat (Chair-2)
12:05:11.972 [Hungry-Philosopher-1; Meals=112]: Release my fork (Fork-2 from Chair-2)
12:05:11.976 [Philosopher-3; Meals=102]: Waiting for a nice seat...
12:05:11.976 [Philosopher-4; Meals=106]: Waiting for 2 forks...
12:05:11.980 [Hungry-Philosopher-1; Meals=112]: Stand up from seat (Chair-3)
12:05:11.984 [Philosopher-3; Meals=102]: Found a nice seat (Chair-4)
12:05:11.984 [Philosopher-4; Meals=106]: Picked up fork (Fork-2 from Chair-2)
12:05:11.989 [Hungry-Philosopher-1; Meals=112]: Mediating for 2 ms
12:05:11.991 [Philosopher-4; Meals=106]: Picked up fork (Fork-2 from Chair-2)
12:05:11.992 [Philosopher-3; Meals=102]: Waiting for 2 forks...
12:05:11.999 [Philosopher-4; Meals=106]: Found 2 forks! :D
12:05:12.000 [Hungry-Philosopher-1; Meals=112]: Waiting for a nice seat...
12:05:12.001 [Philosopher-3; Meals=102]: Picked up fork (Fork-4 from Chair-4)
12:05:12.008 [Hungry-Philosopher-1; Meals=112]: I'm banned for 0 ms :'(
12:05:12.008 [Philosopher-3; Meals=102]: Picked up fork (Fork-4 from Chair-4)
12:05:12.008 [Philosopher-4; Meals=107]: Eating for 1 ms
12:05:12.015 [Hungry-Philosopher-1; Meals=112]: I'm banned for 0 ms :'(
12:05:12.017 [Philosopher-3; Meals=102]: Found 2 forks! :D
12:05:12.018 [Philosopher-4; Meals=107]: Release my fork (Fork-2 from Chair-2)
12:05:12.023 [Hungry-Philosopher-1; Meals=112]: I'm banned for 0 ms :'(
12:05:12.026 [Philosopher-3; Meals=103]: Eating for 1 ms
12:05:12.027 [Philosopher-4; Meals=107]: Release my fork (Fork-1 from Chair-1)
12:05:12.032 [Hungry-Philosopher-1; Meals=112]: Found a nice seat (Chair-3)
12:05:12.034 [Philosopher-4; Meals=107]: Stand up from seat (Chair-2)
12:05:12.037 [Philosopher-3; Meals=103]: Release my fork (Fork-3 from Chair-3)
12:05:12.041 [Hungry-Philosopher-1; Meals=112]: Waiting for 2 forks...
12:05:12.041 [Philosopher-4; Meals=107]: Mediating for 5 ms
12:05:12.046 [Philosopher-3; Meals=103]: Release my fork (Fork-4 from Chair-4)
12:05:12.048 [Hungry-Philosopher-1; Meals=112]: Picked up fork (Fork-3 from Chair-3)
12:05:12.055 [Philosopher-3; Meals=103]: Stand up from seat (Chair-4)
12:05:12.056 [Hungry-Philosopher-1; Meals=112]: Picked up fork (Fork-3 from Chair-3)
12:05:12.056 [Philosopher-4; Meals=107]: Waiting for a nice seat...
12:05:12.064 [Philosopher-3; Meals=103]: Mediating for 5 ms
12:05:12.064 [Philosopher-4; Meals=107]: Found a nice seat (Chair-2)
12:05:12.066 [Hungry-Philosopher-1; Meals=112]: Found 2 forks! :D
12:05:12.073 [Philosopher-4; Meals=107]: Waiting for 2 forks...
12:05:12.074 [Hungry-Philosopher-1; Meals=113]: Eating for 1 ms
12:05:12.078 [Philosopher-3; Meals=103]: Waiting for a nice seat...
12:05:12.080 [Philosopher-4; Meals=107]: Picked up fork (Fork-2 from Chair-2)
12:05:12.082 [Hungry-Philosopher-1; Meals=113]: Release my fork (Fork-3 from Chair-3)
12:05:12.087 [Philosopher-4; Meals=107]: Release my fork (Fork-1 from Chair-1)
12:05:12.088 [Philosopher-3; Meals=103]: Found a nice seat (Chair-4)
12:05:12.091 [Hungry-Philosopher-1; Meals=113]: Release my fork (Fork-2 from Chair-2)
12:05:12.097 [Philosopher-3; Meals=103]: Waiting for 2 forks...
12:05:12.098 [Hungry-Philosopher-1; Meals=113]: Stand up from seat (Chair-3)
12:05:12.104 [Philosopher-3; Meals=103]: Picked up fork (Fork-4 from Chair-4)
12:05:12.105 [Hungry-Philosopher-1; Meals=113]: Mediating for 2 ms
12:05:12.112 [Philosopher-3; Meals=103]: Picked up fork (Fork-4 from Chair-4)
12:05:12.113 [Hungry-Philosopher-1; Meals=113]: Waiting for a nice seat...
12:05:12.119 [Philosopher-3; Meals=103]: Found 2 forks! :D
12:05:12.123 [Hungry-Philosopher-1; Meals=113]: I'm banned for 0 ms :'(
12:05:12.128 [Philosopher-3; Meals=104]: Eating for 1 ms
12:05:12.132 [Hungry-Philosopher-1; Meals=113]: Found a nice seat (Chair-3)
12:05:12.136 [Philosopher-3; Meals=104]: Release my fork (Fork-3 from Chair-3)
12:05:12.141 [Hungry-Philosopher-1; Meals=113]: Waiting for 2 forks...
12:05:12.145 [Philosopher-3; Meals=104]: Release my fork (Fork-4 from Chair-4)
12:05:12.148 [Hungry-Philosopher-1; Meals=113]: Picked up fork (Fork-3 from Chair-3)
12:05:12.152 [Philosopher-3; Meals=104]: Stand up from seat (Chair-4)
12:05:12.156 [Hungry-Philosopher-1; Meals=113]: Picked up fork (Fork-3 from Chair-3)
12:05:12.160 [Philosopher-3; Meals=104]: Mediating for 5 ms
12:05:12.163 [Hungry-Philosopher-1; Meals=113]: Found 2 forks! :D
12:05:12.169 [Hungry-Philosopher-1; Meals=114]: Eating for 1 ms
12:05:12.171 [Philosopher-3; Meals=104]: Waiting for a nice seat...
12:05:12.179 [Hungry-Philosopher-1; Meals=114]: Release my fork (Fork-3 from Chair-3)
12:05:12.179 [Philosopher-3; Meals=104]: Found a nice seat (Chair-4)
12:05:12.189 [Philosopher-3; Meals=104]: Waiting for 2 forks...
12:05:12.190 [Hungry-Philosopher-1; Meals=114]: Release my fork (Fork-2 from Chair-2)
12:05:12.197 [Hungry-Philosopher-1; Meals=114]: Stand up from seat (Chair-3)
12:05:12.197 [Philosopher-3; Meals=104]: Picked up fork (Fork-4 from Chair-4)
12:05:12.204 [Hungry-Philosopher-1; Meals=114]: Mediating for 2 ms
12:05:12.204 [Philosopher-3; Meals=104]: Picked up fork (Fork-4 from Chair-4)
12:05:12.212 [Philosopher-3; Meals=104]: Found 2 forks! :D
12:05:12.214 [Hungry-Philosopher-1; Meals=114]: Sleeping for 10 ms
12:05:12.216 [Philosopher-2; Meals=106]: Picked up fork (Fork-1 from Chair-1)
12:05:12.219 [Philosopher-3; Meals=105]: Eating for 1 ms
12:05:12.225 [Philosopher-2; Meals=106]: Release my fork (Fork-1 from Chair-1)
12:05:12.227 [Philosopher-3; Meals=105]: Release my fork (Fork-3 from Chair-3)
12:05:12.233 [Hungry-Philosopher-1; Meals=114]: Waiting for a nice seat...
12:05:12.236 [Philosopher-3; Meals=105]: Release my fork (Fork-4 from Chair-4)
12:05:12.243 [Hungry-Philosopher-1; Meals=114]: Found a nice seat (Chair-3)
