11:29:59.257 [Hungry-Philosopher-1; Meals=0]: I'm alive!
11:30:06.647 [Hungry-Philosopher-1; Meals=38]: Waiting for a nice seat...
11:30:06.652 [Hungry-Philosopher-4; Meals=39]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:06.652 [Hungry-Philosopher-5; Meals=41]: Stand up from seat (Chair-2)
11:30:06.661 [Hungry-Philosopher-4; Meals=40]: Eating for 1 ms
11:30:06.662 [Hungry-Philosopher-5; Meals=41]: Mediating for 5 ms
11:30:06.663 [Hungry-Philosopher-2; Meals=43]: Found a nice seat (Chair-2)
11:30:06.671 [Hungry-Philosopher-2; Meals=43]: Waiting for 2 forks...
11:30:06.672 [Hungry-Philosopher-4; Meals=40]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:06.676 [Hungry-Philosopher-5; Meals=41]: Waiting for a nice seat...
11:30:06.679 [Hungry-Philosopher-2; Meals=43]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:06.679 [Hungry-Philosopher-4; Meals=40]: Stand up from seat (Chair-1)
11:30:06.688 [Hungry-Philosopher-2; Meals=44]: Eating for 1 ms
11:30:06.688 [Hungry-Philosopher-4; Meals=40]: Mediating for 5 ms
11:30:06.689 [Hungry-Philosopher-5; Meals=41]: Found a nice seat (Chair-1)
11:30:06.697 [Hungry-Philosopher-5; Meals=41]: Waiting for 2 forks...
11:30:06.698 [Hungry-Philosopher-2; Meals=44]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:06.704 [Hungry-Philosopher-4; Meals=40]: Waiting for a nice seat...
11:30:06.708 [Hungry-Philosopher-2; Meals=44]: Stand up from seat (Chair-2)
11:30:06.708 [Hungry-Philosopher-5; Meals=41]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:06.715 [Hungry-Philosopher-2; Meals=44]: Mediating for 5 ms
11:30:06.716 [Hungry-Philosopher-1; Meals=38]: Found a nice seat (Chair-2)
11:30:06.717 [Hungry-Philosopher-5; Meals=42]: Eating for 1 ms
11:30:06.724 [Hungry-Philosopher-1; Meals=38]: Waiting for 2 forks...
11:30:06.727 [Hungry-Philosopher-5; Meals=42]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:06.730 [Hungry-Philosopher-2; Meals=44]: Waiting for a nice seat...
11:30:06.735 [Hungry-Philosopher-1; Meals=38]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:06.735 [Hungry-Philosopher-5; Meals=42]: Stand up from seat (Chair-1)
11:30:06.743 [Hungry-Philosopher-1; Meals=39]: Eating for 1 ms
11:30:06.743 [Hungry-Philosopher-2; Meals=44]: Found a nice seat (Chair-1)
11:30:06.743 [Hungry-Philosopher-5; Meals=42]: Mediating for 5 ms
11:30:06.752 [Hungry-Philosopher-1; Meals=39]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:06.752 [Hungry-Philosopher-2; Meals=44]: Waiting for 2 forks...
11:30:06.756 [Hungry-Philosopher-5; Meals=42]: Sleeping for 10 ms
11:30:06.761 [Hungry-Philosopher-1; Meals=39]: Stand up from seat (Chair-2)
11:30:06.761 [Hungry-Philosopher-2; Meals=44]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:06.770 [Hungry-Philosopher-1; Meals=39]: Mediating for 5 ms
11:30:06.770 [Hungry-Philosopher-2; Meals=45]: Eating for 1 ms
11:30:06.771 [Hungry-Philosopher-3; Meals=44]: Found a nice seat (Chair-2)
11:30:06.776 [Hungry-Philosopher-5; Meals=42]: Waiting for a nice seat...
11:30:06.779 [Hungry-Philosopher-3; Meals=44]: Waiting for 2 forks...
11:30:06.780 [Hungry-Philosopher-2; Meals=45]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:06.784 [Hungry-Philosopher-1; Meals=39]: Sleeping for 10 ms
11:30:06.788 [Hungry-Philosopher-2; Meals=45]: Stand up from seat (Chair-1)
11:30:06.788 [Hungry-Philosopher-3; Meals=44]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:06.795 [Hungry-Philosopher-2; Meals=45]: Mediating for 5 ms
11:30:06.796 [Hungry-Philosopher-5; Meals=42]: Found a nice seat (Chair-1)
11:30:06.797 [Hungry-Philosopher-3; Meals=45]: Eating for 1 ms
11:30:06.803 [Hungry-Philosopher-1; Meals=39]: Waiting for a nice seat...
11:30:06.803 [Hungry-Philosopher-5; Meals=42]: Waiting for 2 forks...
11:30:06.807 [Hungry-Philosopher-3; Meals=45]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:06.809 [Hungry-Philosopher-2; Meals=45]: Sleeping for 10 ms
11:30:06.816 [Hungry-Philosopher-3; Meals=45]: Stand up from seat (Chair-2)
11:30:06.816 [Hungry-Philosopher-5; Meals=42]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:06.825 [Hungry-Philosopher-3; Meals=45]: Mediating for 5 ms
11:30:06.825 [Hungry-Philosopher-5; Meals=43]: Eating for 1 ms
11:30:06.826 [Hungry-Philosopher-1; Meals=39]: Found a nice seat (Chair-2)
11:30:06.830 [Hungry-Philosopher-2; Meals=45]: Waiting for a nice seat...
11:30:06.835 [Hungry-Philosopher-5; Meals=43]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:06.837 [Hungry-Philosopher-1; Meals=39]: Waiting for 2 forks...
11:30:06.839 [Hungry-Philosopher-3; Meals=45]: Sleeping for 10 ms
11:30:06.843 [Hungry-Philosopher-5; Meals=43]: Stand up from seat (Chair-1)
11:30:06.846 [Hungry-Philosopher-1; Meals=39]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:06.851 [Hungry-Philosopher-5; Meals=43]: Mediating for 5 ms
11:30:06.852 [Hungry-Philosopher-4; Meals=40]: Found a nice seat (Chair-1)
11:30:06.855 [Hungry-Philosopher-1; Meals=40]: Eating for 1 ms
11:30:06.859 [Hungry-Philosopher-3; Meals=45]: Waiting for a nice seat...
11:30:06.859 [Hungry-Philosopher-4; Meals=40]: Waiting for 2 forks...
11:30:06.865 [Hungry-Philosopher-1; Meals=40]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:06.865 [Hungry-Philosopher-5; Meals=43]: Waiting for a nice seat...
11:30:06.874 [Hungry-Philosopher-1; Meals=40]: Stand up from seat (Chair-2)
11:30:06.874 [Hungry-Philosopher-4; Meals=40]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:06.882 [Hungry-Philosopher-1; Meals=40]: Mediating for 5 ms
11:30:06.883 [Hungry-Philosopher-2; Meals=45]: Found a nice seat (Chair-2)
11:30:06.883 [Hungry-Philosopher-4; Meals=41]: Eating for 1 ms
11:30:06.891 [Hungry-Philosopher-2; Meals=45]: Waiting for 2 forks...
11:30:06.895 [Hungry-Philosopher-4; Meals=41]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:06.900 [Hungry-Philosopher-1; Meals=40]: Waiting for a nice seat...
11:30:06.906 [Hungry-Philosopher-2; Meals=45]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:06.906 [Hungry-Philosopher-4; Meals=41]: Stand up from seat (Chair-1)
11:30:06.914 [Hungry-Philosopher-2; Meals=46]: Eating for 1 ms
11:30:06.915 [Hungry-Philosopher-4; Meals=41]: Mediating for 5 ms
11:30:06.917 [Hungry-Philosopher-5; Meals=43]: Found a nice seat (Chair-1)
11:30:06.925 [Hungry-Philosopher-2; Meals=46]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:06.926 [Hungry-Philosopher-5; Meals=43]: Waiting for 2 forks...
11:30:06.929 [Hungry-Philosopher-4; Meals=41]: Waiting for a nice seat...
11:30:06.933 [Hungry-Philosopher-2; Meals=46]: Stand up from seat (Chair-2)
11:30:06.936 [Hungry-Philosopher-5; Meals=43]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:06.942 [Hungry-Philosopher-2; Meals=46]: Mediating for 5 ms
11:30:06.944 [Hungry-Philosopher-1; Meals=40]: Found a nice seat (Chair-2)
11:30:06.945 [Hungry-Philosopher-5; Meals=44]: Eating for 1 ms
11:30:06.951 [Hungry-Philosopher-1; Meals=40]: Waiting for 2 forks...
11:30:06.954 [Hungry-Philosopher-5; Meals=44]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:06.956 [Hungry-Philosopher-2; Meals=46]: Waiting for a nice seat...
11:30:06.963 [Hungry-Philosopher-1; Meals=40]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:06.963 [Hungry-Philosopher-5; Meals=44]: Stand up from seat (Chair-1)
11:30:06.970 [Hungry-Philosopher-1; Meals=41]: Eating for 1 ms
11:30:06.970 [Hungry-Philosopher-5; Meals=44]: Mediating for 5 ms
11:30:06.971 [Hungry-Philosopher-2; Meals=46]: Found a nice seat (Chair-1)
11:30:06.979 [Hungry-Philosopher-2; Meals=46]: Waiting for 2 forks...
11:30:06.980 [Hungry-Philosopher-1; Meals=41]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:06.983 [Hungry-Philosopher-5; Meals=44]: Waiting for a nice seat...
11:30:06.986 [Hungry-Philosopher-1; Meals=41]: Stand up from seat (Chair-2)
11:30:06.986 [Hungry-Philosopher-2; Meals=46]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:06.993 [Hungry-Philosopher-1; Meals=41]: Mediating for 5 ms
11:30:06.994 [Hungry-Philosopher-2; Meals=47]: Eating for 1 ms
11:30:06.994 [Hungry-Philosopher-3; Meals=45]: Found a nice seat (Chair-2)
11:30:07.002 [Hungry-Philosopher-2; Meals=47]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:07.002 [Hungry-Philosopher-3; Meals=45]: Waiting for 2 forks...
11:30:07.006 [Hungry-Philosopher-1; Meals=41]: Waiting for a nice seat...
11:30:07.010 [Hungry-Philosopher-2; Meals=47]: Stand up from seat (Chair-1)
11:30:07.010 [Hungry-Philosopher-3; Meals=45]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:07.018 [Hungry-Philosopher-2; Meals=47]: Mediating for 5 ms
11:30:07.018 [Hungry-Philosopher-3; Meals=46]: Eating for 1 ms
11:30:07.019 [Hungry-Philosopher-4; Meals=41]: Found a nice seat (Chair-1)
11:30:07.026 [Hungry-Philosopher-4; Meals=41]: Waiting for 2 forks...
11:30:07.027 [Hungry-Philosopher-3; Meals=46]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:07.032 [Hungry-Philosopher-2; Meals=47]: Waiting for a nice seat...
11:30:07.034 [Hungry-Philosopher-3; Meals=46]: Stand up from seat (Chair-2)
11:30:07.034 [Hungry-Philosopher-4; Meals=41]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:07.042 [Hungry-Philosopher-3; Meals=46]: Mediating for 5 ms
11:30:07.042 [Hungry-Philosopher-4; Meals=42]: Eating for 1 ms
11:30:07.044 [Hungry-Philosopher-1; Meals=41]: Found a nice seat (Chair-2)
11:30:07.052 [Hungry-Philosopher-1; Meals=41]: Waiting for 2 forks...
11:30:07.052 [Hungry-Philosopher-4; Meals=42]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:07.055 [Hungry-Philosopher-3; Meals=46]: Waiting for a nice seat...
11:30:07.060 [Hungry-Philosopher-1; Meals=41]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:07.060 [Hungry-Philosopher-4; Meals=42]: Stand up from seat (Chair-1)
11:30:07.067 [Hungry-Philosopher-1; Meals=42]: Eating for 1 ms
11:30:07.067 [Hungry-Philosopher-4; Meals=42]: Mediating for 5 ms
11:30:07.068 [Hungry-Philosopher-2; Meals=47]: Found a nice seat (Chair-1)
11:30:07.075 [Hungry-Philosopher-2; Meals=47]: Waiting for 2 forks...
11:30:07.077 [Hungry-Philosopher-1; Meals=42]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:07.081 [Hungry-Philosopher-4; Meals=42]: Sleeping for 10 ms
11:30:07.085 [Hungry-Philosopher-1; Meals=42]: Stand up from seat (Chair-2)
11:30:07.085 [Hungry-Philosopher-2; Meals=47]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:07.094 [Hungry-Philosopher-1; Meals=42]: Mediating for 5 ms
11:30:07.094 [Hungry-Philosopher-2; Meals=48]: Eating for 1 ms
11:30:07.096 [Hungry-Philosopher-5; Meals=44]: Found a nice seat (Chair-2)
11:30:07.099 [Hungry-Philosopher-4; Meals=42]: Waiting for a nice seat...
11:30:07.105 [Hungry-Philosopher-2; Meals=48]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:07.105 [Hungry-Philosopher-5; Meals=44]: Waiting for 2 forks...
11:30:07.109 [Hungry-Philosopher-1; Meals=42]: Sleeping for 10 ms
11:30:07.114 [Hungry-Philosopher-2; Meals=48]: Stand up from seat (Chair-1)
11:30:07.115 [Hungry-Philosopher-5; Meals=44]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:07.123 [Hungry-Philosopher-2; Meals=48]: Mediating for 5 ms
11:30:07.123 [Hungry-Philosopher-5; Meals=45]: Eating for 1 ms
11:30:07.124 [Hungry-Philosopher-4; Meals=42]: Found a nice seat (Chair-1)
11:30:07.127 [Hungry-Philosopher-1; Meals=42]: Waiting for a nice seat...
11:30:07.133 [Hungry-Philosopher-4; Meals=42]: Waiting for 2 forks...
11:30:07.134 [Hungry-Philosopher-5; Meals=45]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:07.138 [Hungry-Philosopher-2; Meals=48]: Sleeping for 10 ms
11:30:07.142 [Hungry-Philosopher-4; Meals=42]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:07.142 [Hungry-Philosopher-5; Meals=45]: Stand up from seat (Chair-2)
11:30:07.149 [Hungry-Philosopher-4; Meals=43]: Eating for 1 ms
11:30:07.149 [Hungry-Philosopher-5; Meals=45]: Mediating for 5 ms
11:30:07.150 [Hungry-Philosopher-1; Meals=42]: Found a nice seat (Chair-2)
11:30:07.156 [Hungry-Philosopher-2; Meals=48]: Waiting for a nice seat...
11:30:07.157 [Hungry-Philosopher-1; Meals=42]: Waiting for 2 forks...
11:30:07.160 [Hungry-Philosopher-4; Meals=43]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:07.164 [Hungry-Philosopher-5; Meals=45]: Sleeping for 10 ms
11:30:07.171 [Hungry-Philosopher-1; Meals=42]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:07.171 [Hungry-Philosopher-4; Meals=43]: Stand up from seat (Chair-1)
11:30:07.180 [Hungry-Philosopher-1; Meals=43]: Eating for 1 ms
11:30:07.180 [Hungry-Philosopher-2; Meals=48]: Found a nice seat (Chair-1)
11:30:07.180 [Hungry-Philosopher-4; Meals=43]: Mediating for 5 ms
11:30:07.189 [Hungry-Philosopher-2; Meals=48]: Waiting for 2 forks...
11:30:07.189 [Hungry-Philosopher-5; Meals=45]: Waiting for a nice seat...
11:30:07.191 [Hungry-Philosopher-1; Meals=43]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:07.198 [Hungry-Philosopher-4; Meals=43]: Waiting for a nice seat...
11:30:07.200 [Hungry-Philosopher-1; Meals=43]: Stand up from seat (Chair-2)
11:30:07.200 [Hungry-Philosopher-2; Meals=48]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:07.209 [Hungry-Philosopher-1; Meals=43]: Mediating for 5 ms
11:30:07.209 [Hungry-Philosopher-2; Meals=49]: Eating for 1 ms
11:30:07.210 [Hungry-Philosopher-5; Meals=45]: Found a nice seat (Chair-2)
11:30:07.219 [Hungry-Philosopher-5; Meals=45]: Waiting for 2 forks...
11:30:07.220 [Hungry-Philosopher-2; Meals=49]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:07.224 [Hungry-Philosopher-1; Meals=43]: Waiting for a nice seat...
11:30:07.227 [Hungry-Philosopher-2; Meals=49]: Stand up from seat (Chair-1)
11:30:07.227 [Hungry-Philosopher-5; Meals=45]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:07.234 [Hungry-Philosopher-2; Meals=49]: Mediating for 5 ms
11:30:07.235 [Hungry-Philosopher-4; Meals=43]: Found a nice seat (Chair-1)
11:30:07.236 [Hungry-Philosopher-5; Meals=46]: Eating for 1 ms
11:30:07.243 [Hungry-Philosopher-4; Meals=43]: Waiting for 2 forks...
11:30:07.248 [Hungry-Philosopher-5; Meals=46]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:07.249 [Hungry-Philosopher-2; Meals=49]: Waiting for a nice seat...
11:30:07.260 [Hungry-Philosopher-4; Meals=43]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:07.260 [Hungry-Philosopher-5; Meals=46]: Stand up from seat (Chair-2)
11:30:07.268 [Hungry-Philosopher-4; Meals=44]: Eating for 1 ms
11:30:07.268 [Hungry-Philosopher-5; Meals=46]: Mediating for 5 ms
11:30:07.270 [Hungry-Philosopher-2; Meals=49]: Found a nice seat (Chair-2)
11:30:07.277 [Hungry-Philosopher-2; Meals=49]: Waiting for 2 forks...
11:30:07.278 [Hungry-Philosopher-4; Meals=44]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:07.282 [Hungry-Philosopher-5; Meals=46]: Waiting for a nice seat...
11:30:07.286 [Hungry-Philosopher-2; Meals=49]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:07.286 [Hungry-Philosopher-4; Meals=44]: Stand up from seat (Chair-1)
11:30:07.293 [Hungry-Philosopher-2; Meals=50]: Eating for 1 ms
11:30:07.293 [Hungry-Philosopher-4; Meals=44]: Mediating for 5 ms
11:30:07.294 [Hungry-Philosopher-5; Meals=46]: Found a nice seat (Chair-1)
11:30:07.303 [Hungry-Philosopher-2; Meals=50]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:07.304 [Hungry-Philosopher-5; Meals=46]: Waiting for 2 forks...
11:30:07.306 [Hungry-Philosopher-4; Meals=44]: Waiting for a nice seat...
11:30:07.310 [Hungry-Philosopher-2; Meals=50]: Stand up from seat (Chair-2)
11:30:07.313 [Hungry-Philosopher-5; Meals=46]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:07.319 [Hungry-Philosopher-2; Meals=50]: Mediating for 5 ms
11:30:07.320 [Hungry-Philosopher-1; Meals=43]: Found a nice seat (Chair-2)
11:30:07.320 [Hungry-Philosopher-5; Meals=47]: Eating for 1 ms
11:30:07.329 [Hungry-Philosopher-1; Meals=43]: Waiting for 2 forks...
11:30:07.330 [Hungry-Philosopher-5; Meals=47]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:07.331 [Hungry-Philosopher-2; Meals=50]: Waiting for a nice seat...
11:30:07.337 [Hungry-Philosopher-1; Meals=43]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:07.337 [Hungry-Philosopher-5; Meals=47]: Stand up from seat (Chair-1)
11:30:07.344 [Hungry-Philosopher-5; Meals=47]: Mediating for 5 ms
11:30:07.345 [Hungry-Philosopher-1; Meals=44]: Eating for 1 ms
11:30:07.346 [Hungry-Philosopher-2; Meals=50]: Found a nice seat (Chair-1)
11:30:07.353 [Hungry-Philosopher-1; Meals=44]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:07.355 [Hungry-Philosopher-2; Meals=50]: Waiting for 2 forks...
11:30:07.359 [Hungry-Philosopher-5; Meals=47]: Waiting for a nice seat...
11:30:07.360 [Hungry-Philosopher-1; Meals=44]: Stand up from seat (Chair-2)
11:30:07.362 [Hungry-Philosopher-2; Meals=50]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:07.369 [Hungry-Philosopher-2; Meals=51]: Eating for 1 ms
11:30:07.370 [Hungry-Philosopher-1; Meals=44]: Mediating for 5 ms
11:30:07.371 [Hungry-Philosopher-3; Meals=46]: Found a nice seat (Chair-2)
11:30:07.379 [Hungry-Philosopher-2; Meals=51]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:07.380 [Hungry-Philosopher-3; Meals=46]: Waiting for 2 forks...
11:30:07.383 [Hungry-Philosopher-1; Meals=44]: Waiting for a nice seat...
11:30:07.389 [Hungry-Philosopher-2; Meals=51]: Stand up from seat (Chair-1)
11:30:07.389 [Hungry-Philosopher-3; Meals=46]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:07.397 [Hungry-Philosopher-2; Meals=51]: Mediating for 5 ms
11:30:07.397 [Hungry-Philosopher-3; Meals=47]: Eating for 1 ms
11:30:07.399 [Hungry-Philosopher-4; Meals=44]: Found a nice seat (Chair-1)
11:30:07.408 [Hungry-Philosopher-3; Meals=47]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:07.409 [Hungry-Philosopher-4; Meals=44]: Waiting for 2 forks...
11:30:07.412 [Hungry-Philosopher-2; Meals=51]: Sleeping for 10 ms
11:30:07.418 [Hungry-Philosopher-3; Meals=47]: Stand up from seat (Chair-2)
11:30:07.418 [Hungry-Philosopher-4; Meals=44]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:07.426 [Hungry-Philosopher-3; Meals=47]: Mediating for 5 ms
11:30:07.427 [Hungry-Philosopher-4; Meals=45]: Eating for 1 ms
11:30:07.428 [Hungry-Philosopher-1; Meals=44]: Found a nice seat (Chair-2)
11:30:07.433 [Hungry-Philosopher-2; Meals=51]: Waiting for a nice seat...
11:30:07.436 [Hungry-Philosopher-4; Meals=45]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:07.437 [Hungry-Philosopher-1; Meals=44]: Waiting for 2 forks...
11:30:07.440 [Hungry-Philosopher-3; Meals=47]: Waiting for a nice seat...
11:30:07.445 [Hungry-Philosopher-1; Meals=44]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:07.445 [Hungry-Philosopher-4; Meals=45]: Stand up from seat (Chair-1)
11:30:07.454 [Hungry-Philosopher-1; Meals=45]: Eating for 1 ms
11:30:07.454 [Hungry-Philosopher-3; Meals=47]: Found a nice seat (Chair-1)
11:30:07.454 [Hungry-Philosopher-4; Meals=45]: Mediating for 5 ms
11:30:07.464 [Hungry-Philosopher-1; Meals=45]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:07.464 [Hungry-Philosopher-3; Meals=47]: Waiting for 2 forks...
11:30:07.471 [Hungry-Philosopher-4; Meals=45]: Sleeping for 10 ms
11:30:07.474 [Hungry-Philosopher-1; Meals=45]: Stand up from seat (Chair-2)
11:30:07.474 [Hungry-Philosopher-3; Meals=47]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:07.484 [Hungry-Philosopher-1; Meals=45]: Mediating for 5 ms
11:30:07.484 [Hungry-Philosopher-3; Meals=48]: Eating for 1 ms
11:30:07.485 [Hungry-Philosopher-5; Meals=47]: Found a nice seat (Chair-2)
11:30:07.491 [Hungry-Philosopher-4; Meals=45]: Waiting for a nice seat...
11:30:07.493 [Hungry-Philosopher-5; Meals=47]: Waiting for 2 forks...
11:30:07.494 [Hungry-Philosopher-3; Meals=48]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:07.499 [Hungry-Philosopher-1; Meals=45]: Sleeping for 10 ms
11:30:07.504 [Hungry-Philosopher-3; Meals=48]: Stand up from seat (Chair-1)
11:30:07.504 [Hungry-Philosopher-5; Meals=47]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:07.514 [Hungry-Philosopher-5; Meals=48]: Eating for 1 ms
11:30:07.515 [Hungry-Philosopher-3; Meals=48]: Mediating for 5 ms
11:30:07.515 [Hungry-Philosopher-4; Meals=45]: Found a nice seat (Chair-1)
11:30:07.520 [Hungry-Philosopher-1; Meals=45]: Waiting for a nice seat...
11:30:07.524 [Hungry-Philosopher-4; Meals=45]: Waiting for 2 forks...
11:30:07.525 [Hungry-Philosopher-5; Meals=48]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:07.528 [Hungry-Philosopher-3; Meals=48]: Sleeping for 10 ms
11:30:07.534 [Hungry-Philosopher-4; Meals=45]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:07.534 [Hungry-Philosopher-5; Meals=48]: Stand up from seat (Chair-2)
11:30:07.543 [Hungry-Philosopher-4; Meals=46]: Eating for 1 ms
11:30:07.543 [Hungry-Philosopher-5; Meals=48]: Mediating for 5 ms
11:30:07.545 [Hungry-Philosopher-1; Meals=45]: Found a nice seat (Chair-2)
11:30:07.548 [Hungry-Philosopher-3; Meals=48]: Waiting for a nice seat...
11:30:07.554 [Hungry-Philosopher-1; Meals=45]: Waiting for 2 forks...
11:30:07.554 [Hungry-Philosopher-4; Meals=46]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:07.558 [Hungry-Philosopher-5; Meals=48]: Sleeping for 10 ms
11:30:07.563 [Hungry-Philosopher-1; Meals=45]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:07.563 [Hungry-Philosopher-4; Meals=46]: Stand up from seat (Chair-1)
11:30:07.571 [Hungry-Philosopher-1; Meals=46]: Eating for 1 ms
11:30:07.571 [Hungry-Philosopher-4; Meals=46]: Mediating for 5 ms
11:30:07.572 [Hungry-Philosopher-2; Meals=51]: Found a nice seat (Chair-1)
11:30:07.577 [Hungry-Philosopher-5; Meals=48]: Waiting for a nice seat...
11:30:07.581 [Hungry-Philosopher-2; Meals=51]: Waiting for 2 forks...
11:30:07.582 [Hungry-Philosopher-1; Meals=46]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:07.585 [Hungry-Philosopher-4; Meals=46]: Waiting for a nice seat...
11:30:07.591 [Hungry-Philosopher-1; Meals=46]: Stand up from seat (Chair-2)
11:30:07.591 [Hungry-Philosopher-2; Meals=51]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:07.601 [Hungry-Philosopher-1; Meals=46]: Mediating for 5 ms
11:30:07.601 [Hungry-Philosopher-2; Meals=52]: Eating for 1 ms
11:30:07.602 [Hungry-Philosopher-5; Meals=48]: Found a nice seat (Chair-2)
11:30:07.611 [Hungry-Philosopher-2; Meals=52]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:07.613 [Hungry-Philosopher-5; Meals=48]: Waiting for 2 forks...
11:30:07.615 [Hungry-Philosopher-1; Meals=46]: Waiting for a nice seat...
11:30:07.621 [Hungry-Philosopher-2; Meals=52]: Stand up from seat (Chair-1)
11:30:07.623 [Hungry-Philosopher-5; Meals=48]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:07.630 [Hungry-Philosopher-2; Meals=52]: Mediating for 5 ms
