18:37:19.204 [Philosopher-4; Meals=0]: I'm alive!
18:37:26.672 [Philosopher-3; Meals=42]: Release my fork (Fork-1 from Chair-1)
18:37:26.672 [Philosopher-4; Meals=40]: Release my fork (Fork-3 from Chair-3)
18:37:26.672 [Philosopher-5; Meals=42]: Picked up fork (Fork-2 from Chair-2)
18:37:26.673 [Philosopher-2; Meals=44]: Found a nice seat (Chair-4)
18:37:26.676 [Philosopher-1; Meals=39]: Found a nice seat (Chair-5)
18:37:26.682 [Philosopher-2; Meals=44]: Waiting for 2 forks...
18:37:26.682 [Philosopher-3; Meals=42]: Release my fork (Fork-5 from Chair-5)
18:37:26.683 [Philosopher-4; Meals=40]: Stand up from seat (Chair-3)
18:37:26.683 [Philosopher-5; Meals=42]: Picked up fork (Fork-1 from Chair-1)
18:37:26.688 [Philosopher-1; Meals=39]: Waiting for 2 forks...
18:37:26.693 [Philosopher-2; Meals=44]: Picked up fork (Fork-4 from Chair-4)
18:37:26.693 [Philosopher-3; Meals=42]: Stand up from seat (Chair-1)
18:37:26.694 [Philosopher-4; Meals=40]: Mediating for 5 ms
18:37:26.694 [Philosopher-5; Meals=42]: Found 2 forks! :D
18:37:26.698 [Philosopher-1; Meals=39]: Picked up fork (Fork-5 from Chair-5)
18:37:26.702 [Philosopher-2; Meals=44]: Picked up fork (Fork-3 from Chair-3)
18:37:26.703 [Philosopher-3; Meals=42]: Mediating for 5 ms
18:37:26.703 [Philosopher-5; Meals=43]: Eating for 1 ms
18:37:26.709 [Philosopher-1; Meals=39]: Release my fork (Fork-5 from Chair-5)
18:37:26.709 [Philosopher-4; Meals=40]: Waiting for a nice seat...
18:37:26.713 [Philosopher-2; Meals=44]: Found 2 forks! :D
18:37:26.715 [Philosopher-5; Meals=43]: Release my fork (Fork-1 from Chair-1)
18:37:26.719 [Philosopher-3; Meals=42]: Sleeping for 10 ms
18:37:26.720 [Philosopher-1; Meals=39]: Picked up fork (Fork-5 from Chair-5)
18:37:26.720 [Philosopher-4; Meals=40]: Found a nice seat (Chair-1)
18:37:26.722 [Philosopher-2; Meals=45]: Eating for 1 ms
18:37:26.725 [Philosopher-5; Meals=43]: Release my fork (Fork-2 from Chair-2)
18:37:26.729 [Philosopher-4; Meals=40]: Waiting for 2 forks...
18:37:26.731 [Philosopher-1; Meals=39]: Release my fork (Fork-5 from Chair-5)
18:37:26.734 [Philosopher-2; Meals=45]: Release my fork (Fork-4 from Chair-4)
18:37:26.734 [Philosopher-5; Meals=43]: Stand up from seat (Chair-2)
18:37:26.739 [Philosopher-4; Meals=40]: Picked up fork (Fork-1 from Chair-1)
18:37:26.740 [Philosopher-3; Meals=42]: Waiting for a nice seat...
18:37:26.742 [Philosopher-2; Meals=45]: Release my fork (Fork-3 from Chair-3)
18:37:26.744 [Philosopher-5; Meals=43]: Mediating for 5 ms
18:37:26.745 [Philosopher-1; Meals=39]: Picked up fork (Fork-5 from Chair-5)
18:37:26.749 [Philosopher-3; Meals=42]: Found a nice seat (Chair-2)
18:37:26.749 [Philosopher-4; Meals=40]: Release my fork (Fork-1 from Chair-1)
18:37:26.753 [Philosopher-2; Meals=45]: Stand up from seat (Chair-4)
18:37:26.756 [Philosopher-1; Meals=39]: Picked up fork (Fork-4 from Chair-4)
18:37:26.757 [Philosopher-3; Meals=42]: Waiting for 2 forks...
18:37:26.760 [Philosopher-5; Meals=43]: Waiting for a nice seat...
18:37:26.761 [Philosopher-4; Meals=40]: Picked up fork (Fork-1 from Chair-1)
18:37:26.764 [Philosopher-2; Meals=45]: Mediating for 5 ms
18:37:26.765 [Philosopher-3; Meals=42]: Picked up fork (Fork-2 from Chair-2)
18:37:26.766 [Philosopher-1; Meals=39]: Found 2 forks! :D
18:37:26.770 [Philosopher-4; Meals=40]: Release my fork (Fork-1 from Chair-1)
18:37:26.771 [Philosopher-5; Meals=43]: Found a nice seat (Chair-3)
18:37:26.776 [Philosopher-1; Meals=40]: Eating for 1 ms
18:37:26.776 [Philosopher-3; Meals=42]: Release my fork (Fork-2 from Chair-2)
18:37:26.779 [Philosopher-2; Meals=45]: Sleeping for 10 ms
18:37:26.781 [Philosopher-4; Meals=40]: Picked up fork (Fork-1 from Chair-1)
18:37:26.781 [Philosopher-5; Meals=43]: Waiting for 2 forks...
18:37:26.786 [Philosopher-1; Meals=40]: Release my fork (Fork-4 from Chair-4)
18:37:26.789 [Philosopher-3; Meals=42]: Picked up fork (Fork-2 from Chair-2)
18:37:26.791 [Philosopher-4; Meals=40]: Release my fork (Fork-1 from Chair-1)
18:37:26.792 [Philosopher-5; Meals=43]: Picked up fork (Fork-3 from Chair-3)
18:37:26.796 [Philosopher-1; Meals=40]: Release my fork (Fork-5 from Chair-5)
18:37:26.799 [Philosopher-3; Meals=42]: Release my fork (Fork-2 from Chair-2)
18:37:26.800 [Philosopher-2; Meals=45]: Waiting for a nice seat...
18:37:26.801 [Philosopher-4; Meals=40]: Picked up fork (Fork-1 from Chair-1)
18:37:26.801 [Philosopher-5; Meals=43]: Release my fork (Fork-3 from Chair-3)
18:37:26.807 [Philosopher-1; Meals=40]: Stand up from seat (Chair-5)
18:37:26.811 [Philosopher-2; Meals=45]: Found a nice seat (Chair-4)
18:37:26.811 [Philosopher-4; Meals=40]: Picked up fork (Fork-5 from Chair-5)
18:37:26.813 [Philosopher-3; Meals=42]: Picked up fork (Fork-2 from Chair-2)
18:37:26.816 [Philosopher-5; Meals=43]: Picked up fork (Fork-3 from Chair-3)
18:37:26.817 [Philosopher-1; Meals=40]: Mediating for 5 ms
18:37:26.820 [Philosopher-2; Meals=45]: Waiting for 2 forks...
18:37:26.823 [Philosopher-3; Meals=42]: Release my fork (Fork-2 from Chair-2)
18:37:26.823 [Philosopher-4; Meals=40]: Found 2 forks! :D
18:37:26.827 [Philosopher-5; Meals=43]: Release my fork (Fork-3 from Chair-3)
18:37:26.831 [Philosopher-2; Meals=45]: Picked up fork (Fork-4 from Chair-4)
18:37:26.834 [Philosopher-3; Meals=42]: Picked up fork (Fork-2 from Chair-2)
18:37:26.834 [Philosopher-4; Meals=41]: Eating for 1 ms
18:37:26.835 [Philosopher-1; Meals=40]: Waiting for a nice seat...
18:37:26.839 [Philosopher-5; Meals=43]: Picked up fork (Fork-3 from Chair-3)
18:37:26.843 [Philosopher-2; Meals=45]: Release my fork (Fork-4 from Chair-4)
18:37:26.845 [Philosopher-1; Meals=40]: Found a nice seat (Chair-5)
18:37:26.845 [Philosopher-3; Meals=42]: Release my fork (Fork-2 from Chair-2)
18:37:26.846 [Philosopher-4; Meals=41]: Release my fork (Fork-1 from Chair-1)
18:37:26.852 [Philosopher-5; Meals=43]: Release my fork (Fork-3 from Chair-3)
18:37:26.855 [Philosopher-4; Meals=41]: Release my fork (Fork-5 from Chair-5)
18:37:26.856 [Philosopher-1; Meals=40]: Waiting for 2 forks...
18:37:26.856 [Philosopher-2; Meals=45]: Picked up fork (Fork-4 from Chair-4)
18:37:26.857 [Philosopher-3; Meals=42]: Picked up fork (Fork-2 from Chair-2)
18:37:26.865 [Philosopher-4; Meals=41]: Stand up from seat (Chair-1)
18:37:26.866 [Philosopher-2; Meals=45]: Release my fork (Fork-4 from Chair-4)
18:37:26.866 [Philosopher-5; Meals=43]: Picked up fork (Fork-3 from Chair-3)
18:37:26.867 [Philosopher-1; Meals=40]: Picked up fork (Fork-5 from Chair-5)
18:37:26.868 [Philosopher-3; Meals=42]: Picked up fork (Fork-1 from Chair-1)
18:37:26.876 [Philosopher-4; Meals=41]: Mediating for 5 ms
18:37:26.877 [Philosopher-2; Meals=45]: Picked up fork (Fork-4 from Chair-4)
18:37:26.877 [Philosopher-5; Meals=43]: Release my fork (Fork-3 from Chair-3)
18:37:26.879 [Philosopher-1; Meals=40]: Release my fork (Fork-5 from Chair-5)
18:37:26.880 [Philosopher-3; Meals=42]: Found 2 forks! :D
18:37:26.887 [Philosopher-2; Meals=45]: Picked up fork (Fork-3 from Chair-3)
18:37:26.891 [Philosopher-3; Meals=43]: Eating for 1 ms
18:37:26.892 [Philosopher-4; Meals=41]: Waiting for a nice seat...
18:37:26.893 [Philosopher-1; Meals=40]: Picked up fork (Fork-5 from Chair-5)
18:37:26.899 [Philosopher-2; Meals=45]: Found 2 forks! :D
18:37:26.900 [Philosopher-3; Meals=43]: Release my fork (Fork-1 from Chair-1)
18:37:26.901 [Philosopher-4; Meals=41]: Found a nice seat (Chair-1)
18:37:26.902 [Philosopher-1; Meals=40]: Release my fork (Fork-5 from Chair-5)
18:37:26.908 [Philosopher-2; Meals=46]: Eating for 1 ms
18:37:26.911 [Philosopher-3; Meals=43]: Release my fork (Fork-2 from Chair-2)
18:37:26.911 [Philosopher-4; Meals=41]: Waiting for 2 forks...
18:37:26.916 [Philosopher-1; Meals=40]: Picked up fork (Fork-5 from Chair-5)
18:37:26.918 [Philosopher-3; Meals=43]: Stand up from seat (Chair-2)
18:37:26.919 [Philosopher-2; Meals=46]: Release my fork (Fork-4 from Chair-4)
18:37:26.920 [Philosopher-5; Meals=43]: Picked up fork (Fork-2 from Chair-2)
18:37:26.922 [Philosopher-4; Meals=41]: Picked up fork (Fork-1 from Chair-1)
18:37:26.927 [Philosopher-1; Meals=40]: Release my fork (Fork-5 from Chair-5)
18:37:26.928 [Philosopher-2; Meals=46]: Release my fork (Fork-3 from Chair-3)
18:37:26.929 [Philosopher-3; Meals=43]: Mediating for 5 ms
18:37:26.932 [Philosopher-5; Meals=43]: Release my fork (Fork-2 from Chair-2)
18:37:26.933 [Philosopher-4; Meals=41]: Release my fork (Fork-1 from Chair-1)
18:37:26.938 [Philosopher-2; Meals=46]: Stand up from seat (Chair-4)
18:37:26.940 [Philosopher-1; Meals=40]: Picked up fork (Fork-5 from Chair-5)
18:37:26.945 [Philosopher-3; Meals=43]: Waiting for a nice seat...
18:37:26.946 [Philosopher-5; Meals=43]: Picked up fork (Fork-3 from Chair-3)
18:37:26.948 [Philosopher-4; Meals=41]: Picked up fork (Fork-1 from Chair-1)
18:37:26.950 [Philosopher-1; Meals=40]: Picked up fork (Fork-4 from Chair-4)
18:37:26.950 [Philosopher-2; Meals=46]: Mediating for 5 ms
18:37:26.956 [Philosopher-3; Meals=43]: Found a nice seat (Chair-2)
18:37:26.956 [Philosopher-5; Meals=43]: Picked up fork (Fork-2 from Chair-2)
18:37:26.958 [Philosopher-4; Meals=41]: Release my fork (Fork-1 from Chair-1)
18:37:26.961 [Philosopher-1; Meals=40]: Found 2 forks! :D
18:37:26.965 [Philosopher-2; Meals=46]: Waiting for a nice seat...
18:37:26.967 [Philosopher-3; Meals=43]: Waiting for 2 forks...
18:37:26.967 [Philosopher-5; Meals=43]: Found 2 forks! :D
18:37:26.969 [Philosopher-1; Meals=41]: Eating for 1 ms
18:37:26.974 [Philosopher-4; Meals=41]: Picked up fork (Fork-1 from Chair-1)
18:37:26.976 [Philosopher-2; Meals=46]: Found a nice seat (Chair-4)
18:37:26.977 [Philosopher-5; Meals=44]: Eating for 1 ms
18:37:26.981 [Philosopher-1; Meals=41]: Release my fork (Fork-4 from Chair-4)
18:37:26.983 [Philosopher-4; Meals=41]: Release my fork (Fork-1 from Chair-1)
18:37:26.985 [Philosopher-2; Meals=46]: Waiting for 2 forks...
18:37:26.988 [Philosopher-5; Meals=44]: Release my fork (Fork-2 from Chair-2)
18:37:26.990 [Philosopher-1; Meals=41]: Release my fork (Fork-5 from Chair-5)
18:37:26.991 [Philosopher-3; Meals=43]: Picked up fork (Fork-1 from Chair-1)
18:37:26.996 [Philosopher-2; Meals=46]: Picked up fork (Fork-4 from Chair-4)
18:37:26.998 [Philosopher-1; Meals=41]: Stand up from seat (Chair-5)
18:37:26.998 [Philosopher-3; Meals=43]: Picked up fork (Fork-2 from Chair-2)
18:37:26.998 [Philosopher-5; Meals=44]: Release my fork (Fork-3 from Chair-3)
18:37:27.000 [Philosopher-4; Meals=41]: Picked up fork (Fork-5 from Chair-5)
18:37:27.006 [Philosopher-2; Meals=46]: Release my fork (Fork-4 from Chair-4)
18:37:27.006 [Philosopher-5; Meals=44]: Stand up from seat (Chair-3)
18:37:27.009 [Philosopher-1; Meals=41]: Mediating for 5 ms
18:37:27.009 [Philosopher-3; Meals=43]: Found 2 forks! :D
18:37:27.012 [Philosopher-4; Meals=41]: Release my fork (Fork-5 from Chair-5)
18:37:27.018 [Philosopher-5; Meals=44]: Mediating for 5 ms
18:37:27.020 [Philosopher-3; Meals=44]: Eating for 1 ms
18:37:27.021 [Philosopher-2; Meals=46]: Picked up fork (Fork-4 from Chair-4)
18:37:27.024 [Philosopher-1; Meals=41]: Waiting for a nice seat...
18:37:27.027 [Philosopher-4; Meals=41]: Picked up fork (Fork-5 from Chair-5)
18:37:27.031 [Philosopher-2; Meals=46]: Picked up fork (Fork-3 from Chair-3)
18:37:27.031 [Philosopher-3; Meals=44]: Release my fork (Fork-1 from Chair-1)
18:37:27.034 [Philosopher-1; Meals=41]: Found a nice seat (Chair-3)
18:37:27.034 [Philosopher-5; Meals=44]: Waiting for a nice seat...
18:37:27.037 [Philosopher-4; Meals=41]: Release my fork (Fork-5 from Chair-5)
18:37:27.042 [Philosopher-2; Meals=46]: Found 2 forks! :D
18:37:27.042 [Philosopher-3; Meals=44]: Release my fork (Fork-2 from Chair-2)
18:37:27.045 [Philosopher-1; Meals=41]: Waiting for 2 forks...
18:37:27.045 [Philosopher-5; Meals=44]: Found a nice seat (Chair-5)
18:37:27.050 [Philosopher-4; Meals=41]: Picked up fork (Fork-1 from Chair-1)
18:37:27.054 [Philosopher-2; Meals=47]: Eating for 1 ms
18:37:27.054 [Philosopher-3; Meals=44]: Stand up from seat (Chair-2)
18:37:27.055 [Philosopher-1; Meals=41]: Picked up fork (Fork-2 from Chair-2)
18:37:27.056 [Philosopher-5; Meals=44]: Waiting for 2 forks...
18:37:27.061 [Philosopher-4; Meals=41]: Picked up fork (Fork-5 from Chair-5)
18:37:27.065 [Philosopher-1; Meals=41]: Release my fork (Fork-2 from Chair-2)
18:37:27.065 [Philosopher-3; Meals=44]: Mediating for 5 ms
18:37:27.066 [Philosopher-2; Meals=47]: Release my fork (Fork-4 from Chair-4)
18:37:27.073 [Philosopher-4; Meals=41]: Found 2 forks! :D
18:37:27.076 [Philosopher-2; Meals=47]: Release my fork (Fork-3 from Chair-3)
18:37:27.076 [Philosopher-5; Meals=44]: Picked up fork (Fork-4 from Chair-4)
18:37:27.078 [Philosopher-1; Meals=41]: Picked up fork (Fork-2 from Chair-2)
18:37:27.080 [Philosopher-3; Meals=44]: Waiting for a nice seat...
18:37:27.082 [Philosopher-4; Meals=42]: Eating for 1 ms
18:37:27.087 [Philosopher-2; Meals=47]: Stand up from seat (Chair-4)
18:37:27.087 [Philosopher-5; Meals=44]: Release my fork (Fork-4 from Chair-4)
18:37:27.088 [Philosopher-1; Meals=41]: Picked up fork (Fork-3 from Chair-3)
18:37:27.092 [Philosopher-3; Meals=44]: Found a nice seat (Chair-2)
18:37:27.094 [Philosopher-4; Meals=42]: Release my fork (Fork-1 from Chair-1)
18:37:27.098 [Philosopher-2; Meals=47]: Mediating for 5 ms
18:37:27.098 [Philosopher-5; Meals=44]: Picked up fork (Fork-4 from Chair-4)
18:37:27.099 [Philosopher-1; Meals=41]: Found 2 forks! :D
18:37:27.102 [Philosopher-3; Meals=44]: Waiting for 2 forks...
18:37:27.106 [Philosopher-4; Meals=42]: Release my fork (Fork-5 from Chair-5)
18:37:27.110 [Philosopher-1; Meals=42]: Eating for 1 ms
18:37:27.110 [Philosopher-5; Meals=44]: Release my fork (Fork-4 from Chair-4)
18:37:27.112 [Philosopher-3; Meals=44]: Picked up fork (Fork-1 from Chair-1)
18:37:27.115 [Philosopher-2; Meals=47]: Waiting for a nice seat...
18:37:27.115 [Philosopher-4; Meals=42]: Stand up from seat (Chair-1)
18:37:27.122 [Philosopher-1; Meals=42]: Release my fork (Fork-2 from Chair-2)
18:37:27.123 [Philosopher-3; Meals=44]: Release my fork (Fork-1 from Chair-1)
18:37:27.123 [Philosopher-5; Meals=44]: Picked up fork (Fork-5 from Chair-5)
18:37:27.125 [Philosopher-2; Meals=47]: Found a nice seat (Chair-4)
18:37:27.126 [Philosopher-4; Meals=42]: Mediating for 5 ms
18:37:27.133 [Philosopher-1; Meals=42]: Release my fork (Fork-3 from Chair-3)
18:37:27.133 [Philosopher-5; Meals=44]: Picked up fork (Fork-4 from Chair-4)
18:37:27.135 [Philosopher-3; Meals=44]: Picked up fork (Fork-2 from Chair-2)
18:37:27.137 [Philosopher-2; Meals=47]: Waiting for 2 forks...
18:37:27.143 [Philosopher-4; Meals=42]: Sleeping for 10 ms
18:37:27.144 [Philosopher-1; Meals=42]: Stand up from seat (Chair-3)
18:37:27.144 [Philosopher-5; Meals=44]: Found 2 forks! :D
18:37:27.145 [Philosopher-2; Meals=47]: Picked up fork (Fork-3 from Chair-3)
18:37:27.145 [Philosopher-3; Meals=44]: Picked up fork (Fork-1 from Chair-1)
18:37:27.153 [Philosopher-5; Meals=45]: Eating for 1 ms
18:37:27.155 [Philosopher-1; Meals=42]: Mediating for 5 ms
18:37:27.155 [Philosopher-2; Meals=47]: Release my fork (Fork-3 from Chair-3)
18:37:27.156 [Philosopher-3; Meals=44]: Found 2 forks! :D
18:37:27.164 [Philosopher-4; Meals=42]: Waiting for a nice seat...
18:37:27.164 [Philosopher-5; Meals=45]: Release my fork (Fork-4 from Chair-4)
18:37:27.166 [Philosopher-3; Meals=45]: Eating for 1 ms
18:37:27.168 [Philosopher-1; Meals=42]: Sleeping for 10 ms
18:37:27.168 [Philosopher-2; Meals=47]: Picked up fork (Fork-3 from Chair-3)
18:37:27.173 [Philosopher-4; Meals=42]: Found a nice seat (Chair-1)
18:37:27.175 [Philosopher-5; Meals=45]: Release my fork (Fork-5 from Chair-5)
18:37:27.177 [Philosopher-3; Meals=45]: Release my fork (Fork-1 from Chair-1)
18:37:27.179 [Philosopher-2; Meals=47]: Picked up fork (Fork-4 from Chair-4)
18:37:27.184 [Philosopher-4; Meals=42]: Waiting for 2 forks...
18:37:27.186 [Philosopher-3; Meals=45]: Release my fork (Fork-2 from Chair-2)
18:37:27.186 [Philosopher-5; Meals=45]: Stand up from seat (Chair-5)
18:37:27.189 [Philosopher-1; Meals=42]: Waiting for a nice seat...
18:37:27.189 [Philosopher-2; Meals=47]: Found 2 forks! :D
18:37:27.195 [Philosopher-4; Meals=42]: Picked up fork (Fork-1 from Chair-1)
18:37:27.196 [Philosopher-3; Meals=45]: Stand up from seat (Chair-2)
18:37:27.196 [Philosopher-5; Meals=45]: Mediating for 5 ms
18:37:27.200 [Philosopher-1; Meals=42]: Found a nice seat (Chair-3)
18:37:27.200 [Philosopher-2; Meals=48]: Eating for 1 ms
18:37:27.206 [Philosopher-4; Meals=42]: Picked up fork (Fork-5 from Chair-5)
18:37:27.207 [Philosopher-3; Meals=45]: Mediating for 5 ms
18:37:27.211 [Philosopher-1; Meals=42]: Waiting for 2 forks...
18:37:27.212 [Philosopher-2; Meals=48]: Release my fork (Fork-4 from Chair-4)
18:37:27.212 [Philosopher-5; Meals=45]: Sleeping for 10 ms
18:37:27.218 [Philosopher-4; Meals=42]: Found 2 forks! :D
18:37:27.220 [Philosopher-1; Meals=42]: Picked up fork (Fork-2 from Chair-2)
18:37:27.223 [Philosopher-2; Meals=48]: Release my fork (Fork-3 from Chair-3)
18:37:27.223 [Philosopher-3; Meals=45]: Sleeping for 10 ms
18:37:27.228 [Philosopher-4; Meals=43]: Eating for 1 ms
18:37:27.229 [Philosopher-1; Meals=42]: Release my fork (Fork-2 from Chair-2)
18:37:27.232 [Philosopher-2; Meals=48]: Stand up from seat (Chair-4)
18:37:27.233 [Philosopher-5; Meals=45]: Waiting for a nice seat...
18:37:27.238 [Philosopher-4; Meals=43]: Release my fork (Fork-1 from Chair-1)
18:37:27.239 [Philosopher-1; Meals=42]: Picked up fork (Fork-3 from Chair-3)
18:37:27.242 [Philosopher-2; Meals=48]: Mediating for 5 ms
18:37:27.242 [Philosopher-5; Meals=45]: Found a nice seat (Chair-2)
18:37:27.243 [Philosopher-3; Meals=45]: Waiting for a nice seat...
18:37:27.247 [Philosopher-4; Meals=43]: Release my fork (Fork-5 from Chair-5)
18:37:27.250 [Philosopher-1; Meals=42]: Picked up fork (Fork-2 from Chair-2)
18:37:27.253 [Philosopher-3; Meals=45]: Found a nice seat (Chair-4)
18:37:27.253 [Philosopher-5; Meals=45]: Waiting for 2 forks...
18:37:27.258 [Philosopher-1; Meals=42]: Found 2 forks! :D
18:37:27.258 [Philosopher-2; Meals=48]: Sleeping for 10 ms
18:37:27.258 [Philosopher-4; Meals=43]: Stand up from seat (Chair-1)
18:37:27.261 [Philosopher-3; Meals=45]: Waiting for 2 forks...
18:37:27.264 [Philosopher-5; Meals=45]: Picked up fork (Fork-1 from Chair-1)
18:37:27.268 [Philosopher-1; Meals=43]: Eating for 1 ms
18:37:27.268 [Philosopher-4; Meals=43]: Mediating for 5 ms
18:37:27.272 [Philosopher-3; Meals=45]: Picked up fork (Fork-4 from Chair-4)
18:37:27.274 [Philosopher-5; Meals=45]: Release my fork (Fork-1 from Chair-1)
18:37:27.278 [Philosopher-2; Meals=48]: Waiting for a nice seat...
18:37:27.280 [Philosopher-1; Meals=43]: Release my fork (Fork-2 from Chair-2)
18:37:27.281 [Philosopher-3; Meals=45]: Release my fork (Fork-4 from Chair-4)
18:37:27.283 [Philosopher-4; Meals=43]: Waiting for a nice seat...
18:37:27.286 [Philosopher-5; Meals=45]: Picked up fork (Fork-1 from Chair-1)
18:37:27.287 [Philosopher-2; Meals=48]: Found a nice seat (Chair-1)
18:37:27.291 [Philosopher-1; Meals=43]: Release my fork (Fork-3 from Chair-3)
18:37:27.292 [Philosopher-4; Meals=43]: Found a nice seat (Chair-5)
18:37:27.293 [Philosopher-3; Meals=45]: Picked up fork (Fork-4 from Chair-4)
18:37:27.297 [Philosopher-2; Meals=48]: Waiting for 2 forks...
18:37:27.297 [Philosopher-5; Meals=45]: Picked up fork (Fork-2 from Chair-2)
18:37:27.302 [Philosopher-1; Meals=43]: Stand up from seat (Chair-3)
18:37:27.302 [Philosopher-3; Meals=45]: Release my fork (Fork-4 from Chair-4)
18:37:27.303 [Philosopher-4; Meals=43]: Waiting for 2 forks...
18:37:27.308 [Philosopher-2; Meals=48]: Picked up fork (Fork-5 from Chair-5)
18:37:27.308 [Philosopher-5; Meals=45]: Found 2 forks! :D
18:37:27.312 [Philosopher-1; Meals=43]: Mediating for 5 ms
18:37:27.314 [Philosopher-4; Meals=43]: Picked up fork (Fork-4 from Chair-4)
18:37:27.315 [Philosopher-3; Meals=45]: Picked up fork (Fork-3 from Chair-3)
18:37:27.319 [Philosopher-2; Meals=48]: Release my fork (Fork-5 from Chair-5)
18:37:27.319 [Philosopher-5; Meals=46]: Eating for 1 ms
18:37:27.325 [Philosopher-3; Meals=45]: Release my fork (Fork-3 from Chair-3)
18:37:27.325 [Philosopher-4; Meals=43]: Release my fork (Fork-4 from Chair-4)
18:37:27.326 [Philosopher-1; Meals=43]: Waiting for a nice seat...
18:37:27.328 [Philosopher-5; Meals=46]: Release my fork (Fork-1 from Chair-1)
18:37:27.331 [Philosopher-2; Meals=48]: Picked up fork (Fork-5 from Chair-5)
18:37:27.335 [Philosopher-1; Meals=43]: Found a nice seat (Chair-3)
18:37:27.338 [Philosopher-4; Meals=43]: Picked up fork (Fork-4 from Chair-4)
18:37:27.338 [Philosopher-5; Meals=46]: Release my fork (Fork-2 from Chair-2)
18:37:27.339 [Philosopher-3; Meals=45]: Picked up fork (Fork-3 from Chair-3)
18:37:27.342 [Philosopher-2; Meals=48]: Picked up fork (Fork-1 from Chair-1)
18:37:27.343 [Philosopher-1; Meals=43]: Waiting for 2 forks...
18:37:27.348 [Philosopher-3; Meals=45]: Release my fork (Fork-3 from Chair-3)
18:37:27.349 [Philosopher-4; Meals=43]: Release my fork (Fork-4 from Chair-4)
18:37:27.349 [Philosopher-5; Meals=46]: Stand up from seat (Chair-2)
18:37:27.353 [Philosopher-1; Meals=43]: Picked up fork (Fork-2 from Chair-2)
18:37:27.353 [Philosopher-2; Meals=48]: Found 2 forks! :D
18:37:27.359 [Philosopher-5; Meals=46]: Mediating for 5 ms
18:37:27.362 [Philosopher-2; Meals=49]: Eating for 1 ms
18:37:27.362 [Philosopher-3; Meals=45]: Picked up fork (Fork-4 from Chair-4)
18:37:27.363 [Philosopher-1; Meals=43]: Picked up fork (Fork-3 from Chair-3)
18:37:27.371 [Philosopher-1; Meals=43]: Found 2 forks! :D
18:37:27.372 [Philosopher-3; Meals=45]: Release my fork (Fork-4 from Chair-4)
18:37:27.374 [Philosopher-2; Meals=49]: Release my fork (Fork-1 from Chair-1)
18:37:27.374 [Philosopher-5; Meals=46]: Waiting for a nice seat...
18:37:27.380 [Philosopher-1; Meals=44]: Eating for 1 ms
18:37:27.381 [Philosopher-4; Meals=43]: Picked up fork (Fork-4 from Chair-4)
18:37:27.381 [Philosopher-5; Meals=46]: Found a nice seat (Chair-2)
18:37:27.384 [Philosopher-2; Meals=49]: Release my fork (Fork-5 from Chair-5)
18:37:27.391 [Philosopher-4; Meals=43]: Release my fork (Fork-4 from Chair-4)
18:37:27.391 [Philosopher-5; Meals=46]: Waiting for 2 forks...
18:37:27.392 [Philosopher-1; Meals=44]: Release my fork (Fork-2 from Chair-2)
18:37:27.392 [Philosopher-2; Meals=49]: Stand up from seat (Chair-1)
18:37:27.400 [Philosopher-2; Meals=49]: Mediating for 5 ms
18:37:27.401 [Philosopher-4; Meals=43]: Picked up fork (Fork-5 from Chair-5)
18:37:27.402 [Philosopher-1; Meals=44]: Release my fork (Fork-3 from Chair-3)
18:37:27.402 [Philosopher-3; Meals=45]: Picked up fork (Fork-4 from Chair-4)
18:37:27.402 [Philosopher-5; Meals=46]: Picked up fork (Fork-1 from Chair-1)
18:37:27.411 [Philosopher-4; Meals=43]: Release my fork (Fork-5 from Chair-5)
18:37:27.412 [Philosopher-3; Meals=45]: Release my fork (Fork-4 from Chair-4)
18:37:27.413 [Philosopher-1; Meals=44]: Stand up from seat (Chair-3)
18:37:27.413 [Philosopher-5; Meals=46]: Picked up fork (Fork-2 from Chair-2)
18:37:27.416 [Philosopher-2; Meals=49]: Waiting for a nice seat...
18:37:27.421 [Philosopher-4; Meals=43]: Picked up fork (Fork-5 from Chair-5)
18:37:27.422 [Philosopher-1; Meals=44]: Mediating for 5 ms
18:37:27.423 [Philosopher-5; Meals=46]: Found 2 forks! :D
18:37:27.426 [Philosopher-3; Meals=45]: Picked up fork (Fork-4 from Chair-4)
18:37:27.428 [Philosopher-2; Meals=49]: Found a nice seat (Chair-1)
18:37:27.432 [Philosopher-4; Meals=43]: Release my fork (Fork-5 from Chair-5)
18:37:27.433 [Philosopher-5; Meals=47]: Eating for 1 ms
18:37:27.436 [Philosopher-3; Meals=45]: Picked up fork (Fork-3 from Chair-3)
18:37:27.438 [Philosopher-1; Meals=44]: Waiting for a nice seat...
18:37:27.438 [Philosopher-2; Meals=49]: Waiting for 2 forks...
18:37:27.444 [Philosopher-4; Meals=43]: Picked up fork (Fork-5 from Chair-5)
18:37:27.444 [Philosopher-5; Meals=47]: Release my fork (Fork-1 from Chair-1)
18:37:27.447 [Philosopher-3; Meals=45]: Found 2 forks! :D
18:37:27.449 [Philosopher-1; Meals=44]: Found a nice seat (Chair-3)
18:37:27.453 [Philosopher-4; Meals=43]: Release my fork (Fork-5 from Chair-5)
18:37:27.453 [Philosopher-5; Meals=47]: Release my fork (Fork-2 from Chair-2)
18:37:27.454 [Philosopher-2; Meals=49]: Picked up fork (Fork-1 from Chair-1)
18:37:27.458 [Philosopher-1; Meals=44]: Waiting for 2 forks...
